"grappe","menage","vague","s16aq00","s16aq02","s16aq03","s16aq04","s16aq05","s16aq06","s16aq07","s16aq08","s16aq08_autre","s16aq09a","s16aq09b","s16aq10","s16aq10_autre","s16aq11","s16aq12","s16aq12_autre","s16aq13","s16aq13_autre","s16aq14__0","s16aq14__1","s16aq14__2","s16aq14__3","s16aq14__4","s16aq14__5","s16aq14__6","s16aq14__7","s16aq14a__0","s16aq14a__1","s16aq14b__0","s16aq14b__1","s16aq15","s16aq16","s16aq16_autre","s16aq17","s16aq17_autre","s16aq18","s16aq18_autre","s16aq19","s16aq19_autre","s16aq20","s16aq21","s16aq22","s16aq23","s16aq23_autre","s16aq24a","s16aq24b","s16aq24b_autre","s16aq25","s16aq26","s16aq27","s16aq28","s16aq29a1","s16aq29a2","s16aq29a2_autre","s16aq29b1","s16aq29b2","s16aq29b2_autre","s16aq29c1","s16aq29c2","s16aq29c2_autre","s16aq29d1","s16aq29d2","s16aq29d2_autre","s16aq30","s16aq31a1","s16aq31a2","s16aq31b1","s16aq31b2","s16aq31c1","s16aq31c2","s16aq31d1","s16aq31d2","s16aq32","s16aq33b_1","s16aq33a_1","s16aq33b_2","s16aq33a_2","s16aq33b_3","s16aq33a_3","s16aq33b_4","s16aq33a_4","s16aq33b_5","s16aq33a_5","s16aq33b_6","s16aq33a_6","s16aq33b_7","s16aq33a_7","s16aq33b_8","s16aq33a_8","s16aq33b_9","s16aq33a_9","s16aq33b_10","s16aq33a_10","s16aq33b_11","s16aq33a_11","s16aq33b_12","s16aq33a_12","s16aq33b_13","s16aq33a_13","s16aq33b_14","s16aq33a_14","s16aq33b_15","s16aq33a_15","s16aq33b_16","s16aq33a_16","s16aq33b_17","s16aq33a_17","s16aq33b_18","s16aq33a_18","s16aq33b_19","s16aq33a_19","s16aq33b_20","s16aq33a_20","s16aq33b_21","s16aq33a_21","s16aq33b_22","s16aq33a_22","s16aq33b_23","s16aq33a_23","s16aq33b_24","s16aq33a_24","s16aq34","s16aq35b_1","s16aq35a_1","s16aq35b_2","s16aq35a_2","s16aq35b_3","s16aq35a_3","s16aq35b_4","s16aq35a_4","s16aq35b_5","s16aq35a_5","s16aq35b_6","s16aq35a_6","s16aq35b_7","s16aq35a_7","s16aq35b_8","s16aq35a_8","s16aq35b_9","s16aq35a_9","s16aq35b_10","s16aq35a_10","s16aq35b_11","s16aq35a_11","s16aq35b_12","s16aq35a_12","s16aq35b_13","s16aq35a_13","s16aq35b_14","s16aq35a_14","s16aq35b_15","s16aq35a_15","s16aq35b_16","s16aq35a_16","s16aq35b_17","s16aq35a_17","s16aq35b_18","s16aq35a_18","s16aq35b_19","s16aq35a_19","s16aq35b_20","s16aq35a_20","s16aq35b_21","s16aq35a_21","s16aq35b_22","s16aq35a_22","s16aq35b_23","s16aq35a_23","s16aq35b_24","s16aq35a_24","s16aq35b_25","s16aq35a_25","s16aq35b_26","s16aq35a_26","s16aq35b_27","s16aq35a_27","s16aq35b_28","s16aq35a_28","s16aq36","s16aq37b_1","s16aq37a_1","s16aq37b_2","s16aq37a_2","s16aq37b_3","s16aq37a_3","s16aq37b_4","s16aq37a_4","s16aq37b_5","s16aq37a_5","s16aq37b_6","s16aq37a_6","s16aq37b_7","s16aq37a_7","s16aq37b_8","s16aq37a_8","s16aq37b_9","s16aq37a_9","s16aq37b_10","s16aq37a_10","s16aq37b_11","s16aq37a_11","s16aq37b_12","s16aq37a_12","s16aq37b_13","s16aq37a_13","s16aq37b_14","s16aq37a_14","s16aq37b_15","s16aq37a_15","s16aq37b_16","s16aq37a_16","s16aq37b_17","s16aq37a_17","s16aq37b_18","s16aq37a_18","s16aq37b_19","s16aq37a_19","s16aq37b_20","s16aq37a_20","s16aq37b_21","s16aq37a_21","s16aq37b_22","s16aq37a_22","s16aq37b_23","s16aq37a_23","s16aq37b_24","s16aq37a_24","s16aq37b_25","s16aq37a_25","s16aq37b_26","s16aq37a_26","s16aq37b_27","s16aq37a_27","s16aq37b_28","s16aq37a_28","s16aq37b_29","s16aq37a_29","s16aq37b_30","s16aq37a_30","s16aq37b_31","s16aq37a_31","s16aq37b_32","s16aq37a_32","s16aq37b_33","s16aq37a_33","s16aq38","s16aq39a_1","s16aq39b_1","s16aq39c_1","s16aq39a_2","s16aq39b_2","s16aq39c_2","s16aq39a_3","s16aq39b_3","s16aq39c_3","s16aq39a_4","s16aq39b_4","s16aq39c_4","s16aq40","s16aq41a_1","s16aq41b_1","s16aq41c_1","s16aq41a_2","s16aq41b_2","s16aq41c_2","s16aq41a_3","s16aq41b_3","s16aq41c_3","s16aq41a_4","s16aq41b_4","s16aq41c_4","s16aq42","s16aq43a_1","s16aq43b_1","s16aq43c_1","s16aq43a_2","s16aq43b_2","s16aq43c_2","s16aq43a_3","s16aq43b_3","s16aq43c_3","s16aq43a_4","s16aq43b_4","s16aq43c_4","s16aq44","s16aq45","s16aq47","s16aq48","s16aq48_autre"
436,2,1,1,2,1,2,1,2,1,1,,5,1,1,,2,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,2,120,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,30,2,30,7,30,8,30,13,30,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,2,30,7,30,8,30,13,30,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,2,30,7,30,8,30,13,30,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,3,2,,4,
436,2,1,1,3,1,2,1,2,1,4,,2,1,1,,2,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,2,120,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,30,2,30,7,30,8,30,13,30,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,2,30,7,30,8,30,13,30,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,2,30,7,30,8,30,13,30,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,3,2,,4,
436,2,1,1,1,1,2,1,2,1,10,,2,1,1,,2,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,2,120,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,30,2,30,7,30,8,30,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,2,30,7,30,8,30,13,30,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,2,30,7,30,8,30,13,30,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,3,2,,4,
436,3,1,1,1,1,2,1,1,1,1,,3,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,1,120,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,45,1,45,2,45,3,45,4,45,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,1,60,2,60,3,60,4,60,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50,1,55,2,45,3,45,4,45,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,3,2,,4,
436,3,1,1,3,1,2,1,1,1,10,,3.51,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,1,120,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,55,1,55,2,55,3,55,4,55,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,65,1,65,2,60,3,60,4,60,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40,1,40,2,30,3,30,4,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,3,2,,4,
436,3,1,1,4,1,2,1,2,1,3,,2.12,1,1,,2,3,,7,,,,,,,,,,,,,,2,,,4,,2,,5,,1,120,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,45,1,45,2,45,3,45,4,45,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50,1,50,2,50,3,50,4,50,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50,1,50,2,50,3,50,4,50,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,3,2,,4,
436,4,1,1,1,1,1,2,,1,10,,3,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,3,50,1,1,,98,,,2,,1,1,4,3,,0,,,0,,,0,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45,1,45,4,45,5,45,9,45,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,4,2,,3,
436,4,1,1,2,1,12,2,,1,1,,4,1,1,,12,2,,2,,1,12,,,,,,,1,12,1,12,2,,,4,,1,,2,,3,50,2,,,,,,2,,1,1,2,3,,0,,,0,,,0,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,4,30,5,30,9,30,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,4,2,,3,
436,5,1,1,2,1,1,2,,1,1,,4,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,2,35,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,10,42000,0,,,0,,,0,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,2,,3,
436,5,1,1,1,1,1,1,1,1,10,,1,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,2,35,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,7,1,7,2,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22,1,10,2,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,7,14000,0,,,0,,,0,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,2,,3,
436,6,1,1,1,1,1,2,,1,10,,2,1,1,,1,2,,2,,1,,,,,,,,1,,1,,2,,,4,,1,,2,,3,45,2,,,,,,2,,1,1,0,,,0,,,1,3,,0,,,2,,,,,,,,,1,15,1,15,2,15,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45,1,45,2,45,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,3,2,,4,
436,7,1,1,1,1,1,1,1,1,10,,2,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,2,25,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,15,1,15,4,15,5,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,1,15,4,15,5,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,1,60,4,60,5,60,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,3,2,,3,
436,8,1,1,2,1,9,1,9,1,4,,5,1,1,,9,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,1,5,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,60,1,60,2,60,8,60,9,60,11,60,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,1,60,2,60,8,60,9,60,11,60,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45,1,45,2,45,8,45,9,45,11,45,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,3,1,5.0072,,
436,8,1,1,1,1,9,1,1,1,10,,5,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,1,2,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,45,1,45,2,45,8,45,9,45,11,45,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,1,60,2,60,8,60,9,60,11,60,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45,1,45,2,45,8,45,9,45,11,45,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,3,1,5.0015,,
436,8,1,1,3,1,12,1,12,1,1,,5,1,1,,12,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,1,4,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,45,1,45,2,45,8,45,9,45,11,45,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,1,60,2,60,8,60,9,60,11,60,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,1,55,2,55,8,55,9,55,11,55,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,3,1,5.0008,,
436,9,1,1,4,1,5,2,,1,3,,3,1,1,,5,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,2,20,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,30,2,30,5,30,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,2,30,5,30,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,2,30,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,3,2,,5,"pas acces aux routes"
436,9,1,1,3,1,5,2,,1,4,,3,1,1,,5,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,2,15,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,30,2,30,5,30,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,2,30,5,30,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,2,30,5,30,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,3,2,,5,"pas acces"
436,9,1,1,1,1,5,1,5,1,10,,4,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,2,45,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,30,2,30,5,30,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,2,30,5,30,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,2,30,3,30,5,30,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,3,2,,4,
436,11,1,1,1,1,7,2,,1,10,,2,1,1,,1,5,"amenager",7,,,,,,,,,,,,,,2,,,4,,1,,2,,2,50,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,30,6,30,7,30,13,30,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,6,60,7,60,13,60,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,6,30,7,30,13,30,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,3,2,,4,
436,11,1,1,2,1,7,2,,1,1,,2,1,6,"amenagement",,,,,,,,,,,,,,,,,,,,,4,,1,,2,,2,50,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,30,6,30,7,30,13,30,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,6,30,7,30,13,30,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,6,30,7,30,13,30,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,3,2,,4,
436,12,1,1,1,1,1,2,,1,10,,2,1,1,,1,2,,2,,1,,,,,,,,1,,1,,2,,,4,,1,,2,,2,40,2,,,,,,2,,2,,,,,,,,,,,,,,1,0,,0,,8,4,0,,1,15,1,10,2,15,5,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,15000,0,,,0,,,0,,,1,2,5,0,0,,,0,,,0,,,2,,,,,,,,,,,,,2,2,,5,"inaccessible"
436,12,1,1,2,1,1,2,,1,1,,1,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,2,30,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,0,0,,,0,,,0,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,2,,5,"inaccessible par voiture route gatè"
437,1,2,1,1,1,1,1,1,1,10,,2,1,1,,1,2,,1,,1,,,,,,,,1,,1,5,2,,,4,,3,,2,,2,15,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,10,1,10,5,10,6,10,7,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,1,5,4,15,5,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,1,15,4,20,5,10,7,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,4,2,,4,
437,1,2,1,1,2,1,2,,1,4,,1,1,1,,1,2,,1,,1,,,,,,,,1,4,4,5,2,,,4,,2,,2,,2,10,1,4,,7,5,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,15,1,15,5,15,7,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,1,15,4,5,5,2,6,5,7,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,1,5,4,5,5,5,6,5,7,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,4,2,,4,
437,3,2,1,1,2,1,1,1,1,4,,2,1,1,,1,2,,1,,1,,,,,,,,1,,1,,2,,,4,,3,,2,,1,30,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,15,1,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,1,30,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,1,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,10,10,200000,0,,,0,,,0,,,4,2,,2,
437,3,2,1,1,1,1,1,1,1,10,,1,1,1,,1,2,,1,,1,,,,,,,,1,,1,,2,,,4,,3,,2,,1,30,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,14,1,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,1,10,3,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,10,15,20000,0,,,0,,,0,,,4,2,,2,
437,12,2,1,1,2,4,1,4,1,3,,1,1,2,,,,,,,,,,,,,,,,,,,,,,4,,3,,2,,1,90,1,1,,98,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,3,2,3,4,3,14,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,4,2,0,5,2,0,0,,,0,,,4,2,,4,
437,12,2,1,1,1,4,1,4,1,4,,1,1,2,,,,,,,,,,,,,,,,,,,,,,4,,1,,2,,2,90,1,1,,98,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,3,1,5,2,3,3,3,4,3,8,2,14,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,7,2,3,3,3,4,4,8,7,14,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,2,7,0,0,,,0,,,0,,,1,2,5,0,0,,,0,,,0,,,4,2,,4,
438,4,1,1,2,1,7,2,,1,10,,0.75,1,1,,1,3,,7,,,,,,,,,,,,,,1,1,,4,,3,,2,,1,60,2,,,,,,2,,1,1,0,,,0,,,50,1,,0,,,2,,,,,,,,,1,1,1,1,2,1,3,2,12,20,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,3,2,5,3,3,8,30,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,1,15,2,15,3,5,7,20,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,4,1,1.25,,
438,4,1,1,1,1,1,2,,1,10,,1.5,1,1,,1,2,,7,,,,,,,,,,,,,,1,1,,4,,3,,2,,1,60,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,9,1,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45,1,45,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,1,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,4,1,1.563,,
438,4,1,1,3,1,1,2,,1,10,,1,1,1,,1,2,,7,,,,,,,,,,,,,,1,4,,2,,3,,2,,1,60,2,,,,,,2,,2,,,,,,,,,,,,,,1,0,,0,,5,4,0,,1,10,1,10,2,10,3,5,5,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,2,25,3,20,5,20,7,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,1,25,2,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,4,1,9.266,,
438,6,1,1,1,1,6,2,,1,10,,1,1,1,,1,1,,5,,1,,,,,,,,1,,1,,2,,,4,,3,,3,,1,30,1,2,,20,5,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,7,5,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,5,21,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,3,1,0.67,,
