"grappe","s04q00","s04q00_autre","s04q01","s04q02","s04q03","s04q03_autre","s04q04","s04q05_1","s04q05_2","s04q05_3","s04q05_4","s04q05_5","s04q05_6","s04q05_7","s04q05_8","s04q05_9","s04q05_10","s04q05_11","s04q05_12","s04q05_autre","s04q06","s04q07_1","s04q07_2","s04q07_3","s04q07_4","s04q07_5","s04q07_6","s04q07_7","s04q07_8","s04q07_autre","s04q08","s04q09_1","s04q09_2","s04q09_3","s04q09_4","s04q09_5","s04q09_6"
1084,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,11,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,12,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,17,,1,1,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2
1084,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,10,,1,1,3,,1,1,1,2,1,2,2,2,1,2,2,2,2,,1,2,2,2,2,2,2,1,2,,,2,2,2,2,2,2
1085,11,,1,1,3,,1,2,1,2,2,2,2,2,2,1,2,2,2,,1,2,2,2,2,2,2,1,2,,,2,2,2,2,2,2
1085,12,,1,1,3,,1,2,1,2,2,2,2,2,2,1,2,2,2,,1,2,1,2,2,2,2,2,2,,1,2,2,2,2,2,2
1085,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,17,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,18,"installation de l'eclairage solaire",1,1,3,,1,1,1,2,2,2,2,2,2,1,2,2,2,,1,2,2,2,2,2,2,1,2,,,2,2,2,2,2,2
1086,1,,1,1,5,,1,1,2,2,1,2,2,2,2,2,2,2,2,,1,2,2,1,2,2,2,2,2,,1,2,2,2,2,2,2
1086,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,6,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,11,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,12,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,17,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,18,"carssiste",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,11,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,12,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,17,,1,1,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,2
1087,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,10,,1,1,5,,1,2,2,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,1,"caisse de la pharmacie",,2,2,1,2,2,2
1088,11,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,12,,1,1,3,,1,2,1,2,2,2,2,2,1,2,2,2,2,,1,2,2,2,2,2,2,1,2,,,2,2,1,2,2,2
1088,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,17,,1,1,3,,1,2,1,2,2,2,2,2,2,1,2,2,2,,1,2,1,2,2,2,2,1,2,,1,2,2,1,1,2,2
1088,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,5,,1,1,3,,1,2,1,2,2,2,2,2,2,2,2,2,2,,1,2,1,2,2,2,2,2,2,,1,2,2,2,2,2,1
1089,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,9,,1,1,3,,1,2,1,2,2,2,2,2,2,2,2,2,2,,1,2,1,2,2,2,2,2,2,,1,2,2,2,2,2,1
1089,10,,1,1,3,,1,1,2,2,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,1,2,,,2,2,2,2,2,1
1089,11,,1,1,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,,1,2,1,2,2,2,2,2,2,,1,2,2,2,2,2,1
1089,12,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,17,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,6,,1,1,4,,1,2,2,1,2,2,2,2,2,2,2,2,2,,1,2,1,2,2,2,2,2,2,,1,1,2,2,2,2,2
1091,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,9,,1,1,3,,1,2,2,2,1,2,2,2,2,2,2,2,2,,1,2,1,2,2,2,2,2,2,,1,1,2,1,2,2,2
1091,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,11,,1,1,3,,1,2,1,2,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,1,2,,,1,2,2,2,2,2
1091,12,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,17,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,6,,1,1,4,,1,2,2,2,2,2,2,2,1,2,2,2,2,,1,2,1,2,2,2,2,2,2,,1,2,2,2,2,2,2
1092,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,8,,1,1,4,,1,2,2,2,2,2,2,2,2,1,2,2,2,,1,2,1,2,2,2,2,2,2,,1,2,2,2,2,2,2
1092,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,11,,1,1,3,,1,2,2,2,2,1,2,2,2,2,2,2,2,,1,2,1,2,2,2,2,2,2,,1,2,2,2,2,2,2
1092,12,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,17,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,6,,1,1,4,,1,2,1,2,2,2,2,2,2,2,2,2,1,"ape",1,2,2,2,2,2,2,1,2,,,2,2,2,2,2,2
1093,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,11,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,12,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,17,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,6,,1,1,4,,1,2,1,2,2,2,2,2,2,2,2,2,1,"ape",1,2,2,2,2,2,2,1,2,,,2,2,2,2,2,2
1094,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,11,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,12,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,17,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,11,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,12,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,17,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,11,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,12,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,17,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,5,,1,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,2
1097,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,11,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,12,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,17,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,5,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,7,,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,2
1098,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,11,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,12,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,17,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,11,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,12,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,17,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,1,,1,1,11,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,1
1100,2,,1,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,2,1
1100,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,4,,1,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,2,1
1100,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,10,,1,1,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,1
1100,11,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,12,,1,1,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,2,1
1100,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,17,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,5,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,11,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,12,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,17,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,1,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,7,,1,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2
1102,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
