"grappe","menage","vague","s20bq01","s20bq03","s20bq04a","s20bq04b","s20bq04c","s20bq04d","s20bq06a","s20bq06b","s20bq07a","s20bq07b","s20bq07c","s20bq08__1","s20bq08__2","s20bq08__3","s20bq08__4","s20bq09","s20bq10","s20bq11","s20bq12__1","s20bq12__2","s20bq12__3","s20bq12a1","s20bq12b1","s20bq12c1","s20bq12d1","s20bq12a2","s20bq12b2","s20bq12c2","s20bq12d2","s20bq13a","s20bq13b2","s20bq13c","s20bq13d","s20bq13e","s20bq13f","s20bq13g","s20bq13h","s20bq13i","s20bq13j","s20bq14a","s20bq14b","s20bq14c","s20bq15a","s20bq15b","s20bq15c","s20bq16","s20bq17a","s20bq17b","s20bq18a","s20bq18b","s20bq18c","s20bq18d","s20bq18e","s20bq18f","s20bq18g","s20bq18g_autre"
126,12,2,3,4,3,3,4,1,1,1,3,3,3,1,2,2,2,2,2,1,0,0,1,,,,,,,,,3,1,1,2,2,2,2,2,3,3,1,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,
126,13,2,3,2,2,3,2,2,1,1,2,2,3,2,2,1,2,2,2,1,0,0,1,,,,,,,,,1,1,2,1,1,1,2,2,3,3,1,3,2,3,1,1,3,3,3,2,2,3,3,2,3,3,
127,1,1,1,2,1,1,4,1,1,1,1,1,1,2,2,2,2,1,2,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,2,2,1,4,2,2,1,1,4,4,4,3,2,3,2,2,3,3,
127,2,1,3,3,3,3,4,1,1,1,2,3,4,1,2,1,1,2,3,1,0,0,1,,,,,,,,,2,3,3,3,3,2,3,3,4,4,2,3,2,4,1,1,3,3,2,3,3,3,3,3,3,3,
127,3,1,2,2,3,3,3,1,2,2,2,2,3,2,2,2,2,2,3,2,0,0,1,,,,,,,,,3,3,3,3,3,3,2,2,4,4,2,2,2,2,1,1,3,3,3,3,3,3,3,2,3,3,
127,4,1,3,3,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2,1,0,0,1,,,,,,,,,2,2,2,2,1,1,1,2,3,4,1,4,2,1,1,1,2,1,1,3,3,3,3,3,3,3,
127,5,1,1,3,3,1,3,1,2,2,1,1,2,2,2,1,2,1,2,1,0,0,1,,,,,,,,,4,1,1,1,1,1,1,1,3,3,1,4,2,3,3,1,4,4,4,3,3,3,3,3,3,3,
127,6,1,4,4,1,1,1,2,1,1,1,1,1,2,2,1,2,4,3,1,0,0,1,,,,,,,,,2,1,1,1,3,3,2,2,4,2,2,4,2,4,1,1,4,4,4,3,2,3,1,3,3,3,
127,7,1,3,3,1,1,1,1,1,1,3,3,3,1,2,1,1,2,2,1,0,0,1,,,,,,,,,2,1,1,2,1,1,1,1,4,3,2,3,2,2,1,1,3,3,3,3,3,3,3,3,3,3,
127,8,1,2,2,3,3,3,1,1,1,2,2,3,2,2,2,2,2,3,2,0,0,1,,,,,,,,,2,2,2,3,4,3,2,2,4,3,2,3,2,2,1,1,3,3,3,3,3,3,3,3,3,3,
127,9,1,1,3,1,3,1,2,1,1,2,2,2,2,2,2,1,2,3,1,0,0,1,,,,,,,,,4,2,2,2,1,1,2,2,4,3,2,4,2,2,1,1,3,4,3,3,3,3,3,3,3,3,
127,10,1,1,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,3,1,0,0,1,,,,,,,,,2,1,1,1,3,2,1,2,4,2,2,3,2,1,1,1,3,3,3,3,2,3,2,2,3,3,
127,11,1,3,3,3,3,4,1,1,1,2,2,4,2,2,2,2,2,3,2,0,0,1,,,,,,,,,2,2,2,2,3,2,2,1,4,4,2,2,2,3,1,1,3,3,3,3,3,3,3,3,3,3,
127,12,1,2,2,1,1,1,2,1,1,1,2,1,2,2,1,2,2,3,1,0,0,1,,,,,,,,,1,2,2,2,2,2,2,2,3,1,2,3,2,1,1,1,3,3,3,3,3,3,3,2,3,3,
128,2,2,2,2,2,2,4,3,1,1,1,3,2,2,2,2,2,3,3,2,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,3,3,2,2,2,3,3,2,2,2,2,3,3,3,3,2,3,3,
128,3,2,2,2,3,3,4,4,1,1,3,3,3,2,2,1,2,2,3,3,0,0,1,,,,,,,,,3,2,1,3,3,3,3,2,3,2,2,3,2,2,3,2,3,2,2,3,3,3,3,3,3,3,
128,4,2,3,2,3,3,4,3,2,1,3,3,2,2,2,1,2,3,2,1,0,0,1,,,,,,,,,4,4,1,1,1,1,1,2,2,3,2,3,2,4,4,3,3,3,3,3,3,3,3,3,3,3,
128,5,2,1,2,2,2,2,2,1,1,1,2,3,2,2,2,2,2,3,1,0,0,1,,,,,,,,,2,3,2,2,2,2,1,2,2,2,1,1,2,2,1,1,1,2,3,3,3,3,3,3,3,3,
128,6,2,2,3,2,3,3,2,1,1,2,3,3,2,2,1,2,3,2,2,0,0,1,,,,,,,,,3,3,3,3,1,1,1,1,2,3,2,2,2,3,3,2,2,4,3,3,3,3,3,3,3,3,
128,7,2,4,1,2,2,4,2,1,1,3,3,3,2,2,2,2,2,2,3,0,0,1,,,,,,,,,3,2,3,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,
128,8,2,2,2,2,3,3,2,1,1,3,3,2,2,2,2,2,4,3,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,4,3,2,2,2,2,2,2,3,3,3,1,2,1,3,2,3,3,
128,9,2,3,3,4,3,4,2,1,1,3,2,2,2,2,2,2,3,3,1,0,0,1,,,,,,,,,2,2,1,2,2,2,2,3,2,2,1,3,2,4,2,2,3,2,3,3,3,3,3,3,3,3,
128,10,2,2,2,2,3,4,2,1,1,1,2,3,2,2,2,2,3,3,1,0,0,1,,,,,,,,,1,1,1,1,3,1,1,1,3,2,1,3,2,2,2,1,3,3,3,3,3,3,2,2,3,3,
128,11,2,1,3,3,3,3,2,1,1,2,3,2,2,2,2,2,3,3,1,1,0,0,3,"enseignement","vain dhonneur",37000,,,,,2,1,1,2,1,1,1,1,3,3,1,2,2,4,2,1,4,4,4,3,3,3,3,2,3,3,
128,13,2,2,3,2,2,1,3,1,1,3,3,4,1,2,2,2,3,3,1,0,0,1,,,,,,,,,4,3,3,2,3,2,2,3,4,4,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,
128,14,2,2,2,2,2,3,2,1,1,1,1,3,2,2,2,2,2,2,2,0,0,1,,,,,,,,,1,1,1,1,3,2,2,2,3,3,1,3,1,2,1,1,3,3,2,3,2,3,3,3,3,2,"association dèveloppement local"
129,1,1,3,3,1,3,4,2,1,1,1,3,2,2,2,2,2,3,3,2,0,0,1,,,,,,,,,1,2,2,3,2,2,3,2,4,3,2,3,2,2,2,1,4,3,3,3,2,3,3,3,3,3,
129,2,1,4,4,4,4,3,3,1,1,1,1,1,2,2,2,2,3,3,1,0,0,1,,,,,,,,,4,3,3,4,4,4,4,3,4,3,2,4,2,1,1,1,4,4,4,3,3,3,3,3,3,3,
129,3,1,2,3,1,3,3,1,1,1,3,2,2,2,1,1,2,2,2,1,0,0,1,,,,,,,,,2,1,1,2,2,2,3,2,3,2,2,3,2,2,1,1,3,3,2,2,2,3,3,3,3,3,
129,4,1,3,4,4,3,3,3,1,1,1,1,1,2,2,2,2,4,2,1,0,0,1,,,,,,,,,1,3,3,3,4,3,2,2,3,4,2,1,2,1,1,1,4,4,2,3,3,3,3,3,3,3,
129,5,1,1,3,3,2,4,2,2,2,3,3,3,1,1,1,1,1,3,1,0,0,1,,,,,,,,,3,4,3,3,3,2,2,2,2,2,1,1,1,4,2,2,2,2,2,3,3,3,3,3,3,3,
129,6,1,4,3,3,3,3,4,1,2,1,1,1,2,2,2,2,4,2,1,0,0,1,,,,,,,,,4,3,1,3,1,1,1,1,4,3,2,4,2,1,1,1,4,4,4,3,3,3,3,3,3,3,
129,7,1,4,4,3,4,4,4,1,1,1,1,1,2,2,2,2,4,2,1,0,0,1,,,,,,,,,1,4,3,3,2,1,4,3,4,3,1,4,2,1,1,1,3,4,4,3,3,3,3,3,3,3,
129,8,1,3,3,2,3,3,1,2,2,3,3,3,1,2,1,2,3,2,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,2,2,2,4,2,3,1,1,4,4,4,3,3,3,3,3,3,3,
129,9,1,4,3,2,2,3,2,1,1,2,2,3,2,2,2,2,2,3,1,0,0,1,,,,,,,,,2,2,2,2,2,2,2,2,3,2,1,4,2,3,1,1,4,2,2,3,3,3,2,3,3,3,
129,10,1,2,2,1,3,4,2,1,1,1,2,3,2,1,1,2,3,3,1,0,0,1,,,,,,,,,1,2,3,2,2,1,2,1,4,3,2,3,2,2,1,1,4,2,3,3,3,3,3,2,3,3,
129,11,1,2,2,1,3,4,1,1,1,1,2,2,2,1,1,1,3,2,1,0,0,1,,,,,,,,,1,2,2,1,2,1,2,1,3,3,2,2,2,2,3,2,3,4,4,3,3,3,3,3,3,3,
129,12,1,3,3,3,2,3,1,1,1,2,2,3,2,2,1,2,2,3,1,1,0,0,900,"transport urbain","à tout moment de la journee, 5fois par jour",900000,,,,,1,1,2,2,1,2,2,2,2,2,2,3,2,3,1,2,4,2,2,2,3,3,2,3,3,3,
130,1,2,1,1,2,2,2,2,1,1,3,2,3,2,2,2,2,2,2,2,0,0,1,,,,,,,,,2,2,3,2,2,3,3,3,3,3,1,3,1,2,1,1,1,4,3,3,3,3,3,3,3,3,
130,2,2,1,3,2,2,4,2,1,1,3,3,2,2,2,2,2,2,3,2,0,0,1,,,,,,,,,2,4,2,2,2,2,2,2,4,4,1,2,1,2,1,1,3,4,3,3,3,3,3,3,3,3,
130,3,2,1,2,2,3,3,2,1,1,3,2,3,2,2,2,2,2,2,3,0,0,1,,,,,,,,,3,3,3,3,4,2,3,2,3,3,1,2,2,1,1,1,1,2,3,3,3,3,3,3,3,3,
130,4,2,2,2,2,2,2,2,2,2,1,2,3,2,2,1,2,3,2,3,0,0,1,,,,,,,,,4,4,3,2,1,1,1,3,2,3,2,3,2,3,3,2,3,2,3,3,3,3,3,3,3,3,
130,5,2,2,2,1,3,3,2,1,1,1,1,2,2,2,2,2,3,3,1,0,0,1,,,,,,,,,1,1,1,1,2,1,1,1,2,2,2,4,2,2,2,2,2,3,3,3,3,3,2,3,3,3,
130,6,2,2,2,3,2,2,3,2,1,3,4,2,2,2,2,1,3,2,2,0,0,1,,,,,,,,,3,1,2,1,4,2,1,3,4,4,1,2,2,4,3,3,2,2,2,3,3,3,3,3,3,3,
130,7,2,2,2,2,3,3,2,1,1,3,2,3,2,2,1,2,3,2,2,0,0,1,,,,,,,,,2,2,3,3,1,1,3,2,4,4,2,2,2,2,3,2,2,1,4,3,3,3,3,3,3,3,
130,8,2,2,2,1,3,3,2,1,1,1,2,2,2,2,1,2,3,3,1,0,0,1,,,,,,,,,1,2,2,2,2,2,2,2,3,2,2,3,2,3,3,2,2,2,2,3,3,3,3,2,3,3,
130,9,2,2,2,1,3,4,2,1,1,1,1,2,2,2,2,2,4,3,1,0,0,1,,,,,,,,,1,1,1,1,2,2,2,3,3,3,2,3,2,2,2,2,3,3,2,3,2,3,3,3,3,3,
130,10,2,4,4,4,1,4,1,2,2,4,4,1,2,2,2,2,4,3,1,0,0,1,,,,,,,,,2,2,2,2,2,1,1,1,1,1,1,4,2,2,1,4,4,4,4,3,3,3,3,3,3,3,
130,11,2,2,2,3,3,3,3,2,1,3,2,3,2,2,2,2,3,2,3,0,0,1,,,,,,,,,3,1,1,1,2,1,2,3,3,3,2,3,2,2,2,3,3,2,4,3,3,3,3,3,3,3,
130,12,2,3,2,2,3,4,2,1,1,2,2,2,2,2,1,2,3,3,1,0,0,1,,,,,,,,,1,2,1,2,3,2,2,2,3,2,2,3,2,2,2,2,3,3,2,3,2,3,3,3,3,3,
131,1,1,3,2,2,2,3,2,1,1,2,2,2,2,2,1,2,1,3,1,0,0,1,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,1,3,3,3,3,3,3,3,2,3,3,
131,2,1,3,4,4,4,4,4,2,1,1,1,1,2,2,2,2,3,2,3,0,0,1,,,,,,,,,3,3,2,2,1,1,1,1,4,3,2,4,1,3,3,2,2,4,4,3,3,3,3,3,3,3,
131,3,1,2,2,1,3,3,2,1,1,1,1,2,2,2,2,2,3,3,1,0,0,1,,,,,,,,,1,1,1,1,2,1,1,2,4,2,2,3,2,3,2,1,3,2,2,3,2,2,3,3,3,3,
131,4,1,3,3,3,4,4,2,2,1,2,1,1,2,2,2,2,4,2,1,0,0,1,,,,,,,,,4,1,2,1,2,3,2,1,4,4,1,3,2,3,1,1,3,2,3,3,3,3,3,3,3,3,
131,5,1,3,3,2,2,2,2,1,1,2,2,2,2,2,2,2,1,3,2,0,0,1,,,,,,,,,2,2,2,2,2,2,2,2,3,2,2,3,2,3,1,1,3,3,3,3,2,3,3,2,3,3,
131,7,1,2,3,2,3,3,2,1,1,1,2,2,2,2,2,2,3,3,1,0,0,1,,,,,,,,,2,1,1,2,3,2,2,2,1,2,2,3,2,2,2,1,3,3,3,2,2,3,3,3,3,3,
131,8,1,3,2,1,3,3,2,1,1,1,1,2,2,2,2,2,3,3,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,2,3,2,2,3,2,2,2,1,4,2,2,2,3,3,3,2,3,3,
131,9,1,1,3,2,2,3,1,1,2,1,1,2,2,2,2,2,4,3,1,0,0,1,,,,,,,,,2,1,1,2,3,2,2,2,3,2,2,2,2,3,2,2,3,3,3,2,2,3,3,2,3,3,
131,10,1,2,2,2,2,2,2,1,1,2,2,4,2,2,2,2,2,3,1,0,0,1,,,,,,,,,2,2,2,4,3,3,3,3,3,3,2,2,2,4,1,1,4,4,4,3,2,3,3,2,3,3,
131,11,1,2,2,2,2,2,2,1,1,1,1,3,2,2,2,2,2,3,1,0,0,1,,,,,,,,,2,2,2,2,2,2,2,2,4,4,2,4,2,4,1,1,4,4,4,3,3,3,3,2,3,3,
131,12,1,2,2,3,3,4,4,2,2,1,1,1,2,2,2,2,3,2,2,0,0,1,,,,,,,,,4,1,2,2,3,1,3,2,4,2,2,4,2,4,2,2,3,1,1,3,3,3,3,3,3,3,
131,13,1,3,2,3,4,3,3,2,2,1,1,2,2,2,2,2,2,2,3,0,0,1,,,,,,,,,4,1,1,1,1,1,1,2,3,4,2,3,2,3,2,2,3,2,2,3,3,3,3,3,3,3,
132,1,2,4,3,3,4,3,3,1,1,3,3,3,2,2,2,2,3,3,1,0,0,1,,,,,,,,,1,1,1,1,3,1,1,1,3,1,2,4,2,1,1,1,4,3,3,3,3,3,3,3,3,3,
132,2,2,3,3,3,2,3,3,2,1,3,3,3,2,2,2,1,2,2,2,0,0,1,,,,,,,,,4,2,2,2,1,1,2,3,3,3,2,3,2,2,3,3,1,3,3,3,3,3,3,3,3,3,
132,3,2,2,2,2,2,4,2,1,1,2,2,3,2,2,2,2,3,3,1,0,0,1,,,,,,,,,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,3,2,2,2,2,3,3,3,3,3,
132,4,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,3,2,0,0,1,,,,,,,,,2,2,2,3,2,2,3,2,4,4,1,2,1,2,1,1,1,3,3,3,3,3,3,3,3,3,
132,5,2,2,2,1,3,3,2,1,1,1,1,2,2,2,2,2,3,3,1,0,0,1,,,,,,,,,1,1,1,1,2,2,2,2,3,2,2,1,2,2,2,1,3,2,2,3,2,3,3,3,3,3,
132,6,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,3,2,0,0,1,,,,,,,,,2,2,2,2,2,2,2,2,3,3,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,
132,7,2,2,2,2,3,4,2,1,1,1,1,2,2,2,2,2,3,3,1,0,0,1,,,,,,,,,1,1,1,1,2,2,2,2,3,2,2,3,2,2,2,2,3,3,2,3,2,3,3,3,3,3,
132,8,2,1,1,1,1,3,2,1,1,2,1,4,2,2,2,2,3,2,1,0,0,1,,,,,,,,,1,4,4,3,4,4,2,4,4,4,2,3,2,1,1,1,4,4,3,1,2,2,3,1,3,3,
132,9,2,2,3,3,3,4,3,2,1,2,1,3,2,2,2,2,3,3,2,0,0,1,,,,,,,,,4,2,4,3,3,3,3,3,4,4,2,3,2,3,3,2,4,4,4,3,3,3,3,3,3,3,
132,10,2,1,3,2,2,2,2,1,1,3,3,3,2,2,2,2,2,3,2,0,0,1,,,,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,2,2,3,3,3,3,3,3,3,
132,11,2,3,2,3,3,4,2,1,1,3,2,4,2,2,1,2,3,3,3,0,0,1,,,,,,,,,3,1,1,1,1,1,1,1,1,2,2,4,2,3,2,1,4,4,4,3,3,3,3,3,3,3,
132,12,2,2,2,2,3,4,2,1,1,1,1,1,2,2,2,2,3,3,1,0,0,1,,,,,,,,,1,1,1,2,2,1,1,2,3,2,2,3,2,2,2,2,3,3,2,3,2,3,3,3,3,3,
133,1,1,3,3,3,3,4,3,1,1,1,1,2,2,2,2,2,4,2,3,0,0,1,,,,,,,,,4,2,1,2,1,2,2,1,2,2,2,3,2,3,3,2,3,2,3,3,2,3,3,2,3,3,
133,2,1,3,4,3,3,3,3,2,2,1,2,2,2,2,2,2,4,3,4,0,0,1,,,,,,,,,4,2,2,2,3,1,1,1,2,2,2,3,2,4,3,3,2,4,1,3,3,3,3,3,3,3,
133,3,1,4,2,2,1,1,1,1,1,1,3,4,1,2,2,1,1,2,1,0,0,1,,,,,,,,,3,1,1,1,3,4,3,4,3,4,1,4,1,1,4,1,4,2,2,3,3,3,2,3,3,3,
133,4,1,2,2,2,3,4,2,1,1,1,2,3,2,2,2,2,3,3,1,0,0,1,,,,,,,,,1,1,1,1,2,2,2,3,3,2,2,3,2,3,3,1,3,4,4,2,2,3,3,3,3,3,
133,5,1,2,2,2,2,3,2,1,1,1,2,3,2,2,1,1,1,3,1,0,0,1,,,,,,,,,2,2,2,2,2,2,2,2,3,2,1,4,2,3,1,1,4,4,4,3,1,3,2,3,3,3,
133,6,1,3,3,2,3,3,1,1,1,1,2,2,2,2,1,2,4,3,1,0,0,1,,,,,,,,,1,2,2,1,2,2,2,3,3,3,2,3,2,2,2,2,2,3,3,2,2,3,3,3,3,3,
133,7,1,2,2,2,3,3,3,1,1,1,2,2,2,2,2,2,4,3,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,3,4,2,4,2,3,2,2,2,2,3,3,2,2,3,2,3,3,
133,8,1,2,2,3,3,4,4,1,1,3,1,1,2,2,2,2,2,2,1,0,0,1,,,,,,,,,4,3,1,1,1,1,2,2,2,3,2,4,2,3,4,4,4,4,4,3,3,3,3,3,3,3,
133,9,1,2,4,3,3,4,4,1,1,1,1,2,2,2,2,2,3,2,1,0,0,1,,,,,,,,,4,1,1,1,1,1,2,1,2,3,1,4,2,3,3,4,4,4,3,3,3,3,3,3,3,3,
133,10,1,3,1,2,1,3,3,1,1,2,2,2,2,2,1,1,2,3,1,0,0,1,,,,,,,,,4,4,2,2,1,2,2,3,4,4,1,3,2,2,1,1,2,2,2,3,3,3,3,3,3,3,
133,11,1,2,3,2,3,4,2,1,1,1,3,2,2,2,2,2,3,3,1,0,0,1,,,,,,,,,1,2,2,2,3,2,2,2,3,3,2,3,2,3,2,1,3,2,2,2,2,3,2,2,3,3,
133,12,1,4,2,1,1,2,2,1,1,1,2,3,2,2,1,1,1,3,2,0,0,1,,,,,,,,,2,2,2,2,2,2,2,3,4,3,1,3,2,2,1,1,4,2,2,3,2,3,2,2,3,3,
134,1,2,2,2,2,3,3,2,1,1,1,3,2,1,2,2,2,3,3,1,0,0,1,,,,,,,,,1,2,2,2,3,2,2,3,4,3,2,3,2,2,2,2,2,2,3,2,2,3,3,2,3,3,
134,2,2,1,4,3,2,2,2,2,2,1,2,3,2,2,2,2,3,2,2,0,0,1,,,,,,,,,2,3,1,4,2,2,3,4,3,4,2,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,
134,3,2,4,3,3,3,4,2,2,1,3,1,2,2,2,1,2,3,2,3,0,0,1,,,,,,,,,1,1,1,2,2,1,2,3,2,3,2,2,2,4,2,1,1,2,3,3,3,3,3,3,3,3,
134,4,2,2,1,1,2,2,2,1,1,3,3,2,2,2,2,2,2,3,2,0,0,1,,,,,,,,,2,3,3,3,3,3,2,3,3,4,1,2,2,1,1,1,1,2,2,1,3,3,3,3,3,3,
134,5,2,1,2,2,3,2,2,1,1,2,2,2,2,2,2,2,2,3,2,0,0,1,,,,,,,,,2,2,2,2,2,2,2,2,4,2,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,
134,6,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,0,0,1,,,,,,,,,3,2,2,3,3,3,3,3,4,4,1,2,1,1,1,1,3,4,2,3,3,3,3,1,3,3,
134,7,2,3,3,4,4,3,3,2,1,3,1,1,2,2,2,2,3,2,2,0,0,1,,,,,,,,,4,1,1,3,3,2,2,3,4,4,1,3,2,3,3,2,1,2,2,3,3,3,3,3,3,3,
134,8,2,3,2,2,2,2,1,1,1,2,2,3,2,2,2,2,3,3,2,0,0,1,,,,,,,,,3,4,2,4,4,2,3,3,4,4,1,1,2,1,1,1,3,4,2,3,3,3,3,3,3,3,
134,9,2,2,2,1,3,3,2,1,1,1,2,4,2,2,1,2,3,3,2,0,0,1,,,,,,,,,1,2,2,2,3,2,3,3,4,3,2,3,2,2,2,1,3,3,2,2,2,3,2,2,3,3,
134,10,2,3,2,2,2,2,2,1,1,3,2,2,2,2,2,2,2,3,2,0,0,1,,,,,,,,,4,4,4,4,4,3,2,3,4,4,1,1,2,3,1,1,1,3,3,3,3,3,3,3,3,3,
134,11,2,2,3,3,2,2,4,2,1,3,3,3,2,2,2,2,2,2,4,0,0,1,,,,,,,,,3,3,3,4,3,3,2,3,3,3,2,3,2,1,2,2,2,3,3,3,3,3,3,3,3,3,
134,12,2,1,1,1,3,4,2,1,1,1,3,4,2,1,2,2,2,2,2,0,0,1,,,,,,,,,1,2,2,2,3,2,2,1,4,2,2,3,2,2,2,2,2,3,2,2,2,3,3,2,3,3,
135,1,1,2,2,2,2,2,2,1,1,2,2,3,2,2,2,2,1,3,1,0,0,1,,,,,,,,,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,1,4,4,4,1,1,3,2,2,3,3,
135,2,1,4,2,3,3,4,3,2,1,1,1,2,2,2,2,2,4,2,1,0,0,1,,,,,,,,,4,3,1,2,2,1,1,2,4,2,2,4,1,3,3,3,2,3,4,3,3,3,3,3,3,3,
135,3,1,3,2,1,2,3,2,1,1,1,2,2,2,2,2,2,3,3,2,0,0,1,,,,,,,,,1,2,2,1,2,2,2,2,3,3,2,3,2,2,2,1,2,3,3,2,2,3,3,2,3,3,
135,4,1,3,2,2,2,3,2,1,1,2,2,3,2,2,2,2,2,3,2,0,0,1,,,,,,,,,2,2,2,2,3,2,3,3,3,3,2,3,2,2,1,1,4,4,4,3,2,3,3,2,3,3,
135,5,1,3,2,2,2,2,2,1,1,3,3,4,2,2,2,2,2,3,1,0,0,1,,,,,,,,,2,2,2,2,2,2,2,2,3,3,2,2,2,2,1,1,2,2,2,3,2,3,3,3,3,3,
135,6,1,4,4,3,4,4,4,1,1,1,1,3,2,2,2,2,3,2,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,4,1,3,1,4,2,3,2,3,4,4,4,1,1,2,1,2,3,1,"neant"
135,7,1,3,2,2,2,2,2,1,1,1,3,3,1,2,2,2,1,3,1,0,0,1,,,,,,,,,1,1,1,1,1,2,1,1,3,3,1,1,1,3,3,1,2,2,2,2,2,3,1,2,3,3,
135,8,1,4,3,3,3,4,4,2,1,1,1,1,2,2,2,2,3,1,1,0,0,1,,,,,,,,,4,3,3,2,2,1,1,1,1,2,2,4,2,3,2,3,4,3,3,3,3,3,3,3,3,3,
135,9,1,2,2,1,3,4,2,1,1,3,3,4,2,1,2,2,2,2,2,0,0,1,,,,,,,,,2,2,1,2,3,2,2,3,4,3,2,3,2,2,2,1,2,3,3,3,2,3,3,3,3,3,
135,10,1,3,3,2,3,3,2,1,1,1,3,3,2,2,2,2,4,2,1,0,0,1,,,,,,,,,1,1,1,1,2,2,2,2,4,3,2,3,2,2,2,1,3,3,3,2,2,3,3,2,3,3,
135,11,1,2,2,2,1,3,1,1,1,2,2,3,2,2,2,2,2,3,1,0,0,1,,,,,,,,,1,2,2,1,2,2,2,2,3,3,2,3,2,3,2,1,3,2,3,3,2,3,3,3,3,3,
135,12,1,4,4,4,3,3,3,2,2,1,1,1,2,2,2,2,3,2,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,4,2,4,4,2,4,4,4,3,3,3,3,3,3,3,
136,1,2,3,3,4,3,4,3,1,1,1,1,1,2,2,2,2,2,2,2,0,0,1,,,,,,,,,2,2,1,1,1,1,1,1,2,2,1,4,2,4,1,1,2,4,4,3,3,3,3,3,3,3,
136,2,2,1,2,1,3,4,2,1,1,1,1,2,2,2,2,2,3,3,1,0,0,1,,,,,,,,,1,1,1,1,3,1,1,1,1,2,2,3,2,3,2,2,3,3,3,2,2,3,2,2,3,3,
136,3,2,1,3,2,2,1,1,1,1,3,2,3,2,2,2,2,2,3,2,0,0,1,,,,,,,,,2,3,2,2,3,3,3,3,2,2,1,2,2,2,2,2,3,4,3,3,3,3,3,3,3,3,
136,4,2,1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,3,2,0,0,1,,,,,,,,,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,
136,5,2,2,3,1,3,4,3,1,1,1,2,2,2,2,2,2,3,3,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,4,1,1,3,2,2,2,2,2,2,2,3,3,3,3,2,3,3,
136,6,2,1,2,2,2,2,2,1,1,2,3,3,2,2,2,2,2,3,2,0,0,1,,,,,,,,,3,3,2,2,2,2,3,4,4,4,1,1,1,2,1,2,2,2,2,3,3,3,3,3,3,3,
136,7,2,2,2,2,3,3,3,1,1,1,2,2,2,2,2,2,3,3,1,0,0,1,,,,,,,,,1,1,1,1,2,1,1,1,3,3,2,3,2,3,2,2,3,2,2,2,2,3,3,3,3,3,
136,8,2,2,2,1,3,4,2,1,1,2,2,3,2,1,2,2,3,2,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,2,4,2,2,3,2,2,2,2,3,3,2,2,1,3,2,3,3,3,
136,9,2,1,3,3,2,3,3,2,1,3,1,2,2,2,2,2,2,3,1,0,0,1,,,,,,,,,2,4,2,4,3,4,3,2,3,3,1,3,2,4,4,4,3,4,4,3,3,3,3,3,3,3,
136,10,2,1,2,3,4,4,2,2,2,3,2,1,2,2,2,2,3,3,1,0,0,1,,,,,,,,,3,3,3,3,3,2,3,4,4,4,2,3,2,2,2,1,1,3,1,3,3,3,3,3,3,3,
136,11,2,3,4,3,3,3,3,1,1,3,3,2,2,2,2,2,4,3,3,0,0,1,,,,,,,,,3,4,3,3,3,4,3,4,3,4,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,
136,12,2,1,2,2,2,2,2,1,1,3,3,3,2,2,2,2,1,3,2,0,0,1,,,,,,,,,2,2,2,3,2,2,3,2,4,4,1,1,2,1,1,1,1,1,1,3,3,3,3,3,3,3,
137,1,1,1,1,1,2,3,2,1,1,1,3,2,2,2,1,2,4,3,2,0,0,1,,,,,,,,,1,1,1,2,2,2,3,3,3,3,2,3,2,2,2,2,3,2,2,2,2,3,3,3,3,3,
137,2,1,3,2,2,2,3,2,1,1,2,2,4,2,2,2,2,2,3,2,0,0,1,,,,,,,,,2,2,2,2,2,2,2,2,2,3,1,3,2,3,1,1,3,2,3,3,2,3,3,2,3,3,
