"grappe","menage","vague","s20bq01","s20bq03","s20bq04a","s20bq04b","s20bq04c","s20bq04d","s20bq06a","s20bq06b","s20bq07a","s20bq07b","s20bq07c","s20bq08__1","s20bq08__2","s20bq08__3","s20bq08__4","s20bq09","s20bq10","s20bq11","s20bq12__1","s20bq12__2","s20bq12__3","s20bq12a1","s20bq12b1","s20bq12c1","s20bq12d1","s20bq12a2","s20bq12b2","s20bq12c2","s20bq12d2","s20bq13a","s20bq13b2","s20bq13c","s20bq13d","s20bq13e","s20bq13f","s20bq13g","s20bq13h","s20bq13i","s20bq13j","s20bq14a","s20bq14b","s20bq14c","s20bq15a","s20bq15b","s20bq15c","s20bq16","s20bq17a","s20bq17b","s20bq18a","s20bq18b","s20bq18c","s20bq18d","s20bq18e","s20bq18f","s20bq18g","s20bq18g_autre"
338,12,2,1,2,2,3,3,3,1,1,2,3,2,2,2,2,2,3,2,3,0,0,1,,,,,,,,,3,3,3,2,2,2,2,2,3,1,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,
339,1,1,3,3,2,1,4,2,1,1,2,2,3,2,2,2,2,1,3,2,0,0,1,,,,,,,,,2,1,1,2,3,2,2,2,4,3,2,3,2,2,1,1,4,3,3,3,3,3,3,3,3,3,
339,2,1,1,3,1,1,4,1,1,1,1,1,3,2,2,2,2,1,3,1,0,0,1,,,,,,,,,2,1,1,2,4,2,3,2,4,4,2,3,2,2,1,1,3,3,3,3,3,3,3,3,3,3,
339,3,1,4,4,2,2,3,1,1,1,2,2,2,2,2,2,2,3,3,1,0,0,1,,,,,,,,,1,3,3,1,1,2,2,2,4,2,1,4,2,2,1,1,4,4,4,3,3,3,3,2,3,3,
339,4,1,2,3,1,1,4,2,1,1,2,2,3,2,2,1,2,1,2,2,0,0,1,,,,,,,,,2,1,2,3,4,2,2,1,4,3,2,2,2,1,1,1,4,3,3,3,3,3,3,3,3,3,
339,5,1,4,4,1,3,4,2,1,1,2,2,2,2,2,2,2,3,3,1,0,0,1,,,,,,,,,1,3,3,2,1,1,1,2,4,3,1,3,2,1,1,1,4,4,4,3,3,3,2,2,3,3,
339,6,1,4,4,1,1,4,1,1,1,1,1,2,2,2,1,2,1,2,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,3,3,1,4,2,4,1,2,4,4,4,2,2,3,3,3,3,3,
339,7,1,1,4,1,1,4,1,1,1,1,1,2,2,2,1,2,2,2,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,3,2,1,4,2,4,3,3,4,4,4,3,2,3,3,2,3,3,
339,9,1,4,4,2,1,4,1,1,1,1,1,4,2,2,2,2,3,2,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,2,3,1,4,2,4,1,1,4,4,4,1,2,2,3,3,3,3,
339,10,1,4,4,2,2,4,1,1,1,2,2,3,2,2,2,2,3,3,1,0,0,1,,,,,,,,,2,2,3,1,1,1,2,2,4,3,1,4,2,3,1,1,4,4,4,3,3,3,3,3,3,3,
339,11,1,4,4,4,1,4,1,1,1,1,1,2,2,2,1,1,1,2,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,3,2,1,4,2,4,2,2,3,4,4,3,3,3,3,3,3,3,
339,12,1,4,4,1,2,4,1,1,1,2,2,2,2,2,2,2,3,3,1,0,0,1,,,,,,,,,3,3,3,1,2,2,2,2,4,3,1,4,2,3,1,1,4,4,4,2,3,3,2,2,3,3,
339,13,1,2,2,1,1,4,2,1,1,1,2,3,2,2,1,2,1,3,1,0,0,1,,,,,,,,,2,1,2,2,4,3,1,1,4,3,2,3,2,1,1,1,3,3,2,3,3,3,3,3,3,3,
340,1,2,2,2,1,2,3,1,1,1,1,1,2,2,1,1,2,2,3,2,0,0,1,,,,,,,,,2,4,4,4,4,3,2,2,4,3,2,4,2,2,1,2,4,3,3,3,3,3,3,2,3,3,
340,2,2,1,2,2,1,2,3,1,1,2,2,3,1,2,2,2,2,3,3,0,0,1,,,,,,,,,3,3,2,3,3,1,2,2,3,1,2,2,2,1,2,3,3,3,4,3,3,3,3,3,3,3,
340,3,2,1,2,3,2,1,2,1,1,2,3,3,1,2,2,2,3,3,1,0,0,1,,,,,,,,,3,2,3,1,3,3,2,3,3,2,2,2,2,1,1,1,3,3,2,3,3,3,3,3,3,3,
340,4,2,2,2,2,2,3,2,1,1,1,2,2,2,1,1,2,3,3,1,0,0,1,,,,,,,,,2,3,2,3,3,3,1,2,4,3,2,4,2,2,1,2,4,3,3,3,3,3,3,3,3,3,
340,5,2,1,2,2,3,4,3,1,1,3,3,2,1,2,2,2,3,3,3,0,0,1,,,,,,,,,3,3,3,3,3,3,2,2,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,1,3,3,
340,6,2,1,3,2,1,2,2,1,1,2,2,1,1,2,2,2,3,2,1,0,0,1,,,,,,,,,4,2,1,1,3,3,3,2,2,2,2,3,2,3,2,1,3,2,1,3,3,3,3,3,3,3,
340,7,2,1,1,3,3,4,1,1,1,3,3,4,1,2,2,1,1,2,2,0,0,1,,,,,,,,,3,2,1,3,4,3,3,3,4,4,2,2,2,1,1,1,3,1,2,3,3,3,3,3,3,3,
340,8,2,2,3,2,2,3,2,1,1,1,2,2,2,1,1,2,3,3,2,0,0,1,,,,,,,,,2,3,2,3,3,3,1,2,4,3,2,4,2,2,2,2,3,3,3,3,3,3,3,3,3,3,
340,9,2,2,3,1,2,3,2,1,1,1,1,3,2,1,1,2,3,3,2,0,0,1,,,,,,,,,2,3,3,4,4,3,1,2,4,3,2,4,2,2,1,2,4,3,3,3,3,3,3,3,3,3,
340,10,2,1,1,3,4,4,1,1,1,3,2,4,2,1,1,2,1,2,1,0,0,1,,,,,,,,,3,1,1,3,4,4,4,4,4,4,2,1,2,1,1,1,3,1,1,3,3,3,3,3,3,3,
340,11,2,1,2,3,3,4,1,1,1,2,4,4,1,1,1,2,1,1,2,0,0,1,,,,,,,,,3,3,3,2,4,3,3,3,4,4,2,1,2,1,1,1,3,2,1,3,2,3,3,3,3,3,
340,12,2,1,1,4,4,4,1,1,1,3,3,4,1,2,2,2,1,3,2,0,0,1,,,,,,,,,2,1,2,3,4,4,4,3,4,4,2,1,2,1,1,1,3,1,1,3,3,2,2,3,3,3,
341,1,1,3,4,2,2,1,4,1,2,3,3,3,1,2,1,1,3,3,1,0,0,1,,,,,,,,,4,4,4,4,4,4,4,4,4,4,2,4,2,2,4,4,1,4,4,2,3,3,2,3,3,3,
341,2,1,2,3,2,4,4,2,2,2,1,1,3,2,2,2,2,2,3,1,0,0,1,,,,,,,,,2,1,3,4,2,2,2,2,4,4,2,3,1,2,1,1,4,1,1,1,1,1,1,2,1,1,"association des classes d'ages"
341,3,1,4,1,4,4,4,1,2,2,2,1,3,2,2,2,2,2,3,1,0,0,1,,,,,,,,,4,1,1,1,1,1,1,1,4,4,1,4,2,4,1,1,4,4,4,1,1,3,3,3,1,3,
341,4,1,2,1,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,,,,,,,,,2,2,2,2,3,3,3,3,4,4,2,3,2,1,2,1,2,3,3,3,3,3,3,3,3,3,
341,5,1,3,4,4,1,4,2,2,2,1,1,3,2,2,2,2,4,3,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,3,3,2,4,2,4,1,1,4,4,4,3,3,3,3,3,3,3,
341,6,1,4,3,4,1,4,3,1,1,2,2,3,2,2,2,2,4,3,1,0,0,1,,,,,,,,,2,2,2,2,1,1,1,1,4,4,1,4,2,4,1,1,4,4,4,3,3,3,3,3,3,3,
341,7,1,4,4,4,4,4,2,1,1,1,1,4,1,1,1,1,1,1,1,1,0,0,1,"courant groupe","senelect",3000,,,,,4,1,1,1,1,1,1,1,4,1,1,4,2,4,4,4,4,4,4,3,3,3,3,3,3,3,
341,8,1,2,2,4,2,4,2,1,1,2,2,2,2,2,2,2,4,3,1,0,0,1,,,,,,,,,3,3,3,3,3,3,3,3,4,4,1,2,2,3,1,1,3,1,3,3,3,3,3,3,3,3,
341,9,1,3,3,3,3,2,2,2,1,2,1,3,2,2,2,1,2,2,1,1,0,0,3,"police","manque de permis de conduire",15000,,,,,3,1,3,2,2,1,1,4,4,4,2,4,2,2,2,1,4,4,4,1,3,3,2,3,3,3,
341,10,1,4,4,4,4,4,2,2,2,1,1,2,2,2,2,2,1,3,1,0,0,1,,,,,,,,,4,4,4,4,4,4,4,1,4,4,1,4,2,4,1,1,4,4,4,3,3,3,3,3,3,3,
341,11,1,1,3,2,1,2,1,1,1,3,1,4,2,2,2,2,1,3,1,1,0,0,2,"papier","carte d,identite",2000,,,,,3,3,3,4,2,2,2,2,3,3,1,2,1,4,1,1,4,4,2,3,3,3,3,3,3,3,
341,12,1,2,2,1,1,4,2,1,1,2,2,2,2,2,2,2,2,2,2,0,0,1,,,,,,,,,2,2,2,2,2,2,2,2,2,3,2,3,2,2,1,1,2,2,2,3,3,3,3,3,3,3,
342,1,2,4,3,3,2,3,1,1,1,1,1,2,1,2,2,2,3,2,1,0,0,1,,,,,,,,,1,1,3,1,1,1,1,1,1,3,2,3,2,3,1,1,3,3,3,3,3,3,3,3,3,3,
342,3,2,4,2,3,3,4,1,2,2,2,2,1,1,1,1,2,1,1,2,0,0,1,,,,,,,,,3,2,2,2,4,4,4,2,4,4,2,1,2,1,1,1,4,2,1,3,2,3,2,3,3,3,
342,4,2,2,2,1,1,3,1,1,1,1,2,3,2,1,1,2,2,3,2,0,0,1,,,,,,,,,2,3,2,3,4,3,2,2,4,3,2,4,2,2,1,2,4,3,3,3,3,3,3,2,3,3,
342,5,2,1,3,3,3,3,3,1,1,2,2,3,2,2,2,2,3,3,3,0,0,1,,,,,,,,,1,3,3,3,3,3,4,3,3,3,2,3,2,1,3,3,3,3,3,2,3,2,2,2,3,3,
342,6,2,2,2,2,1,3,2,1,1,1,1,2,2,2,2,2,1,3,1,0,0,1,,,,,,,,,2,3,3,3,3,3,2,2,3,2,2,4,2,2,1,2,3,4,4,3,3,3,3,3,3,3,
342,7,2,1,1,3,3,4,1,1,1,3,2,4,2,2,2,2,1,3,2,0,0,1,,,,,,,,,3,1,1,3,4,4,3,2,4,4,2,2,2,1,1,1,2,2,2,3,2,3,3,3,3,3,
342,8,2,1,3,3,3,2,2,1,1,2,3,3,2,2,2,2,3,2,3,0,0,1,,,,,,,,,3,3,4,3,3,3,3,3,3,2,2,3,2,1,1,1,1,1,2,1,1,1,2,3,2,3,
342,9,2,1,1,3,2,3,3,1,1,2,2,3,2,2,2,2,3,2,3,0,0,1,,,,,,,,,3,2,2,4,1,1,1,1,1,2,2,3,2,1,3,1,1,3,3,3,3,3,3,3,3,3,
342,10,2,2,1,3,2,4,1,1,1,2,2,4,1,1,1,2,1,2,4,0,0,1,,,,,,,,,3,3,3,3,4,4,3,3,4,4,2,2,2,2,1,1,2,1,2,3,2,3,3,3,3,3,
342,11,2,3,3,2,1,3,1,1,1,1,2,2,2,2,1,2,2,3,1,0,0,1,,,,,,,,,2,3,2,3,3,2,1,1,3,1,2,4,2,2,1,2,4,4,3,3,2,3,3,3,3,3,
342,12,2,2,4,2,4,4,1,1,1,1,2,4,2,2,2,2,1,1,3,0,0,1,,,,,,,,,4,2,3,2,4,3,3,4,4,4,2,2,2,1,1,1,3,2,1,3,3,3,3,3,3,3,
342,13,2,2,2,2,2,3,2,1,1,1,3,3,1,1,1,2,3,3,3,0,0,1,,,,,,,,,2,3,3,4,4,4,3,3,4,4,2,3,2,2,2,2,4,3,3,3,3,3,3,3,3,3,
343,1,1,4,4,4,4,2,4,1,1,1,1,3,2,2,2,1,1,2,1,0,0,1,,,,,,,,,3,1,1,1,1,1,1,1,4,1,2,4,2,1,1,1,4,4,4,3,3,3,3,3,3,3,
343,2,1,3,3,3,3,2,2,1,1,2,3,4,1,2,1,2,3,2,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,3,3,3,3,3,3,3,3,3,3,
343,3,1,1,2,3,1,4,2,1,1,2,2,3,2,2,2,2,2,3,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,2,3,3,3,2,2,3,2,3,3,3,
343,4,1,3,4,4,4,1,4,2,2,1,1,1,2,2,2,2,1,3,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,3,3,1,3,2,1,1,1,4,4,4,3,1,3,3,3,3,3,
343,6,1,3,3,3,2,3,3,1,1,2,2,3,2,1,1,2,3,2,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,2,2,2,4,2,1,1,1,3,3,3,3,3,3,3,1,3,3,
343,7,1,4,3,1,1,4,1,1,1,1,1,3,2,2,2,2,1,3,1,1,0,0,2,"transport","papier",6000,,,,,1,1,1,1,1,1,1,1,4,4,2,4,2,1,1,1,4,4,4,1,1,3,2,3,1,3,
343,8,1,3,4,3,3,2,3,1,1,1,2,3,2,2,2,2,1,3,1,0,0,1,,,,,,,,,2,1,1,1,1,1,1,1,3,3,2,4,2,1,1,1,4,3,4,3,3,3,3,3,3,3,
343,9,1,3,4,3,4,4,2,1,1,3,3,4,2,2,2,2,1,3,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,4,4,2,3,2,4,1,1,4,4,4,3,3,3,3,3,3,3,
343,10,1,1,1,4,1,4,1,1,1,1,1,2,2,2,2,2,2,3,2,0,0,1,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,3,3,3,2,2,3,3,2,3,3,
343,11,1,3,3,3,3,1,3,1,1,2,3,3,1,2,1,2,1,2,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,3,3,3,3,3,3,3,2,3,3,
343,12,1,1,3,3,1,2,1,2,2,1,2,2,1,1,1,1,2,1,1,0,0,1,,,,,,,,,2,2,2,2,3,2,2,2,3,3,2,2,2,3,1,2,2,2,2,3,2,3,2,3,3,3,
343,13,1,1,3,4,4,1,4,2,2,1,1,1,2,2,2,2,2,2,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,2,2,1,3,2,2,1,1,3,3,3,3,3,3,3,3,2,3,
344,1,2,3,3,1,1,4,1,1,1,2,2,2,2,2,1,2,3,2,1,0,0,1,,,,,,,,,3,3,3,4,4,4,4,4,4,4,2,4,2,4,1,1,4,4,4,3,3,3,3,3,3,3,
344,2,2,1,2,2,2,3,2,2,1,2,2,3,2,2,2,2,3,3,2,0,0,1,,,,,,,,,2,3,3,3,3,3,2,2,3,3,2,2,2,2,2,2,3,3,2,3,3,3,2,2,3,3,
344,3,2,4,3,2,1,4,1,1,2,1,1,2,2,2,2,2,1,2,1,0,0,1,,,,,,,,,1,1,4,4,4,4,4,4,4,4,2,3,2,4,1,1,4,4,4,3,1,3,2,3,3,3,
344,4,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,2,3,0,0,1,,,,,,,,,3,3,3,3,2,3,2,2,4,2,1,2,2,3,2,2,3,2,2,3,3,3,2,2,3,3,
344,5,2,3,2,3,2,3,1,1,1,2,3,3,2,2,2,1,2,2,1,0,0,1,,,,,,,,,2,1,1,1,1,1,1,2,4,3,1,3,2,3,1,1,3,3,3,3,3,3,3,3,3,3,
344,6,2,2,2,3,3,1,3,1,1,3,2,3,2,2,2,1,2,2,2,0,0,1,,,,,,,,,3,4,4,3,3,3,3,2,3,3,1,2,2,3,2,3,3,3,2,2,2,2,2,2,3,3,
344,7,2,4,3,1,1,1,1,1,1,1,2,1,2,2,1,2,2,3,2,0,0,1,,,,,,,,,3,2,2,2,2,2,2,2,4,2,2,4,2,1,1,1,4,4,4,3,3,3,3,3,3,3,
344,8,2,4,3,1,2,4,1,1,1,1,2,4,2,2,1,2,1,3,1,0,0,1,,,,,,,,,3,2,2,2,2,2,2,2,4,4,2,4,2,4,1,1,4,4,4,3,3,3,3,3,3,3,
344,9,2,3,3,1,3,4,3,2,2,1,1,1,2,2,2,2,4,3,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,2,4,2,1,1,1,4,4,4,3,3,3,3,3,3,3,
344,10,2,2,2,2,3,3,2,2,1,2,3,3,2,2,2,2,3,3,3,0,0,1,,,,,,,,,3,3,4,3,3,3,4,2,3,3,2,3,2,3,2,3,3,1,3,3,3,3,3,2,3,3,
344,11,2,3,3,3,2,4,1,1,1,1,1,2,2,2,2,2,4,3,1,1,0,0,1,"etat civil","recupere les extraits de ses enfant a la mairie",1000,,,,,2,1,3,1,1,1,1,1,1,1,2,4,2,1,1,1,4,4,4,3,3,3,2,3,3,3,
344,12,2,2,3,3,3,4,1,1,1,1,1,2,2,2,2,2,3,3,1,0,0,1,,,,,,,,,1,3,2,1,1,1,1,1,1,1,2,1,2,1,1,1,4,4,4,3,3,3,2,3,3,3,
345,1,1,1,4,4,4,1,2,1,1,1,2,3,2,2,2,1,1,3,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,2,2,2,4,2,4,1,1,3,4,4,3,2,3,2,3,3,3,
345,2,1,1,2,3,1,4,1,2,1,1,1,2,2,2,2,2,2,3,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,2,3,3,2,3,2,2,1,1,3,3,3,2,2,2,2,2,2,3,
345,3,1,4,4,4,4,4,2,1,1,2,2,2,1,1,1,2,2,2,1,0,0,1,,,,,,,,,3,1,1,1,1,1,1,2,2,3,1,4,2,1,1,1,2,2,2,3,3,2,2,3,3,3,
345,4,1,2,3,3,3,4,3,1,1,1,2,3,1,2,1,2,3,2,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,2,2,2,4,2,1,1,1,4,3,3,3,3,3,3,2,3,3,
345,5,1,4,4,4,4,1,2,2,1,2,2,2,1,1,1,2,2,2,1,0,0,1,,,,,,,,,1,1,1,1,1,1,2,1,2,2,2,4,2,3,1,1,2,1,3,3,2,3,3,3,3,3,
345,6,1,3,3,3,3,4,3,2,2,3,3,2,1,1,1,2,3,2,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,2,2,2,4,2,1,1,1,3,3,2,3,3,3,2,3,2,3,
345,7,1,1,2,4,1,4,3,2,1,1,3,2,2,2,2,2,2,3,1,0,0,1,,,,,,,,,2,1,1,2,2,1,1,2,3,2,1,3,2,1,1,2,3,3,3,3,3,3,2,2,3,3,
345,8,1,4,4,2,2,4,1,1,1,1,1,1,2,2,2,2,1,2,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,4,1,2,4,2,4,1,1,4,4,4,3,2,2,2,2,3,3,
345,9,1,1,3,3,1,2,1,1,1,1,3,3,2,2,2,2,1,3,1,0,0,1,,,,,,,,,2,1,1,1,1,1,1,1,3,3,2,3,2,2,1,1,3,3,3,2,3,3,3,3,3,3,
345,10,1,4,4,2,2,1,2,1,1,1,1,2,1,1,2,1,1,3,1,0,0,1,,,,,,,,,1,1,1,2,1,1,1,1,4,3,2,4,2,1,1,1,4,4,4,3,3,3,3,3,3,3,
345,11,1,1,3,4,1,4,4,1,1,1,1,2,2,2,2,2,2,3,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,1,3,2,3,2,2,2,2,1,1,2,3,3,3,3,3,2,3,
345,12,1,4,4,4,4,4,4,1,1,4,4,4,2,2,2,2,1,2,2,0,0,1,,,,,,,,,2,1,1,2,3,2,2,2,4,3,1,3,2,3,2,1,4,4,4,3,3,3,3,3,3,3,
346,1,1,1,3,3,3,3,3,1,1,2,2,2,1,1,1,2,3,2,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,3,3,3,3,2,3,3,3,3,3,
346,2,1,1,3,3,3,3,3,1,1,3,3,3,1,1,1,2,2,2,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,3,3,3,3,2,3,3,3,3,3,
346,3,1,3,3,3,3,3,2,1,1,2,2,2,1,1,1,2,3,2,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,2,3,2,3,1,1,3,3,3,3,2,3,2,3,3,3,
346,4,1,3,3,3,3,3,2,1,1,2,2,3,1,1,1,2,3,2,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,3,3,3,3,3,3,3,2,3,3,
346,5,1,4,4,3,4,4,4,1,2,2,1,3,2,2,2,2,2,3,4,0,0,1,,,,,,,,,4,1,1,1,2,1,1,1,4,4,2,4,2,1,1,1,4,4,3,3,3,3,1,3,1,3,
346,6,1,4,4,4,4,1,3,2,2,1,1,1,2,2,2,2,4,3,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,2,4,2,1,1,1,4,4,4,3,3,3,3,3,3,3,
346,7,1,2,4,4,1,4,1,2,1,2,2,2,2,2,2,2,2,3,2,0,0,1,,,,,,,,,2,2,2,2,2,2,2,2,3,3,2,3,2,1,2,1,2,2,2,2,3,3,3,3,3,3,
346,8,1,3,4,3,4,4,4,2,2,1,1,1,2,2,2,2,1,3,1,0,0,1,,,,,,,,,1,1,1,1,3,1,1,1,3,4,2,4,2,1,1,1,3,4,4,3,3,3,3,3,3,3,
346,9,1,4,4,4,4,2,3,1,1,1,1,1,2,2,2,2,1,3,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,2,4,2,1,1,1,4,3,3,3,3,3,3,3,3,3,
346,10,1,2,2,4,1,4,2,1,1,1,1,1,2,2,2,2,2,3,1,0,0,1,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,4,2,2,1,2,3,3,3,2,3,3,3,2,3,3,
346,11,1,1,3,4,4,3,2,2,1,2,2,2,2,2,2,2,2,3,1,0,0,1,,,,,,,,,1,2,2,2,2,1,1,1,3,3,2,3,2,1,2,2,3,3,3,3,3,3,3,3,3,3,
346,12,1,1,3,4,1,4,1,1,1,1,1,3,2,2,2,2,2,3,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,2,3,2,3,1,3,3,3,3,3,2,3,3,3,3,3,
347,1,2,4,2,2,3,4,1,1,1,4,1,1,2,2,2,2,4,3,1,0,0,1,,,,,,,,,1,4,4,4,3,3,3,4,4,4,1,4,2,4,4,4,4,4,4,3,3,3,3,3,3,3,
347,2,2,1,2,2,2,4,2,1,2,2,3,3,2,2,2,2,3,3,2,0,0,1,,,,,,,,,2,3,3,3,3,3,3,2,3,3,2,3,2,3,2,2,3,2,3,3,2,3,2,2,3,3,
347,3,2,1,3,2,2,3,3,1,1,2,2,4,2,2,2,2,3,3,1,0,0,1,,,,,,,,,4,3,2,2,3,3,3,3,4,2,2,3,2,2,2,1,4,4,4,3,2,3,3,3,3,3,
347,4,2,2,3,3,2,1,1,1,1,3,3,3,1,1,1,1,2,2,1,1,0,0,1,"bourse familial","a la poste de touba",5000,,,,,2,1,1,1,1,1,1,1,4,4,2,3,2,2,2,2,3,3,3,2,2,2,2,3,3,3,
347,6,2,1,2,2,3,4,3,1,1,3,3,3,2,2,2,2,2,3,2,0,0,1,,,,,,,,,3,3,2,3,3,3,3,3,3,3,2,3,2,2,2,2,2,2,2,3,2,3,2,1,3,3,
347,7,2,1,2,3,4,3,1,1,1,2,1,4,2,2,1,1,2,2,1,0,0,1,,,,,,,,,4,4,4,4,4,4,4,4,4,4,2,2,1,4,1,1,4,4,4,3,3,3,3,3,3,3,
347,8,2,2,2,2,2,4,2,1,1,2,2,3,2,2,1,2,3,2,2,0,0,1,,,,,,,,,2,3,3,3,3,3,2,2,4,3,2,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,
347,9,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,2,0,0,1,,,,,,,,,3,3,3,3,3,2,3,3,4,3,1,2,2,3,3,2,3,2,2,3,3,3,2,2,3,3,
347,10,2,2,2,2,3,2,3,1,1,2,2,2,2,1,1,2,2,2,2,0,0,1,,,,,,,,,3,2,3,3,3,3,2,3,3,2,2,2,2,2,2,2,3,2,3,3,3,3,2,2,3,3,
347,11,2,2,2,3,2,3,1,1,1,2,3,4,2,2,1,1,2,2,1,0,0,1,,,,,,,,,2,1,1,2,1,1,1,1,3,3,2,3,2,2,2,1,2,2,2,2,2,3,3,3,3,3,
347,12,2,1,2,2,2,4,2,1,2,3,3,4,2,2,2,2,2,3,1,0,0,1,,,,,,,,,1,2,1,1,3,2,2,3,4,4,2,4,2,1,1,1,4,3,3,3,2,3,3,2,3,3,
347,13,2,3,4,4,4,4,1,2,2,1,1,2,2,2,2,2,2,3,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,2,1,1,4,2,1,1,1,4,4,4,3,2,3,3,3,3,3,
348,1,1,2,2,3,3,4,3,1,1,3,3,3,1,2,1,2,3,2,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,2,2,2,4,2,1,1,1,4,3,3,3,3,3,3,2,3,3,
348,2,1,3,3,3,3,1,2,1,1,2,2,3,1,1,1,2,3,2,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,2,2,1,1,4,2,1,1,1,3,3,3,3,2,3,2,3,3,3,
348,3,1,4,4,2,2,1,2,1,1,3,2,3,2,2,2,2,2,3,2,0,0,1,,,,,,,,,1,2,2,2,2,2,1,2,4,2,2,4,2,2,2,1,4,4,4,3,3,3,3,2,3,3,
348,4,1,1,1,4,1,2,2,1,1,2,2,3,2,2,2,2,2,3,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,3,3,2,4,2,1,1,1,2,3,3,2,3,3,3,2,3,3,
348,5,1,2,4,3,4,1,3,1,1,1,1,3,2,2,2,2,1,3,1,0,0,1,,,,,,,,,1,1,2,2,1,1,1,2,3,3,2,3,2,1,1,1,3,3,4,3,3,3,2,3,3,3,
348,6,1,2,3,3,3,2,2,1,1,1,2,3,2,2,2,2,1,3,2,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,4,3,2,4,2,1,1,1,4,4,4,2,3,3,3,3,3,3,
348,7,1,1,2,4,1,4,1,2,2,2,2,3,2,2,2,2,2,3,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,2,3,2,2,1,2,2,3,3,2,2,3,3,2,3,3,
348,8,1,3,4,4,4,4,4,1,1,1,1,4,2,1,2,2,1,2,1,0,0,1,,,,,,,,,1,1,1,1,3,1,1,1,4,2,2,4,2,1,1,3,4,4,4,3,3,3,3,3,3,3,
348,9,1,4,2,3,3,4,2,1,1,3,2,2,1,2,1,2,3,2,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,3,3,2,4,2,1,1,1,3,3,3,3,1,3,2,3,3,3,
348,10,1,3,4,4,4,3,3,1,1,1,1,1,2,2,2,2,1,3,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,2,4,2,4,2,1,4,4,4,3,2,3,3,3,3,3,
348,11,1,1,2,4,1,4,1,2,1,1,2,3,2,2,1,2,1,3,2,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,3,3,1,3,2,1,1,1,3,2,3,3,2,3,3,2,3,3,
348,12,1,1,3,4,1,4,1,2,2,2,2,3,2,2,2,2,1,3,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,2,3,3,3,3,3,3,3,3,3,3,
349,1,2,2,2,2,3,2,2,2,1,2,3,3,2,2,2,2,2,2,3,0,0,1,,,,,,,,,2,4,4,3,4,2,3,3,2,2,2,2,2,2,2,2,3,3,2,3,3,3,3,2,3,3,
349,2,2,4,4,1,3,3,3,2,2,1,1,1,2,2,2,2,3,3,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,3,2,2,4,2,4,1,1,4,4,4,2,2,3,3,3,3,3,
