"grappe","menage","vague","s13q00","s13q01","s13q02","s13q03","s13q04","s13q05","s13q06","s13q07","s13q08","s13q09"
301,7,1,1,2,,2,,2,2,2,2,0
301,9,1,15,2,,2,,2,2,2,2,0
301,10,1,1,1,1,2,,1,2,1,2,1
301,11,1,1,2,,2,,2,1,1,2,1
301,12,1,2,1,2,2,,2,1,2,2,1
301,13,1,1,2,,2,,2,2,1,2,1
301,14,1,1,2,,2,,2,1,2,2,1
302,1,2,2,2,,2,,2,1,2,2,1
302,2,2,1,1,1,1,1,1,1,2,2,1
302,3,2,1,2,,2,,2,1,2,2,1
302,6,2,13,1,2,1,2,2,1,1,2,1
302,7,2,2,2,,2,,2,2,2,2,0
302,9,2,1,1,2,1,2,2,1,1,2,1
302,10,2,1,2,,2,,2,2,2,2,0
302,11,2,11,2,,2,,2,1,2,2,1
302,12,2,3,1,2,2,,2,2,2,2,0
302,13,2,1,2,,2,,1,2,2,2,1
302,14,2,1,2,,1,1,1,2,2,2,1
302,15,2,1,1,1,1,1,2,1,1,2,1
303,2,1,1,2,,1,1,2,2,2,2,1
303,3,1,1,2,,2,,2,2,2,2,0
303,4,1,2,2,,1,2,2,2,1,1,1
303,5,1,1,2,,2,,2,2,2,2,0
303,6,1,1,2,,2,,2,2,2,2,0
303,7,1,1,1,1,1,1,2,1,2,2,1
303,8,1,1,2,,2,,2,2,2,2,0
303,9,1,1,2,,2,,2,2,1,2,1
303,10,1,3,2,,1,2,2,2,1,1,1
303,11,1,3,2,,2,,2,1,1,2,1
303,12,1,1,2,,2,,2,2,2,2,0
303,13,1,1,2,,2,,2,1,2,2,1
304,1,2,2,2,,2,,2,1,1,2,1
304,2,2,2,1,2,2,,1,2,2,2,1
304,4,2,4,2,,2,,2,1,1,2,1
304,5,2,1,2,,1,1,1,1,2,2,1
304,6,2,1,1,1,1,1,1,2,2,2,1
304,7,2,1,1,1,1,1,2,1,1,2,1
304,8,2,1,1,2,2,,2,2,2,2,0
304,9,2,1,2,,2,,2,2,2,2,0
304,10,2,2,2,,2,,2,1,2,2,1
304,11,2,1,1,1,2,,2,2,2,2,1
304,12,2,1,1,2,2,,2,1,2,2,1
304,13,2,1,2,,2,,2,1,2,2,1
305,1,1,1,1,1,2,,2,2,2,2,1
305,2,1,1,2,,2,,2,1,2,2,1
305,3,1,9,2,,2,,2,2,2,2,0
305,4,1,2,2,,2,,2,1,1,2,1
305,5,1,1,2,,2,,2,2,1,2,1
305,6,1,1,2,,2,,2,1,2,2,1
305,7,1,3,2,,2,,2,2,2,2,0
305,8,1,1,1,2,2,,2,1,2,2,1
305,9,1,1,2,,2,,2,2,2,2,0
305,10,1,1,1,2,2,,2,2,2,2,0
305,11,1,1,1,2,2,,2,1,2,2,1
305,12,1,2,2,,2,,2,2,1,2,1
306,1,2,1,1,2,1,1,2,2,2,2,1
306,2,2,1,2,,2,,2,2,2,2,0
306,3,2,2,2,,2,,2,1,2,2,1
306,4,2,1,2,,2,,2,2,2,2,0
306,5,2,2,2,,2,,2,2,2,2,0
306,6,2,1,2,,2,,2,2,2,2,0
306,7,2,1,2,,2,,2,2,2,2,0
306,9,2,1,2,,2,,1,2,2,2,1
306,11,2,1,2,,2,,2,2,2,2,0
306,13,2,2,2,,2,,2,1,2,2,1
306,14,2,2,2,,2,,2,2,2,2,0
306,15,2,1,1,2,2,,1,2,2,2,1
307,1,1,1,2,,2,,2,1,2,2,1
307,2,1,1,1,1,2,,2,2,2,2,1
307,3,1,1,2,,2,,2,2,2,2,0
307,4,1,2,2,,2,,2,1,2,2,1
307,5,1,1,2,,2,,2,1,2,2,1
307,6,1,1,2,,2,,2,1,2,2,1
307,7,1,2,2,,1,2,2,2,2,2,0
307,8,1,1,2,,2,,2,2,2,2,0
307,9,1,6,2,,2,,2,1,2,2,1
307,10,1,1,2,,2,,2,2,2,2,0
307,11,1,1,2,,2,,2,2,2,2,0
307,12,1,1,2,,2,,2,2,1,2,1
308,1,2,2,2,,2,,2,1,1,1,1
308,2,2,1,2,,2,,2,2,2,2,0
308,3,2,2,2,,2,,2,2,2,2,0
308,4,2,1,2,,2,,2,2,2,2,0
308,5,2,1,2,,2,,2,2,2,2,0
308,6,2,1,2,,2,,2,2,2,2,0
308,7,2,4,2,,2,,2,1,2,2,1
308,8,2,2,2,,2,,2,2,2,2,0
308,9,2,2,2,,2,,2,2,2,2,0
308,10,2,1,2,,2,,2,2,2,2,0
308,11,2,1,2,,2,,2,1,1,2,1
308,12,2,1,2,,2,,2,2,2,2,0
309,1,1,1,2,,2,,2,2,2,2,0
309,2,1,1,2,,2,,2,1,2,2,1
309,3,1,10,2,,2,,2,1,2,2,1
309,4,1,2,2,,2,,2,1,2,2,1
309,5,1,1,2,,2,,2,1,2,2,1
309,6,1,13,2,,2,,2,1,2,2,1
309,7,1,1,2,,2,,2,2,2,2,0
309,8,1,1,2,,2,,2,1,2,2,1
309,9,1,1,2,,2,,2,1,2,2,1
309,10,1,1,2,,2,,2,1,2,2,1
309,11,1,1,2,,2,,2,1,2,2,1
309,12,1,20,2,,2,,2,1,2,2,1
310,1,2,1,2,,2,,2,1,1,1,1
310,2,2,2,2,,2,,2,1,2,2,1
310,3,2,1,2,,2,,2,2,2,2,0
310,4,2,1,2,,2,,2,1,1,2,1
310,5,2,1,2,,2,,2,2,2,2,0
310,6,2,2,2,,2,,2,1,2,2,1
310,7,2,1,2,,2,,2,2,2,2,0
310,8,2,1,2,,2,,2,1,2,2,1
310,9,2,1,2,,2,,2,2,2,2,0
310,10,2,4,2,,2,,2,1,2,1,1
310,11,2,2,1,2,1,1,1,1,1,1,1
310,12,2,1,2,,1,2,2,1,1,2,1
311,2,1,6,2,,2,,2,2,2,2,0
311,4,1,1,2,,2,,2,2,2,2,0
311,7,1,2,2,,2,,2,2,2,2,0
311,8,1,1,2,,2,,2,2,2,2,0
311,9,1,3,2,,2,,2,1,1,1,1
311,10,1,2,2,,2,,2,1,1,1,1
311,11,1,1,2,,2,,2,1,1,1,1
311,12,1,2,2,,2,,2,1,1,1,1
311,13,1,3,2,,2,,2,2,2,2,0
311,14,1,5,2,,2,,2,2,2,2,0
311,15,1,2,2,,2,,2,2,2,2,0
311,16,1,2,2,,2,,2,2,2,2,0
312,1,2,1,2,,2,,2,2,2,2,0
312,2,2,1,2,,2,,2,2,2,2,0
312,3,2,1,2,,1,2,2,2,2,2,0
312,4,2,1,2,,2,,2,2,2,2,0
312,5,2,1,2,,2,,1,2,2,2,1
312,6,2,2,2,,2,,2,2,2,2,0
312,7,2,1,2,,2,,2,2,2,2,0
312,9,2,1,2,,2,,1,2,2,2,1
312,10,2,1,1,2,2,,2,1,1,2,1
312,11,2,20,2,,2,,2,2,2,2,0
312,12,2,2,2,,2,,2,1,2,2,1
312,13,2,1,2,,2,,1,2,2,2,1
313,1,1,1,2,,2,,2,2,2,2,0
313,2,1,1,2,,1,1,1,1,1,2,1
313,5,1,1,2,,2,,2,2,2,2,0
313,6,1,2,2,,2,,2,2,2,2,0
313,7,1,2,2,,2,,2,1,2,2,1
313,8,1,1,2,,2,,2,1,1,1,1
313,9,1,1,1,2,2,,2,2,2,1,1
313,11,1,1,2,,2,,2,2,2,2,0
313,12,1,1,2,,2,,2,1,2,2,1
313,13,1,2,2,,2,,2,1,2,2,1
313,14,1,12,1,1,2,,2,2,1,1,1
314,1,2,1,2,,1,1,1,2,2,2,1
314,2,2,1,2,,2,,2,2,2,2,0
314,3,2,2,2,,2,,2,1,2,2,1
314,4,2,1,2,,2,,2,2,2,2,0
314,5,2,1,2,,2,,2,2,2,2,0
314,6,2,2,2,,2,,2,1,2,2,1
314,7,2,2,2,,2,,2,2,2,2,0
314,8,2,1,2,,2,,2,1,1,2,1
314,9,2,1,2,,2,,2,1,2,2,1
314,10,2,14,2,,1,2,2,1,1,2,1
314,11,2,1,2,,2,,2,2,2,2,0
314,12,2,2,2,,2,,2,1,2,2,1
315,2,1,5,2,,2,,2,1,2,2,1
315,3,1,13,1,1,2,,1,1,2,1,1
315,4,1,4,2,,2,,2,1,1,1,1
315,5,1,1,1,1,2,,2,2,2,2,1
315,6,1,3,2,,2,,2,1,1,1,1
315,7,1,1,2,,2,,2,1,1,2,1
315,9,1,1,2,,2,,2,1,2,2,1
315,10,1,12,2,,1,1,1,2,1,1,1
315,11,1,2,1,1,2,,1,1,2,1,1
315,12,1,5,2,,2,,2,2,2,2,0
316,1,2,3,2,,2,,2,2,2,2,0
316,2,2,16,1,1,2,,2,2,2,2,1
316,3,2,1,1,1,2,,2,2,1,2,1
316,4,2,31,1,1,2,,1,2,2,2,1
316,5,2,1,1,1,2,,2,2,2,2,1
316,6,2,1,1,1,2,,2,2,2,2,1
316,7,2,1,2,,2,,2,1,2,2,1
316,8,2,4,2,,2,,2,1,2,2,1
316,9,2,26,1,1,2,,2,2,2,2,1
316,10,2,2,1,2,2,,2,2,2,2,0
316,12,2,2,2,,2,,2,1,1,2,1
316,13,2,1,1,1,2,,2,2,2,2,1
317,1,1,5,2,,2,,2,1,2,2,1
317,2,1,1,2,,2,,2,2,2,2,0
317,3,1,8,2,,2,,2,1,1,1,1
317,4,1,1,2,,2,,2,2,2,2,0
317,5,1,1,2,,2,,2,2,2,2,0
317,6,1,3,2,,2,,2,2,2,2,0
317,7,1,17,2,,2,,2,2,2,2,0
317,8,1,2,2,,2,,2,1,1,2,1
317,9,1,24,2,,2,,2,1,1,1,1
317,10,1,6,1,1,2,,2,1,1,1,1
317,11,1,2,1,1,2,,1,2,1,1,1
317,12,1,2,2,,2,,2,2,2,2,0
318,1,2,1,2,,2,,2,1,2,2,1
318,2,2,1,2,,2,,2,1,2,2,1
318,3,2,1,2,,2,,2,1,2,2,1
318,4,2,6,2,,2,,2,2,1,2,1
318,5,2,1,2,,2,,2,1,2,2,1
318,6,2,1,2,,1,1,2,1,2,2,1
318,7,2,2,2,,2,,2,1,2,2,1
318,8,2,1,2,,2,,2,1,2,2,1
318,9,2,2,2,,2,,2,1,1,2,1
318,10,2,4,2,,2,,2,1,2,2,1
318,11,2,1,2,,2,,2,1,2,2,1
318,13,2,1,1,1,2,,2,2,2,2,1
319,1,1,,,,,,,2,2,2,0
319,2,1,6,2,,2,,2,1,2,2,1
319,3,1,2,2,,2,,2,2,2,2,0
319,4,1,2,2,,2,,2,2,2,2,0
319,5,1,1,2,,2,,2,1,1,2,1
319,7,1,2,2,,2,,2,2,2,2,0
319,8,1,3,2,,2,,2,1,2,2,1
319,9,1,1,2,,1,1,2,1,2,2,1
319,10,1,3,2,,2,,2,1,2,2,1
319,11,1,2,2,,2,,2,2,2,2,0
320,1,2,2,2,,2,,2,1,2,2,1
320,2,2,1,2,,2,,2,1,2,2,1
320,3,2,1,2,,2,,2,1,2,2,1
320,4,2,1,2,,2,,2,1,2,2,1
320,5,2,2,2,,2,,2,2,2,2,0
320,6,2,1,2,,2,,2,1,2,2,1
320,7,2,6,2,,2,,2,2,2,2,0
320,8,2,1,2,,2,,2,1,2,2,1
320,9,2,1,2,,2,,2,1,2,2,1
320,10,2,1,2,,2,,2,2,2,2,0
320,11,2,9,2,,2,,2,2,2,2,0
320,12,2,16,2,,2,,2,1,2,2,1
321,1,1,1,2,,2,,2,1,2,1,1
321,4,1,2,2,,2,,2,2,2,2,0
321,5,1,2,2,,2,,2,1,1,1,1
321,6,1,1,2,,2,,2,1,2,2,1
321,7,1,2,2,,2,,2,1,2,2,1
321,8,1,8,2,,1,2,2,1,1,1,1
321,9,1,1,1,1,2,,1,1,1,2,1
321,10,1,1,2,,2,,2,1,2,2,1
321,11,1,2,2,,2,,2,1,2,1,1
321,12,1,3,2,,1,2,2,1,1,1,1
322,1,2,11,1,2,2,,1,2,2,2,1
322,2,2,2,2,,2,,2,2,2,2,0
322,3,2,1,1,2,2,,2,1,1,2,1
322,4,2,1,1,2,2,,1,2,2,2,1
322,6,2,2,2,,2,,2,2,1,2,1
322,7,2,1,1,2,2,,2,1,1,2,1
322,8,2,1,2,,2,,2,2,2,2,0
322,9,2,20,2,,1,1,1,1,1,2,1
322,10,2,1,2,,2,,2,2,2,2,0
322,11,2,2,2,,2,,2,2,2,2,0
322,12,2,6,2,,2,,2,2,2,2,0
322,13,2,1,2,,2,,2,2,2,2,0
323,1,1,2,2,,2,,2,2,2,2,0
323,2,1,7,1,1,2,,2,2,2,2,1
323,3,1,1,2,,2,,2,2,2,2,0
323,4,1,1,2,,2,,2,2,2,2,0
323,5,1,2,2,,2,,2,1,2,2,1
323,6,1,1,2,,2,,2,2,2,2,0
323,8,1,4,2,,1,1,1,2,1,2,1
323,9,1,2,2,,2,,2,1,1,1,1
323,10,1,1,2,,2,,2,2,2,2,0
323,11,1,7,1,1,2,,2,2,2,2,1
323,12,1,1,2,,2,,2,1,2,1,1
323,13,1,2,2,,2,,2,1,2,2,1
324,1,2,1,2,,2,,2,1,2,2,1
324,2,2,2,2,,2,,1,2,2,2,1
324,3,2,1,2,,2,,2,2,2,2,0
324,5,2,3,1,1,2,,2,2,2,2,1
324,10,2,1,1,1,2,,2,2,2,2,1
324,11,2,2,2,,2,,2,1,2,2,1
324,13,2,1,1,1,2,,2,2,1,2,1
324,14,2,1,2,,2,,2,2,2,2,0
324,15,2,1,1,1,2,,2,1,2,2,1
324,16,2,1,2,,2,,2,2,2,2,0
324,17,2,2,2,,2,,2,1,2,2,1
324,18,2,1,2,,2,,2,2,2,2,0
325,2,1,6,2,,2,,1,2,2,2,1
325,3,1,1,2,,2,,2,1,1,1,1
325,5,1,1,2,,2,,2,1,2,2,1
325,6,1,1,2,,2,,2,1,2,1,1
325,7,1,2,2,,2,,1,2,2,2,1
325,8,1,2,2,,2,,2,2,2,2,0
325,9,1,1,2,,2,,2,2,1,1,1
325,10,1,18,2,,2,,1,2,2,2,1
325,11,1,1,2,,2,,2,1,2,2,1
325,12,1,1,2,,2,,2,1,2,2,1
325,13,1,1,1,1,2,,1,2,2,2,1
325,14,1,1,1,1,2,,1,2,2,2,1
326,1,2,1,2,,2,,2,2,2,2,0
326,2,2,1,2,,2,,2,2,2,2,0
326,3,2,1,2,,1,2,2,2,2,2,0
326,4,2,2,1,1,1,1,1,1,2,1,1
326,5,2,1,2,,2,,2,2,2,2,0
326,6,2,1,2,,2,,2,2,2,2,0
326,10,2,8,2,,2,,2,1,2,2,1
326,12,2,1,2,,2,,2,2,2,2,0
326,13,2,2,1,1,1,1,1,1,1,2,1
326,14,2,2,1,1,2,,2,1,2,2,1
326,15,2,2,2,,2,,2,2,2,2,0
326,16,2,5,1,2,2,,2,2,2,2,0
327,1,1,1,2,,2,,2,2,2,2,0
327,2,1,1,1,1,2,,2,2,2,2,1
327,6,1,1,2,,2,,2,2,2,2,0
327,7,1,2,2,,2,,2,2,2,2,0
327,8,1,1,2,,2,,2,2,2,2,0
327,9,1,1,1,2,2,,1,2,2,2,1
327,10,1,3,2,,2,,1,1,1,2,1
327,13,1,1,2,,2,,2,2,2,2,0
327,15,1,1,2,,2,,2,2,2,2,0
327,16,1,,,,,,,,,,0
328,3,2,1,2,,2,,2,2,2,2,0
328,4,2,1,2,,2,,2,1,2,2,1
328,5,2,2,2,,2,,2,2,2,2,0
328,6,2,1,2,,2,,2,2,2,2,0
328,7,2,2,1,2,2,,2,2,1,2,1
328,8,2,1,2,,2,,1,2,2,2,1
328,9,2,2,2,,2,,2,2,2,2,0
328,10,2,1,2,,2,,2,2,2,2,0
328,11,2,1,2,,2,,2,2,2,2,0
328,12,2,1,2,,2,,2,2,2,2,0
328,13,2,2,2,,2,,2,2,2,2,0
328,14,2,2,2,,2,,2,2,2,2,0
329,1,1,1,2,,2,,2,1,2,2,1
329,3,1,1,2,,2,,2,2,2,2,0
329,4,1,1,2,,2,,2,1,2,2,1
329,5,1,2,2,,2,,2,1,2,2,1
329,6,1,2,2,,2,,1,2,2,2,1
329,7,1,1,2,,2,,1,1,2,2,1
329,8,1,3,2,,2,,2,2,2,2,0
329,9,1,13,2,,2,,1,2,2,2,1
329,10,1,1,2,,2,,1,1,2,2,1
329,11,1,1,2,,2,,2,2,2,2,0
329,12,1,3,2,,2,,2,1,1,1,1
329,13,1,1,2,,2,,2,1,2,2,1
330,1,2,1,2,,2,,2,2,1,2,1
330,4,2,10,1,1,1,1,2,2,2,2,1
330,6,2,1,2,,2,,2,2,2,2,0
330,7,2,1,2,,2,,2,2,2,2,0
330,8,2,1,2,,2,,2,2,2,2,0
330,10,2,2,2,,2,,2,2,2,2,0
330,11,2,1,2,,2,,1,2,2,2,1
330,12,2,1,2,,2,,1,2,2,2,1
330,13,2,2,2,,2,,2,2,2,2,0
330,14,2,1,2,,2,,1,2,2,2,1
330,15,2,1,2,,2,,2,2,2,2,0
330,16,2,1,2,,2,,2,1,2,2,1
331,1,1,15,2,,2,,2,1,1,1,1
331,2,1,1,1,1,2,,1,2,2,2,1
331,3,1,3,1,2,2,,2,1,1,2,1
331,4,1,1,2,,2,,1,2,2,2,1
331,5,1,2,1,1,2,,1,2,2,2,1
331,6,1,1,2,,2,,2,1,1,1,1
331,8,1,2,2,,2,,2,2,2,2,0
331,11,1,1,2,,2,,2,1,2,2,1
331,12,1,1,2,,2,,2,1,2,2,1
331,13,1,2,2,,2,,2,1,1,1,1
331,14,1,1,2,,2,,2,1,1,2,1
331,15,1,1,2,,2,,2,2,1,2,1
332,2,2,1,2,,2,,2,2,2,2,0
332,3,2,1,2,,2,,2,2,2,2,0
332,4,2,1,2,,2,,2,1,2,2,1
332,6,2,1,2,,2,,2,2,2,2,0
332,7,2,11,2,,2,,2,2,1,2,1
332,8,2,1,2,,2,,2,1,2,2,1
332,9,2,1,2,,2,,2,2,2,2,0
332,12,2,1,2,,2,,2,1,2,2,1
332,13,2,2,2,,2,,2,2,2,2,0
332,14,2,1,2,,2,,2,1,2,2,1
332,15,2,1,1,1,1,2,2,1,2,2,1
332,16,2,2,2,,2,,2,1,2,2,1
333,1,1,1,2,,2,,2,1,2,2,1
333,2,1,7,1,1,2,,2,1,2,1,1
333,3,1,1,2,,2,,2,2,2,2,0
333,5,1,4,2,,2,,2,1,1,2,1
333,6,1,1,2,,2,,2,2,2,1,1
333,7,1,1,2,,2,,2,2,2,2,0
333,13,1,2,2,,2,,2,2,2,2,0
333,14,1,2,2,,2,,2,2,2,2,0
333,15,1,1,2,,2,,1,2,2,2,1
333,16,1,2,2,,2,,2,2,2,2,0
333,17,1,2,1,1,2,,1,1,2,2,1
333,18,1,1,2,,2,,2,2,2,2,0
334,1,2,1,2,,2,,2,1,2,2,1
334,2,2,1,2,,2,,2,2,2,2,0
334,3,2,1,2,,2,,2,1,2,2,1
334,4,2,1,2,,2,,2,1,2,2,1
334,5,2,1,2,,2,,2,1,2,2,1
334,6,2,1,2,,2,,2,1,2,2,1
334,7,2,1,2,,2,,2,2,2,2,0
334,8,2,1,2,,2,,2,1,2,2,1
334,10,2,1,2,,2,,2,2,2,2,0
334,12,2,3,1,1,2,,2,2,2,2,1
334,13,2,4,2,,2,,2,2,2,2,0
334,14,2,1,1,1,2,,2,2,2,2,1
335,1,1,1,2,,2,,2,2,2,2,0
335,2,1,1,2,,2,,2,2,2,2,0
335,3,1,1,1,2,1,2,1,1,1,1,1
335,4,1,13,1,1,2,,2,1,2,2,1
335,5,1,1,2,,2,,2,2,2,2,0
335,6,1,7,1,1,2,,2,1,2,2,1
335,7,1,1,2,,2,,1,1,2,2,1
335,8,1,3,1,1,1,1,1,1,2,2,1
335,9,1,15,1,1,2,,1,1,2,1,1
335,10,1,2,2,,2,,2,2,2,2,0
335,11,1,17,1,2,2,,2,1,2,2,1
335,12,1,1,2,,2,,2,2,2,2,0
336,2,2,1,2,,2,,2,2,2,2,0
336,3,2,1,2,,2,,2,2,2,2,0
336,4,2,1,2,,2,,2,2,2,2,0
336,6,2,1,2,,2,,2,2,2,2,0
336,7,2,1,2,,2,,2,2,2,2,0
336,8,2,1,2,,2,,2,2,2,2,0
336,9,2,1,2,,2,,2,2,2,2,0
336,11,2,1,2,,2,,2,2,2,2,0
336,12,2,1,2,,2,,2,2,2,2,0
336,13,2,1,2,,2,,2,2,2,2,0
336,14,2,1,2,,2,,2,2,2,2,0
336,15,2,1,2,,2,,2,2,2,2,0
337,1,1,22,2,,2,,2,1,2,2,1
337,2,1,1,2,,2,,2,1,2,2,1
337,3,1,1,2,,1,1,1,1,1,1,1
337,4,1,3,2,,2,,2,2,2,2,0
337,5,1,1,2,,2,,2,1,2,1,1
337,7,1,1,2,,2,,2,2,2,2,0
337,8,1,1,2,,2,,2,2,2,2,0
337,9,1,1,1,2,1,2,2,2,2,2,0
337,10,1,1,2,,2,,2,1,1,1,1
337,11,1,1,2,,2,,2,1,1,1,1
337,12,1,7,2,,2,,2,1,2,2,1
337,13,1,1,2,,2,,2,2,2,2,0
338,1,2,2,2,,2,,2,2,2,2,0
338,2,2,1,2,,2,,2,1,2,2,1
338,3,2,1,2,,2,,2,2,2,2,0
338,4,2,1,2,,2,,2,1,2,2,1
338,5,2,1,2,,2,,2,1,2,2,1
338,6,2,3,1,1,1,1,2,1,2,2,1
338,7,2,1,2,,2,,2,2,2,2,0
338,8,2,1,2,,2,,2,2,2,2,0
338,9,2,14,1,1,1,2,1,1,2,2,1
338,10,2,1,2,,2,,2,1,2,2,1
338,11,2,2,2,,2,,2,1,2,2,1
338,12,2,1,2,,2,,2,1,2,2,1
339,1,1,1,2,,2,,2,2,2,2,0
339,2,1,1,2,,2,,1,2,2,2,1
339,3,1,1,2,,2,,2,1,2,1,1
339,4,1,1,2,,2,,2,2,2,2,0
339,5,1,1,2,,2,,2,2,2,2,0
339,6,1,1,1,2,2,,2,1,2,2,1
339,7,1,1,2,,2,,2,2,2,2,0
339,9,1,1,2,,2,,2,1,2,1,1
339,10,1,1,1,1,2,,2,1,1,1,1
339,11,1,1,2,,2,,2,2,2,2,0
339,12,1,1,2,,2,,1,1,2,2,1
339,13,1,8,2,,2,,2,2,2,2,0
340,1,2,5,2,,2,,1,1,2,2,1
340,2,2,2,2,,2,,2,1,2,2,1
340,3,2,1,2,,2,,2,2,2,2,0
340,4,2,3,2,,1,2,2,2,2,2,0
340,5,2,1,2,,2,,2,1,2,2,1
340,6,2,2,2,,2,,2,2,2,2,0
340,7,2,1,1,1,2,,2,1,2,2,1
340,8,2,16,2,,2,,2,1,2,1,1
340,9,2,2,1,2,2,,1,1,2,2,1
340,10,2,1,2,,2,,2,2,2,2,0
340,11,2,1,2,,2,,2,1,2,2,1
340,12,2,1,2,,1,2,2,2,2,2,0
341,1,1,19,2,,2,,2,2,2,2,0
341,2,1,1,2,,2,,2,1,2,2,1
341,3,1,1,2,,2,,2,2,2,2,0
341,4,1,1,1,1,2,,2,2,2,2,1
341,5,1,1,2,,2,,2,2,2,2,0
341,6,1,2,2,,2,,2,2,2,2,0
341,7,1,1,2,,2,,2,2,2,2,0
341,8,1,2,2,,1,2,2,2,2,2,0
341,9,1,9,2,,2,,2,1,2,2,1
341,10,1,1,2,,2,,2,1,1,2,1
341,11,1,19,2,,2,,2,1,2,2,1
341,12,1,1,2,,2,,2,2,2,2,0
342,1,2,1,2,,2,,2,1,2,2,1
342,3,2,1,2,,2,,2,2,2,2,0
342,4,2,1,2,,2,,2,2,2,2,0
342,5,2,1,2,,2,,2,1,2,2,1
342,6,2,8,2,,2,,2,2,2,2,0
342,7,2,2,2,,2,,2,2,2,2,0
342,8,2,2,2,,2,,2,2,2,2,0
342,9,2,1,2,,2,,2,2,2,2,0
342,10,2,1,2,,2,,2,2,2,2,0
342,11,2,1,2,,2,,2,2,2,2,0
342,12,2,1,2,,2,,2,2,2,2,0
342,13,2,1,2,,2,,2,2,2,2,0
343,1,1,1,1,2,2,,1,2,2,2,1
343,2,1,1,2,,2,,2,1,2,2,1
343,3,1,1,1,1,2,,1,2,2,2,1
343,4,1,19,1,1,2,,2,2,2,1,1
343,6,1,12,1,1,2,,1,2,2,2,1
343,7,1,1,1,2,1,1,2,2,2,2,1
343,8,1,9,1,2,2,,1,1,2,2,1
343,9,1,2,2,,2,,1,2,2,2,1
343,10,1,3,1,1,2,,1,1,1,1,1
343,11,1,5,2,,2,,2,1,2,2,1
343,12,1,2,2,,1,1,1,2,1,2,1
343,13,1,1,2,,1,2,1,1,2,1,1
344,1,2,2,2,,2,,2,1,2,1,1
344,2,2,2,2,,1,1,2,1,2,2,1
344,3,2,2,2,,2,,2,2,2,2,0
344,4,2,1,2,,2,,2,2,2,2,0
344,5,2,1,1,1,2,,2,2,2,2,1
344,6,2,7,2,,2,,2,2,2,2,0
344,7,2,2,2,,2,,2,2,2,2,0
344,8,2,1,2,,2,,2,2,2,2,0
344,9,2,1,1,2,2,,2,2,2,2,0
344,10,2,1,2,,2,,2,2,2,2,0
344,11,2,2,2,,2,,2,2,2,2,0
344,12,2,3,2,,2,,2,2,2,2,0
345,1,1,12,2,,2,,2,2,2,2,0
345,2,1,2,1,1,1,1,1,2,2,2,1
345,3,1,1,2,,2,,2,2,2,2,0
345,4,1,14,2,,2,,2,1,2,2,1
345,5,1,8,2,,2,,2,1,1,2,1
345,6,1,1,2,,2,,2,2,2,2,0
345,7,1,7,1,1,2,,1,1,2,2,1
345,8,1,10,2,,2,,2,1,2,1,1
345,9,1,1,2,,2,,2,1,1,1,1
345,10,1,1,2,,2,,2,1,2,2,1
345,11,1,1,2,,2,,2,2,1,1,1
345,12,1,1,1,1,2,,1,1,2,2,1
346,1,1,11,2,,2,,1,2,2,2,1
346,2,1,1,2,,2,,1,2,2,2,1
346,3,1,4,2,,2,,2,2,2,2,0
346,4,1,14,2,,2,,2,1,2,2,1
346,5,1,1,2,,2,,2,2,2,2,0
346,6,1,1,2,,1,2,1,2,2,2,1
346,7,1,11,2,,2,,2,1,1,1,1
346,8,1,1,2,,2,,2,1,2,2,1
346,9,1,1,2,,2,,2,1,2,2,1
346,10,1,7,1,1,2,,1,2,2,2,1
346,11,1,1,2,,2,,2,1,2,2,1
346,12,1,7,1,1,2,,1,2,2,2,1
347,1,2,4,1,2,2,,2,1,2,2,1
347,2,2,1,2,,2,,2,2,2,2,0
347,3,2,7,2,,1,1,1,2,1,1,1
347,4,2,1,2,,2,,2,1,2,2,1
347,6,2,1,2,,1,1,1,1,2,2,1
347,7,2,1,2,,2,,1,1,2,1,1
347,8,2,6,2,,2,,2,2,2,2,0
347,9,2,4,2,,1,2,2,2,2,2,0
347,10,2,1,2,,2,,2,2,2,2,0
347,11,2,7,2,,2,,2,2,1,2,1
347,12,2,1,2,,2,,2,2,1,1,1
347,13,2,2,1,2,2,,2,2,1,1,1
348,1,1,2,2,,2,,2,1,2,2,1
348,2,1,1,2,,2,,2,2,2,2,0
348,3,1,2,2,,2,,2,1,2,2,1
348,4,1,1,2,,2,,2,1,2,2,1
348,5,1,2,2,,2,,2,1,2,2,1
348,6,1,8,2,,2,,2,2,2,2,0
348,7,1,2,2,,2,,2,1,2,1,1
348,8,1,1,2,,2,,2,1,2,2,1
348,9,1,2,2,,2,,2,2,2,2,0
348,10,1,12,2,,2,,2,2,2,2,0
348,11,1,3,2,,2,,2,1,1,1,1
348,12,1,1,2,,2,,2,1,1,1,1
349,1,2,1,2,,2,,2,2,2,2,0
349,2,2,4,2,,2,,2,2,2,2,0
349,3,2,1,2,,2,,2,2,2,2,0
349,5,2,1,2,,2,,2,1,2,2,1
349,6,2,8,1,1,1,1,1,1,1,1,1
349,7,2,8,2,,2,,2,1,2,2,1
349,8,2,2,1,1,1,1,2,1,2,2,1
349,9,2,1,2,,2,,2,1,1,1,1
349,10,2,2,1,2,2,,1,1,2,1,1
349,11,2,2,2,,2,,2,2,2,1,1
349,12,2,1,2,,2,,2,2,2,2,0
349,13,2,7,2,,2,,2,1,2,2,1
