"grappe","menage","vague","s13q00","s13q01","s13q02","s13q03","s13q04","s13q05","s13q06","s13q07","s13q08","s13q09"
204,5,1,1,2,,2,,2,2,2,2,0
204,6,1,2,2,,1,1,2,2,2,2,1
204,7,1,1,1,2,2,,2,1,2,2,1
204,9,1,1,1,1,2,,2,1,2,2,1
204,10,1,3,2,,1,2,1,1,2,2,1
204,11,1,1,2,,2,,2,1,2,2,1
204,13,1,2,2,,2,,2,2,2,2,0
204,14,1,5,1,1,1,1,2,2,1,2,1
204,15,1,1,1,1,2,,1,2,2,2,1
204,16,1,1,1,1,2,,2,2,2,2,1
205,1,2,1,2,,2,,2,1,2,2,1
205,2,2,1,1,2,2,,2,1,2,2,1
205,3,2,1,1,2,2,,2,1,1,1,1
205,4,2,1,2,,2,,2,2,2,2,0
205,5,2,2,2,,2,,2,1,2,2,1
205,6,2,2,1,2,2,,2,2,2,2,0
205,7,2,1,2,,2,,2,2,2,2,0
205,8,2,1,2,,1,2,2,2,2,2,0
205,9,2,2,1,1,2,,2,2,2,2,1
205,10,2,1,2,,2,,2,2,2,2,0
205,11,2,1,2,,2,,2,2,1,2,1
205,13,2,1,1,2,2,,2,1,2,2,1
206,1,1,2,1,2,2,,1,2,2,2,1
206,2,1,1,2,,1,1,2,2,2,2,1
206,3,1,1,2,,2,,2,2,2,2,0
206,4,1,1,2,,2,,2,2,2,2,0
206,6,1,1,2,,2,,2,2,1,2,1
206,7,1,1,1,1,2,,2,2,2,2,1
206,9,1,2,2,,2,,2,2,2,2,0
206,10,1,1,2,,2,,2,2,2,2,0
206,11,1,4,1,1,2,,2,2,2,2,1
206,12,1,1,2,,2,,2,2,2,2,0
206,13,1,1,2,,1,2,2,2,2,2,0
206,14,1,3,1,1,2,,2,2,2,2,1
207,1,2,6,2,,2,,2,2,2,2,0
207,4,2,3,2,,2,,2,1,2,2,1
207,5,2,1,2,,2,,2,2,2,2,0
207,6,2,1,2,,2,,2,2,2,2,0
207,7,2,2,1,2,2,,2,1,2,2,1
207,8,2,2,2,,2,,2,2,2,2,0
207,9,2,2,2,,2,,2,2,2,2,0
207,10,2,1,2,,1,2,2,2,2,1,1
207,11,2,1,2,,2,,2,1,1,2,1
207,12,2,1,2,,2,,2,2,2,2,0
207,13,2,1,1,2,2,,2,2,2,2,0
207,14,2,1,2,,2,,2,2,2,2,0
208,1,1,1,2,,2,,2,2,2,2,0
208,2,1,1,2,,2,,2,1,2,2,1
208,3,1,1,1,1,1,1,2,1,2,2,1
208,4,1,3,1,1,2,,2,2,2,2,1
208,5,1,1,1,1,2,,2,2,2,2,1
208,6,1,2,2,,2,,2,2,2,2,0
208,7,1,2,2,,2,,2,2,2,2,0
208,8,1,1,1,1,2,,2,1,2,1,1
208,9,1,6,2,,2,,2,1,2,2,1
208,10,1,1,2,,2,,2,1,1,2,1
208,11,1,1,2,,2,,2,2,2,2,0
208,12,1,3,1,1,2,,2,2,2,2,1
209,1,2,6,1,1,2,,2,2,2,2,1
209,2,2,1,2,,2,,2,2,2,2,0
209,3,2,1,2,,2,,2,1,1,2,1
209,4,2,2,2,,2,,2,2,2,2,0
209,5,2,1,2,,2,,2,1,2,2,1
209,6,2,1,2,,2,,2,1,2,2,1
209,7,2,2,1,1,2,,2,2,2,2,1
209,8,2,12,1,1,1,1,2,2,2,2,1
209,9,2,2,1,1,2,,2,1,2,2,1
209,10,2,1,1,1,2,,2,2,2,2,1
209,11,2,7,2,,2,,2,2,2,2,0
209,12,2,6,1,2,1,2,2,2,2,1,1
210,1,1,1,1,2,2,,2,2,2,2,0
210,2,1,1,2,,2,,2,1,2,2,1
210,3,1,1,2,,1,2,2,1,2,2,1
210,4,1,3,2,,2,,2,2,2,1,1
210,5,1,3,2,,2,,2,2,2,2,0
210,6,1,3,2,,2,,2,2,2,1,1
210,7,1,2,1,1,2,,1,2,2,2,1
210,8,1,2,2,,2,,2,2,2,2,0
210,9,1,2,2,,2,,2,2,1,1,1
210,11,1,1,2,,2,,2,2,2,2,0
210,12,1,2,2,,2,,2,2,2,2,0
210,13,1,8,2,,2,,2,2,2,2,0
211,1,2,1,2,,2,,2,2,2,2,0
211,2,2,11,1,1,2,,2,1,2,2,1
211,3,2,1,1,1,2,,2,2,2,2,1
211,4,2,1,2,,2,,2,1,2,2,1
211,5,2,1,2,,2,,2,2,2,2,0
211,6,2,1,2,,2,,2,1,2,2,1
211,7,2,1,1,1,1,2,2,1,2,2,1
211,8,2,2,2,,2,,2,1,2,2,1
211,9,2,2,1,2,1,2,2,1,1,1,1
211,10,2,1,1,2,2,,2,2,2,2,0
211,11,2,1,1,2,1,1,2,2,1,2,1
211,12,2,2,2,,2,,2,2,1,2,1
212,1,2,1,1,1,2,,1,1,2,2,1
212,2,2,2,2,,1,2,2,2,2,2,0
212,4,2,1,2,,2,,2,1,2,2,1
212,5,2,2,2,,2,,2,2,1,2,1
212,6,2,2,2,,2,,2,1,2,2,1
212,7,2,1,1,2,2,,2,2,2,2,0
212,8,2,2,2,,2,,2,2,2,2,0
212,9,2,1,2,,2,,2,2,2,2,0
212,10,2,2,2,,1,1,2,1,2,2,1
212,11,2,1,1,2,2,,2,2,2,2,0
212,12,2,1,2,,2,,2,2,2,2,0
212,13,2,2,2,,2,,2,1,2,2,1
213,1,1,1,1,1,2,,1,1,1,1,1
213,2,1,8,2,,2,,1,1,2,2,1
213,3,1,6,2,,2,,2,2,2,2,0
213,4,1,1,2,,2,,2,2,2,2,0
213,5,1,1,1,2,2,,1,2,2,2,1
213,6,1,13,1,2,2,,2,2,2,1,1
213,7,1,5,1,2,1,1,1,2,2,2,1
213,8,1,1,2,,2,,2,1,2,2,1
213,9,1,1,2,,2,,2,2,2,2,0
213,10,1,1,2,,2,,2,2,2,2,0
213,11,1,1,2,,2,,2,1,2,2,1
213,12,1,1,2,,2,,2,2,2,2,0
214,1,2,1,1,2,2,,2,2,2,2,0
214,2,2,1,2,,2,,2,2,2,2,0
214,3,2,12,1,2,2,,2,1,2,2,1
214,4,2,1,1,1,2,,2,1,2,2,1
214,5,2,5,2,,2,,2,1,2,2,1
214,6,2,9,2,,2,,2,1,2,2,1
214,7,2,1,2,,2,,2,1,2,2,1
214,8,2,3,1,2,2,,2,1,2,2,1
214,10,2,8,2,,2,,1,2,2,2,1
214,11,2,3,1,1,2,,2,1,2,2,1
214,13,2,1,2,,2,,2,1,2,2,1
215,1,1,4,1,1,1,1,1,1,2,2,1
215,2,1,2,1,2,2,,2,2,2,2,0
215,3,1,1,2,,2,,2,2,2,2,0
215,4,1,1,2,,2,,2,2,2,2,0
215,5,1,1,2,,2,,2,2,2,2,0
215,6,1,1,2,,2,,2,2,2,2,0
215,8,1,2,1,1,1,1,1,1,1,1,1
215,9,1,2,2,,2,,2,2,2,2,0
215,10,1,1,1,1,2,,2,2,2,2,1
215,11,1,4,2,,2,,2,2,2,2,0
215,12,1,6,1,1,2,,2,2,2,2,1
215,13,1,1,1,1,2,,2,2,2,2,1
216,1,2,17,1,1,1,2,2,2,2,2,1
216,2,2,1,2,,2,,2,2,2,2,0
216,3,2,1,1,1,1,2,2,2,2,2,1
216,5,2,1,1,1,2,,1,1,2,2,1
216,6,2,1,2,,2,,2,2,2,2,0
216,7,2,1,1,1,1,1,2,2,2,2,1
216,8,2,1,1,2,2,,2,2,2,2,0
216,9,2,1,1,1,1,2,2,2,2,2,1
216,10,2,1,1,2,1,2,2,2,2,2,0
216,11,2,1,2,,2,,2,1,1,2,1
216,12,2,3,1,1,1,2,2,2,2,2,1
216,13,2,1,1,1,2,,1,2,2,2,1
217,1,1,1,2,,2,,2,2,2,2,0
217,3,1,1,2,,2,,2,2,2,2,0
217,4,1,1,2,,2,,2,2,2,2,0
217,5,1,1,2,,2,,2,2,2,2,0
217,7,1,1,2,,2,,2,2,2,2,0
217,8,1,1,1,2,2,,2,2,2,2,0
217,9,1,1,2,,2,,2,2,2,2,0
217,10,1,1,2,,2,,2,2,2,2,0
217,11,1,1,2,,2,,2,2,2,2,0
217,12,1,3,1,2,2,,2,2,2,2,0
217,13,1,1,2,,2,,2,2,2,2,0
217,14,1,1,2,,1,2,2,2,2,2,0
218,1,1,1,2,,2,,2,2,2,2,0
218,2,1,1,2,,2,,2,2,2,2,0
218,3,1,1,2,,2,,2,2,2,2,0
218,4,1,1,2,,2,,2,2,2,2,0
218,5,1,15,2,,2,,2,2,2,2,0
218,6,1,1,2,,2,,2,1,2,2,1
218,7,1,1,2,,2,,2,2,2,2,0
218,8,1,9,2,,2,,2,2,2,2,0
218,9,1,20,2,,2,,2,2,2,2,0
218,10,1,2,2,,2,,2,2,2,2,0
218,11,1,1,2,,2,,2,2,2,2,0
218,12,1,2,2,,2,,2,2,2,2,0
219,1,2,1,1,1,1,2,1,2,2,2,1
219,3,2,6,1,1,2,,1,2,2,2,1
219,4,2,1,1,1,2,,2,2,2,2,1
219,5,2,3,1,1,2,,2,2,2,2,1
219,6,2,1,2,,2,,2,2,2,2,0
219,7,2,1,1,1,2,,2,2,2,2,1
219,8,2,1,1,1,1,2,1,2,2,2,1
219,9,2,21,1,1,2,,1,1,2,2,1
219,10,2,5,2,,2,,2,2,2,2,0
219,12,2,10,1,1,2,,1,2,2,2,1
219,13,2,1,2,,2,,2,2,2,2,0
219,14,2,2,1,1,2,,1,1,2,1,1
220,1,1,1,2,,2,,2,2,2,2,0
220,2,1,1,2,,2,,2,2,2,2,0
220,3,1,5,2,,2,,2,2,2,2,0
220,4,1,1,1,1,2,,2,2,2,2,1
220,5,1,1,2,,2,,2,2,2,2,0
220,6,1,4,1,1,2,,2,2,2,2,1
220,7,1,1,2,,2,,2,2,2,2,0
220,8,1,9,2,,2,,2,2,2,2,0
220,9,1,1,2,,2,,2,2,2,2,0
220,10,1,3,1,1,2,,2,2,2,2,1
220,11,1,4,1,2,2,,2,2,2,2,0
220,12,1,1,2,,2,,2,2,2,2,0
221,2,2,1,2,,2,,2,2,2,2,0
221,3,2,7,1,1,1,2,1,2,2,2,1
221,4,2,1,2,,2,,2,2,2,2,0
221,5,2,1,2,,2,,2,1,2,1,1
221,6,2,1,2,,2,,2,2,2,2,0
221,7,2,1,2,,2,,2,2,2,2,0
221,8,2,1,2,,2,,2,1,2,2,1
221,9,2,1,2,,2,,2,2,2,2,0
221,11,2,2,2,,2,,2,2,2,2,0
221,12,2,1,2,,2,,2,2,2,2,0
221,13,2,1,2,,2,,2,2,2,2,0
221,14,2,1,2,,2,,2,2,2,2,0
222,1,1,4,2,,2,,2,2,2,2,0
222,2,1,1,2,,2,,2,1,2,2,1
222,3,1,1,2,,2,,2,1,2,2,1
222,4,1,1,2,,2,,2,2,2,2,0
222,5,1,7,2,,2,,2,2,2,2,0
222,6,1,2,2,,2,,2,2,2,2,0
222,7,1,7,2,,2,,2,2,2,2,0
222,8,1,1,2,,2,,2,2,2,2,0
222,9,1,2,2,,2,,2,2,2,2,0
222,10,1,1,2,,2,,2,2,2,2,0
222,11,1,1,2,,2,,2,1,2,2,1
222,12,1,1,2,,1,2,2,2,2,2,0
223,1,2,2,1,2,2,,2,2,2,2,0
223,2,2,1,1,1,2,,2,1,2,2,1
223,3,2,6,1,2,1,2,2,2,2,2,0
223,4,2,2,2,,2,,2,2,2,2,0
223,5,2,1,2,,2,,2,2,2,2,0
223,7,2,1,2,,2,,2,2,2,2,0
223,8,2,1,2,,2,,2,1,2,2,1
223,9,2,2,2,,2,,2,2,2,2,0
223,12,2,2,1,2,1,2,2,2,2,2,0
223,13,2,1,2,,2,,2,1,2,2,1
223,14,2,2,2,,2,,2,2,2,2,0
223,15,2,1,2,,2,,2,2,2,2,0
224,1,1,2,2,,2,,2,1,2,2,1
224,2,1,1,2,,2,,2,2,2,2,0
224,3,1,1,2,,2,,2,1,2,2,1
224,4,1,6,2,,2,,2,2,2,2,0
224,5,1,2,2,,2,,2,2,2,2,0
224,6,1,10,1,2,2,,2,2,2,2,0
224,7,1,9,2,,2,,2,2,2,2,0
224,8,1,1,2,,1,2,2,2,1,2,1
224,9,1,2,2,,2,,2,2,2,2,0
224,10,1,4,2,,2,,2,1,2,2,1
224,11,1,1,2,,2,,2,2,2,2,0
224,12,1,7,2,,2,,2,2,1,2,1
225,1,2,1,2,,2,,2,2,2,2,0
225,2,2,6,1,2,2,,1,2,2,2,1
225,4,2,9,1,1,2,,2,1,2,2,1
225,5,2,1,2,,2,,2,2,2,2,0
225,6,2,6,2,,2,,2,2,2,2,0
225,8,2,4,1,1,1,1,1,1,1,1,1
225,9,2,1,2,,2,,2,2,2,2,0
225,10,2,1,2,,2,,1,2,2,2,1
225,11,2,1,2,,2,,1,2,2,2,1
225,12,2,1,2,,2,,2,1,2,2,1
225,13,2,2,2,,2,,2,2,2,2,0
225,14,2,2,2,,2,,2,2,2,2,0
226,1,1,1,2,,2,,2,2,2,2,0
226,3,1,1,2,,2,,2,1,1,2,1
226,4,1,1,2,,2,,2,2,2,2,0
226,5,1,8,2,,1,2,2,2,1,2,1
226,6,1,7,2,,2,,2,2,1,2,1
226,7,1,2,2,,2,,2,2,1,2,1
226,8,1,2,2,,2,,2,2,2,2,0
226,9,1,2,2,,2,,2,2,2,2,0
226,10,1,1,2,,2,,2,2,2,2,0
226,12,1,17,2,,2,,2,2,2,2,0
226,13,1,1,2,,2,,2,2,2,2,0
226,14,1,3,2,,2,,2,2,2,2,0
227,1,2,1,1,1,2,,1,2,2,2,1
227,2,2,1,2,,2,,2,1,2,2,1
227,4,2,1,2,,2,,2,2,2,2,0
227,5,2,1,2,,2,,2,2,2,2,0
227,6,2,2,2,,2,,2,1,1,2,1
227,8,2,1,1,1,2,,2,1,2,2,1
227,9,2,9,2,,2,,2,2,2,2,0
227,12,2,3,1,1,1,1,1,2,1,1,1
227,13,2,1,2,,2,,2,2,2,2,0
227,14,2,1,2,,2,,2,2,2,2,0
227,15,2,2,2,,2,,2,2,2,2,0
227,16,2,1,2,,2,,2,2,2,2,0
228,1,1,1,2,,2,,2,2,2,2,0
228,2,1,5,2,,2,,2,2,2,2,0
228,3,1,2,2,,2,,2,2,2,2,0
228,4,1,1,2,,2,,2,2,2,2,0
228,5,1,1,2,,2,,2,2,2,2,0
228,6,1,2,2,,2,,2,2,2,2,0
228,7,1,13,2,,2,,2,2,2,2,0
228,8,1,1,2,,2,,2,2,2,2,0
228,9,1,11,2,,2,,2,1,2,2,1
228,10,1,10,1,2,2,,2,2,2,2,0
228,11,1,2,2,,2,,2,2,2,2,0
228,13,1,4,1,2,2,,2,1,2,2,1
229,1,2,1,2,,2,,2,2,2,2,0
229,2,2,17,2,,2,,2,2,2,2,0
229,3,2,2,1,1,2,,1,1,2,1,1
229,4,2,1,2,,2,,2,2,1,2,1
229,5,2,1,2,,2,,2,2,2,2,0
229,6,2,1,2,,2,,1,1,2,2,1
229,7,2,1,2,,1,2,2,2,2,2,0
229,8,2,5,2,,2,,2,1,2,2,1
229,9,2,1,2,,2,,2,2,2,2,0
229,10,2,2,2,,2,,2,1,2,1,1
229,11,2,16,2,,2,,2,1,2,2,1
229,12,2,1,2,,2,,2,2,2,2,0
230,1,1,2,2,,2,,2,2,2,2,0
230,2,1,1,2,,1,2,1,1,1,1,1
230,3,1,1,1,2,2,,2,2,2,2,0
230,4,1,1,2,,2,,2,2,2,2,0
230,5,1,1,1,1,1,2,1,1,1,2,1
230,6,1,1,2,,2,,2,2,2,2,0
230,8,1,9,2,,2,,2,2,2,2,0
230,9,1,8,1,1,2,,2,1,2,2,1
230,11,1,1,2,,2,,2,1,2,2,1
230,12,1,1,2,,1,2,2,2,2,2,0
230,13,1,1,2,,1,2,2,1,1,1,1
230,14,1,1,2,,1,1,2,2,2,2,1
231,1,2,1,1,1,2,,2,2,2,2,1
231,2,2,1,1,1,2,,1,1,1,1,1
231,3,2,1,2,,2,,2,1,2,2,1
231,4,2,1,2,,2,,2,2,2,2,0
231,5,2,4,2,,2,,2,1,2,2,1
231,6,2,3,2,,2,,2,2,2,2,0
231,7,2,1,2,,2,,1,2,2,1,1
231,8,2,1,2,,2,,2,1,1,1,1
231,9,2,1,2,,2,,2,2,2,2,0
231,10,2,1,2,,2,,2,2,2,2,0
231,11,2,1,2,,2,,2,2,2,2,0
231,12,2,3,1,2,2,,2,1,2,2,1
232,1,2,1,2,,2,,2,2,2,2,0
232,2,2,1,2,,2,,2,2,2,2,0
232,3,2,1,2,,2,,2,2,2,2,0
232,4,2,2,2,,2,,2,2,2,2,0
232,5,2,1,2,,2,,2,2,2,2,0
232,6,2,1,2,,2,,2,2,2,2,0
232,7,2,1,2,,2,,2,2,2,2,0
232,9,2,1,1,1,2,,2,2,2,2,1
232,10,2,1,2,,2,,2,1,1,1,1
232,11,2,1,2,,2,,2,2,2,2,0
232,12,2,2,2,,2,,2,2,2,2,0
232,13,2,1,2,,2,,2,2,2,2,0
233,1,1,1,2,,2,,2,2,2,2,0
233,2,1,1,2,,2,,2,2,2,2,0
233,4,1,2,2,,2,,2,2,2,2,0
233,5,1,2,2,,2,,2,2,2,2,0
233,6,1,1,1,2,1,2,2,2,2,2,0
233,7,1,1,1,2,2,,2,2,2,2,0
233,8,1,1,2,,2,,2,2,2,2,0
233,9,1,1,2,,2,,2,2,2,2,0
233,10,1,1,1,1,2,,1,2,2,2,1
233,11,1,1,2,,1,2,2,2,2,2,0
233,12,1,2,2,,1,2,2,2,2,2,0
233,13,1,1,2,,2,,2,2,2,2,0
234,2,2,1,2,,2,,2,2,2,2,0
234,4,2,1,1,1,2,,2,2,2,2,1
234,5,2,1,2,,2,,2,2,2,2,0
234,6,2,10,2,,2,,2,1,2,2,1
234,7,2,1,2,,2,,2,2,2,2,0
234,9,2,1,2,,2,,2,1,2,2,1
234,10,2,1,2,,2,,2,2,2,2,0
234,11,2,2,1,2,2,,2,1,2,2,1
234,13,2,1,2,,2,,2,2,2,2,0
234,14,2,1,2,,2,,2,2,2,2,0
234,15,2,1,2,,2,,2,2,2,2,0
234,16,2,1,2,,2,,2,2,1,2,1
235,1,1,9,2,,2,,2,1,2,2,1
235,2,1,4,1,1,2,,2,2,2,2,1
235,3,1,17,1,1,2,,2,2,2,2,1
235,4,1,1,1,2,2,,2,2,2,2,0
235,5,1,2,1,2,2,,1,1,2,2,1
235,6,1,1,1,1,2,,2,2,2,2,1
235,7,1,1,1,1,2,,2,2,2,2,1
235,8,1,1,1,1,2,,2,2,2,2,1
235,9,1,1,1,1,2,,2,1,2,2,1
235,10,1,1,2,,2,,2,2,2,2,0
235,11,1,3,2,,2,,2,2,2,2,0
235,12,1,1,2,,2,,2,2,2,2,0
236,1,2,1,2,,2,,2,2,2,2,0
236,2,2,1,2,,2,,2,2,2,2,0
236,3,2,1,2,,2,,2,2,2,2,0
236,4,2,1,2,,2,,2,2,2,2,0
236,5,2,1,2,,2,,2,2,1,2,1
236,6,2,1,2,,2,,2,2,2,2,0
236,7,2,1,2,,2,,2,2,2,2,0
236,8,2,1,2,,2,,2,2,2,2,0
236,9,2,48,1,2,1,2,2,1,2,2,1
236,10,2,1,2,,2,,2,2,2,2,0
236,11,2,1,2,,2,,2,2,2,2,0
236,12,2,2,2,,2,,2,1,2,2,1
237,1,1,1,2,,2,,2,2,2,2,0
237,2,1,1,2,,2,,2,2,2,2,0
237,3,1,1,2,,2,,2,2,1,2,1
237,4,1,1,2,,2,,2,2,2,2,0
237,5,1,2,2,,1,2,2,1,2,2,1
237,6,1,2,1,2,1,2,2,1,2,2,1
237,7,1,2,2,,2,,2,2,2,2,0
237,8,1,1,2,,2,,2,2,2,2,0
237,9,1,1,2,,1,2,2,2,2,2,0
237,11,1,2,2,,2,,2,1,2,2,1
237,12,1,1,2,,1,2,2,2,2,2,0
237,13,1,2,2,,2,,2,2,2,2,0
238,1,2,1,2,,2,,2,2,2,2,0
238,2,2,1,2,,2,,2,2,2,2,0
238,3,2,1,2,,2,,2,1,1,1,1
238,4,2,1,2,,2,,2,1,2,2,1
238,5,2,1,1,2,2,,1,2,2,2,1
238,6,2,1,2,,2,,2,2,2,2,0
238,7,2,1,2,,2,,2,2,2,2,0
238,8,2,1,2,,2,,2,2,2,2,0
238,9,2,8,2,,2,,2,2,2,2,0
238,10,2,1,2,,2,,2,2,2,2,0
238,11,2,1,2,,2,,2,2,2,2,0
238,12,2,1,2,,2,,2,1,2,2,1
239,1,1,1,2,,2,,2,2,2,2,0
239,2,1,1,2,,1,1,1,1,2,2,1
239,3,1,1,1,1,1,1,2,2,2,2,1
239,4,1,1,1,2,2,,2,2,2,2,0
239,5,1,1,1,1,2,,2,1,2,1,1
239,6,1,3,2,,2,,2,2,2,2,0
239,7,1,1,1,1,1,1,1,1,2,2,1
239,8,1,1,1,1,2,,2,1,2,2,1
239,9,1,1,1,2,2,,2,2,2,2,0
239,10,1,1,2,,2,,2,2,2,2,0
239,11,1,1,1,1,2,,2,2,2,2,1
239,12,1,1,2,,2,,2,1,2,2,1
240,1,2,13,1,1,2,,1,2,2,2,1
240,2,2,1,2,,2,,2,2,2,2,0
240,3,2,1,2,,2,,1,1,2,2,1
240,4,2,1,1,2,2,,2,2,2,1,1
240,5,2,1,1,1,1,1,1,1,2,2,1
240,6,2,1,2,,2,,2,2,2,2,0
240,7,2,1,2,,2,,2,2,2,2,0
240,8,2,1,2,,2,,2,2,2,2,0
240,9,2,1,2,,2,,2,2,2,2,0
240,10,2,1,2,,2,,2,2,2,2,0
240,11,2,1,2,,2,,2,2,2,2,0
240,12,2,3,1,1,2,,2,2,2,2,1
241,1,1,1,1,1,2,,2,2,2,2,1
241,4,1,1,2,,2,,2,2,2,2,0
241,5,1,1,2,,2,,2,2,2,2,0
241,6,1,1,1,1,2,,2,2,2,2,1
241,8,1,2,2,,2,,2,2,2,2,0
241,10,1,1,2,,1,2,2,2,2,2,0
241,11,1,1,2,,2,,2,2,2,2,0
241,12,1,1,2,,2,,2,2,2,2,0
241,13,1,1,2,,2,,2,2,2,2,0
241,14,1,6,2,,2,,2,1,2,2,1
241,15,1,1,2,,2,,2,2,2,2,0
241,16,1,1,1,1,2,,2,2,2,2,1
242,1,1,6,1,1,2,,2,2,2,2,1
242,2,1,1,2,,2,,2,2,2,2,0
242,3,1,1,2,,2,,2,2,2,2,0
242,4,1,1,1,1,2,,2,2,2,2,1
242,5,1,5,1,1,2,,1,1,2,2,1
242,6,1,1,2,,2,,2,2,2,2,0
242,7,1,10,2,,2,,2,2,2,2,0
242,9,1,7,2,,1,1,2,2,2,2,1
242,10,1,1,2,,2,,2,2,2,2,0
242,11,1,16,1,1,2,,1,1,1,1,1
242,12,1,7,2,,2,,2,2,2,2,0
242,13,1,1,1,1,1,1,2,2,2,2,1
243,2,2,1,2,,2,,2,2,2,2,0
243,3,2,9,2,,2,,2,2,2,2,0
243,4,2,1,2,,2,,2,2,2,2,0
243,5,2,1,2,,2,,2,2,2,2,0
243,6,2,1,2,,2,,2,2,2,2,0
243,8,2,1,1,1,2,,2,2,2,1,1
243,9,2,1,1,1,2,,2,2,2,2,1
243,10,2,1,2,,2,,2,2,2,2,0
243,11,2,1,2,,2,,2,2,2,2,0
243,12,2,8,2,,2,,2,2,2,2,0
243,13,2,1,2,,2,,2,2,2,2,0
243,14,2,1,2,,2,,2,2,2,2,0
244,1,1,4,2,,2,,2,2,2,2,0
244,2,1,4,1,1,1,2,1,2,2,2,1
244,3,1,1,1,1,2,,1,1,2,2,1
244,4,1,1,2,,2,,2,2,2,2,0
244,5,1,1,2,,2,,2,2,2,2,0
244,6,1,1,2,,2,,2,2,2,2,0
244,7,1,1,1,2,2,,2,2,2,2,0
244,8,1,4,2,,2,,2,2,2,2,0
244,9,1,1,2,,2,,2,2,2,2,0
244,10,1,2,2,,2,,2,2,2,2,0
244,11,1,6,2,,2,,2,2,2,2,0
244,12,1,1,2,,2,,2,2,1,1,1
245,1,2,1,2,,2,,2,2,1,2,1
245,2,2,2,2,,2,,2,1,2,2,1
245,3,2,1,2,,2,,2,2,2,2,0
245,4,2,1,2,,2,,2,2,2,2,0
245,5,2,1,2,,2,,2,2,2,2,0
245,6,2,1,2,,2,,2,2,2,1,1
245,7,2,1,2,,2,,2,2,2,2,0
245,8,2,2,2,,2,,2,2,2,2,0
245,9,2,3,2,,2,,2,2,2,2,0
245,10,2,2,2,,2,,2,1,2,2,1
245,11,2,2,1,2,2,,1,2,2,2,1
245,12,2,2,2,,2,,2,1,2,2,1
246,1,2,1,2,,2,,2,2,2,2,0
246,2,2,1,2,,2,,2,2,2,2,0
246,3,2,3,2,,2,,2,1,2,2,1
246,4,2,1,2,,2,,2,2,2,2,0
246,5,2,2,2,,2,,2,1,2,2,1
246,6,2,1,2,,2,,2,2,2,2,0
246,7,2,1,2,,2,,2,2,2,2,0
246,8,2,1,2,,2,,2,2,2,2,0
246,9,2,1,2,,2,,2,2,2,2,0
246,10,2,1,2,,2,,2,2,2,2,0
246,11,2,1,2,,2,,2,2,2,2,0
246,12,2,1,2,,2,,2,2,2,2,0
247,1,1,1,2,,1,2,1,2,2,1,1
247,2,1,1,2,,2,,2,2,2,2,0
247,3,1,1,2,,2,,2,1,2,2,1
247,4,1,29,1,2,1,1,1,1,1,1,1
247,5,1,2,2,,2,,2,2,2,2,0
247,6,1,2,2,,2,,2,2,2,2,0
247,7,1,2,2,,2,,2,2,2,2,0
247,8,1,1,2,,2,,2,1,2,2,1
247,9,1,2,2,,2,,2,1,1,2,1
247,10,1,1,2,,2,,2,2,2,2,0
247,12,1,1,2,,2,,2,2,2,2,0
247,13,1,1,2,,2,,2,2,2,2,0
248,1,2,1,2,,2,,2,2,2,2,0
248,2,2,1,2,,2,,2,2,2,2,0
248,3,2,1,2,,2,,2,2,2,2,0
248,4,2,1,2,,2,,2,2,2,2,0
248,5,2,1,2,,2,,2,2,2,2,0
248,6,2,1,2,,2,,2,2,2,2,0
248,9,2,1,2,,2,,2,2,2,2,0
248,10,2,1,2,,2,,2,2,2,2,0
248,11,2,1,2,,2,,2,2,2,2,0
248,12,2,1,2,,2,,2,2,2,2,0
248,13,2,1,2,,2,,2,2,2,2,0
248,14,2,1,2,,2,,2,2,2,2,0
249,1,1,1,2,,2,,2,2,2,2,0
249,2,1,1,1,2,2,,1,2,2,2,1
249,3,1,1,1,1,2,,2,2,2,1,1
249,4,1,1,2,,2,,2,2,2,2,0
249,5,1,1,2,,1,1,1,2,2,2,1
249,6,1,1,2,,2,,2,2,2,2,0
249,7,1,2,1,2,2,,2,2,2,2,0
249,8,1,9,2,,2,,2,2,1,2,1
249,9,1,1,2,,2,,2,2,2,2,0
249,10,1,1,2,,2,,2,2,2,2,0
249,11,1,1,2,,2,,2,2,2,2,0
249,12,1,1,2,,2,,2,2,2,2,0
250,1,2,1,2,,2,,2,2,2,2,0
250,2,2,1,2,,2,,2,2,2,2,0
250,4,2,2,2,,2,,2,2,2,2,0
250,5,2,1,2,,2,,2,2,2,2,0
250,6,2,1,2,,2,,2,2,2,2,0
250,7,2,1,2,,2,,2,2,2,2,0
250,8,2,1,2,,2,,2,2,2,2,0
250,9,2,1,2,,2,,2,2,2,2,0
250,10,2,2,2,,2,,2,2,2,2,0
250,11,2,1,2,,2,,2,2,2,2,0
250,12,2,1,2,,2,,2,2,2,2,0
250,13,2,1,2,,2,,2,2,2,2,0
251,1,1,1,2,,1,2,2,1,2,2,1
251,2,1,2,2,,2,,2,1,2,2,1
251,3,1,1,2,,2,,2,2,2,2,0
251,4,1,1,1,1,2,,2,2,2,2,1
251,5,1,1,2,,2,,2,1,2,2,1
251,6,1,2,2,,2,,2,2,2,2,0
251,7,1,1,1,2,2,,2,1,2,2,1
251,8,1,2,2,,1,1,2,1,2,2,1
251,9,1,2,2,,1,1,2,1,2,2,1
251,10,1,2,2,,1,2,2,1,2,2,1
