"grappe","menage","vague","s18q14","s18q14_autre","s18q15","s18q15_unite","s18q15_uniteautre","s18q16a","s18q16a_uml","s18q16a_umlautre","s18q16b","s18q16b_uml","s18q16b_umlautre","s18q16c","s18q16c_uml","s18q16c_umlautre","s18q16d","s18q16d_uml","s18q16d_umlautre","s18q17","s18q17_autre","s18q18","s18q18_autre","s18q19","s18q19a__0","s18q19a__1"
311,2,1,,,,,,,,,,,,,,,,,,,,,,,,
311,4,1,,,,,,,,,,,,,,,,,,,,,,,,
311,7,1,,,,,,,,,,,,,,,,,,,,,,,,
311,8,1,,,,,,,,,,,,,,,,,,,,,,,,
311,9,1,,,,,,,,,,,,,,,,,,,,,,,,
311,10,1,,,,,,,,,,,,,,,,,,,,,,,,
311,11,1,,,,,,,,,,,,,,,,,,,,,,,,
311,12,1,,,,,,,,,,,,,,,,,,,,,,,,
311,13,1,,,,,,,,,,,,,,,,,,,,,,,,
311,14,1,,,,,,,,,,,,,,,,,,,,,,,,
311,15,1,,,,,,,,,,,,,,,,,,,,,,,,
311,16,1,,,,,,,,,,,,,,,,,,,,,,,,
312,1,2,,,,,,,,,,,,,,,,,,,,,,,,
312,2,2,,,,,,,,,,,,,,,,,,,,,,,,
312,3,2,,,,,,,,,,,,,,,,,,,,,,,,
312,4,2,,,,,,,,,,,,,,,,,,,,,,,,
312,5,2,,,,,,,,,,,,,,,,,,,,,,,,
312,6,2,,,,,,,,,,,,,,,,,,,,,,,,
312,7,2,,,,,,,,,,,,,,,,,,,,,,,,
312,9,2,,,,,,,,,,,,,,,,,,,,,,,,
312,10,2,,,,,,,,,,,,,,,,,,,,,,,,
312,11,2,,,,,,,,,,,,,,,,,,,,,,,,
312,12,2,,,,,,,,,,,,,,,,,,,,,,,,
312,13,2,,,,,,,,,,,,,,,,,,,,,,,,
313,1,1,,,,,,,,,,,,,,,,,,,,,,,,
313,2,1,,,,,,,,,,,,,,,,,,,,,,,,
313,5,1,,,,,,,,,,,,,,,,,,,,,,,,
313,6,1,,,,,,,,,,,,,,,,,,,,,,,,
313,7,1,,,,,,,,,,,,,,,,,,,,,,,,
313,8,1,,,,,,,,,,,,,,,,,,,,,,,,
313,9,1,,,,,,,,,,,,,,,,,,,,,,,,
313,11,1,,,,,,,,,,,,,,,,,,,,,,,,
313,12,1,,,,,,,,,,,,,,,,,,,,,,,,
313,13,1,,,,,,,,,,,,,,,,,,,,,,,,
313,14,1,,,,,,,,,,,,,,,,,,,,,,,,
314,1,2,,,,,,,,,,,,,,,,,,,,,,,,
314,2,2,,,,,,,,,,,,,,,,,,,,,,,,
314,3,2,,,,,,,,,,,,,,,,,,,,,,,,
314,4,2,,,,,,,,,,,,,,,,,,,,,,,,
314,5,2,,,,,,,,,,,,,,,,,,,,,,,,
314,6,2,,,,,,,,,,,,,,,,,,,,,,,,
314,7,2,,,,,,,,,,,,,,,,,,,,,,,,
314,8,2,,,,,,,,,,,,,,,,,,,,,,,,
314,9,2,,,,,,,,,,,,,,,,,,,,,,,,
314,10,2,,,,,,,,,,,,,,,,,,,,,,,,
314,11,2,,,,,,,,,,,,,,,,,,,,,,,,
314,12,2,,,,,,,,,,,,,,,,,,,,,,,,
315,2,1,,,,,,,,,,,,,,,,,,,,,,,,
315,3,1,,,,,,,,,,,,,,,,,,,,,,,,
315,4,1,,,,,,,,,,,,,,,,,,,,,,,,
315,5,1,,,,,,,,,,,,,,,,,,,,,,,,
315,6,1,,,,,,,,,,,,,,,,,,,,,,,,
315,7,1,,,,,,,,,,,,,,,,,,,,,,,,
315,9,1,,,,,,,,,,,,,,,,,,,,,,,,
315,10,1,,,,,,,,,,,,,,,,,,,,,,,,
315,11,1,,,,,,,,,,,,,,,,,,,,,,,,
315,12,1,,,,,,,,,,,,,,,,,,,,,,,,
316,1,2,,,,,,,,,,,,,,,,,,,,,,,,
316,2,2,,,,,,,,,,,,,,,,,,,,,,,,
316,3,2,,,,,,,,,,,,,,,,,,,,,,,,
316,4,2,,,,,,,,,,,,,,,,,,,,,,,,
316,5,2,,,,,,,,,,,,,,,,,,,,,,,,
316,6,2,,,,,,,,,,,,,,,,,,,,,,,,
316,7,2,,,,,,,,,,,,,,,,,,,,,,,,
316,8,2,,,,,,,,,,,,,,,,,,,,,,,,
316,9,2,39,"Rascas",15,1,,0,,,0,,,0,,,15,1,,2,,2,,120000,29,
316,9,2,16,"Rascas",3,2,,0,,,0,,,0,,,3,2,,1,,2,,56000,29,
316,9,2,4,"Rascas",15,5,,1,3,,2,5,,0,,,12,5,,3,"A l'usine",2,,1668000,6,29
316,9,2,28,"Rascas",2,5,,0,,,0,,,0,,,2,5,,1,,2,,140000,29,
316,9,2,26,"Rascas",1,4,,0,,,0,,,0,,,1,5,,1,,2,,75000,29,
316,10,2,5,,4,6,,0,,,1,6,,0,,,3,6,,1,,2,,100000,1,
316,10,2,13,,2,6,,0,,,0,,,0,,,2,6,,1,,2,,80000,1,
316,10,2,8,,4,6,,0,,,1,6,,0,,,3,6,,1,,2,,105000,1,
316,12,2,,,,,,,,,,,,,,,,,,,,,,,,
316,13,2,36,,25,1,,0,,,0,,,0,,,10,1,,1,,1,,30000,8,17
316,13,2,28,,4,5,,3,1,,0,,,0,,,1,5,,1,,2,,200000,8,17
316,13,2,31,,457,1,,5,2,,0,,,0,,,100,1,,1,,2,,500000,8,17
316,13,2,8,,7,5,,3,1,,0,,,0,,,2,5,,1,,2,,150000,8,17
316,13,2,4,,16,5,,5,1,,0,,,0,,,4,5,,1,,2,,320000,8,17
317,1,1,,,,,,,,,,,,,,,,,,,,,,,,
317,2,1,,,,,,,,,,,,,,,,,,,,,,,,
317,3,1,,,,,,,,,,,,,,,,,,,,,,,,
317,4,1,,,,,,,,,,,,,,,,,,,,,,,,
317,5,1,,,,,,,,,,,,,,,,,,,,,,,,
317,6,1,,,,,,,,,,,,,,,,,,,,,,,,
317,7,1,,,,,,,,,,,,,,,,,,,,,,,,
317,8,1,,,,,,,,,,,,,,,,,,,,,,,,
317,9,1,,,,,,,,,,,,,,,,,,,,,,,,
317,10,1,,,,,,,,,,,,,,,,,,,,,,,,
317,11,1,,,,,,,,,,,,,,,,,,,,,,,,
317,12,1,,,,,,,,,,,,,,,,,,,,,,,,
318,1,2,,,,,,,,,,,,,,,,,,,,,,,,
318,2,2,,,,,,,,,,,,,,,,,,,,,,,,
318,3,2,,,,,,,,,,,,,,,,,,,,,,,,
318,4,2,,,,,,,,,,,,,,,,,,,,,,,,
318,5,2,,,,,,,,,,,,,,,,,,,,,,,,
318,6,2,,,,,,,,,,,,,,,,,,,,,,,,
318,7,2,,,,,,,,,,,,,,,,,,,,,,,,
318,8,2,,,,,,,,,,,,,,,,,,,,,,,,
318,9,2,,,,,,,,,,,,,,,,,,,,,,,,
318,10,2,,,,,,,,,,,,,,,,,,,,,,,,
318,11,2,,,,,,,,,,,,,,,,,,,,,,,,
318,13,2,,,,,,,,,,,,,,,,,,,,,,,,
319,1,1,,,,,,,,,,,,,,,,,,,,,,,,
319,2,1,,,,,,,,,,,,,,,,,,,,,,,,
319,3,1,,,,,,,,,,,,,,,,,,,,,,,,
319,4,1,,,,,,,,,,,,,,,,,,,,,,,,
319,5,1,,,,,,,,,,,,,,,,,,,,,,,,
319,7,1,,,,,,,,,,,,,,,,,,,,,,,,
319,8,1,,,,,,,,,,,,,,,,,,,,,,,,
319,9,1,,,,,,,,,,,,,,,,,,,,,,,,
319,10,1,,,,,,,,,,,,,,,,,,,,,,,,
319,11,1,,,,,,,,,,,,,,,,,,,,,,,,
320,1,2,,,,,,,,,,,,,,,,,,,,,,,,
320,2,2,,,,,,,,,,,,,,,,,,,,,,,,
320,3,2,,,,,,,,,,,,,,,,,,,,,,,,
320,4,2,,,,,,,,,,,,,,,,,,,,,,,,
320,5,2,,,,,,,,,,,,,,,,,,,,,,,,
320,6,2,,,,,,,,,,,,,,,,,,,,,,,,
320,7,2,,,,,,,,,,,,,,,,,,,,,,,,
320,8,2,,,,,,,,,,,,,,,,,,,,,,,,
320,9,2,,,,,,,,,,,,,,,,,,,,,,,,
320,10,2,,,,,,,,,,,,,,,,,,,,,,,,
320,11,2,,,,,,,,,,,,,,,,,,,,,,,,
320,12,2,,,,,,,,,,,,,,,,,,,,,,,,
321,1,1,,,,,,,,,,,,,,,,,,,,,,,,
321,4,1,,,,,,,,,,,,,,,,,,,,,,,,
321,5,1,,,,,,,,,,,,,,,,,,,,,,,,
321,6,1,,,,,,,,,,,,,,,,,,,,,,,,
321,7,1,,,,,,,,,,,,,,,,,,,,,,,,
321,8,1,,,,,,,,,,,,,,,,,,,,,,,,
321,9,1,,,,,,,,,,,,,,,,,,,,,,,,
321,10,1,,,,,,,,,,,,,,,,,,,,,,,,
321,11,1,,,,,,,,,,,,,,,,,,,,,,,,
321,12,1,,,,,,,,,,,,,,,,,,,,,,,,
322,1,2,,,,,,,,,,,,,,,,,,,,,,,,
322,2,2,,,,,,,,,,,,,,,,,,,,,,,,
322,3,2,,,,,,,,,,,,,,,,,,,,,,,,
322,4,2,,,,,,,,,,,,,,,,,,,,,,,,
322,6,2,,,,,,,,,,,,,,,,,,,,,,,,
322,7,2,,,,,,,,,,,,,,,,,,,,,,,,
322,8,2,,,,,,,,,,,,,,,,,,,,,,,,
322,9,2,,,,,,,,,,,,,,,,,,,,,,,,
322,10,2,,,,,,,,,,,,,,,,,,,,,,,,
322,11,2,,,,,,,,,,,,,,,,,,,,,,,,
322,12,2,,,,,,,,,,,,,,,,,,,,,,,,
322,13,2,,,,,,,,,,,,,,,,,,,,,,,,
323,1,1,,,,,,,,,,,,,,,,,,,,,,,,
323,2,1,,,,,,,,,,,,,,,,,,,,,,,,
323,3,1,,,,,,,,,,,,,,,,,,,,,,,,
323,4,1,,,,,,,,,,,,,,,,,,,,,,,,
323,5,1,,,,,,,,,,,,,,,,,,,,,,,,
323,6,1,,,,,,,,,,,,,,,,,,,,,,,,
323,8,1,,,,,,,,,,,,,,,,,,,,,,,,
323,9,1,,,,,,,,,,,,,,,,,,,,,,,,
323,10,1,,,,,,,,,,,,,,,,,,,,,,,,
323,11,1,,,,,,,,,,,,,,,,,,,,,,,,
323,12,1,,,,,,,,,,,,,,,,,,,,,,,,
323,13,1,,,,,,,,,,,,,,,,,,,,,,,,
324,1,2,,,,,,,,,,,,,,,,,,,,,,,,
324,2,2,,,,,,,,,,,,,,,,,,,,,,,,
324,3,2,,,,,,,,,,,,,,,,,,,,,,,,
324,5,2,,,,,,,,,,,,,,,,,,,,,,,,
324,10,2,,,,,,,,,,,,,,,,,,,,,,,,
324,11,2,,,,,,,,,,,,,,,,,,,,,,,,
324,13,2,,,,,,,,,,,,,,,,,,,,,,,,
324,14,2,,,,,,,,,,,,,,,,,,,,,,,,
324,15,2,,,,,,,,,,,,,,,,,,,,,,,,
324,16,2,,,,,,,,,,,,,,,,,,,,,,,,
324,17,2,,,,,,,,,,,,,,,,,,,,,,,,
324,18,2,,,,,,,,,,,,,,,,,,,,,,,,
325,2,1,,,,,,,,,,,,,,,,,,,,,,,,
325,3,1,,,,,,,,,,,,,,,,,,,,,,,,
325,5,1,,,,,,,,,,,,,,,,,,,,,,,,
325,6,1,,,,,,,,,,,,,,,,,,,,,,,,
325,7,1,,,,,,,,,,,,,,,,,,,,,,,,
325,8,1,,,,,,,,,,,,,,,,,,,,,,,,
325,9,1,,,,,,,,,,,,,,,,,,,,,,,,
325,10,1,,,,,,,,,,,,,,,,,,,,,,,,
325,11,1,,,,,,,,,,,,,,,,,,,,,,,,
325,12,1,,,,,,,,,,,,,,,,,,,,,,,,
325,13,1,,,,,,,,,,,,,,,,,,,,,,,,
325,14,1,,,,,,,,,,,,,,,,,,,,,,,,
326,1,2,,,,,,,,,,,,,,,,,,,,,,,,
326,2,2,,,,,,,,,,,,,,,,,,,,,,,,
326,3,2,,,,,,,,,,,,,,,,,,,,,,,,
326,4,2,,,,,,,,,,,,,,,,,,,,,,,,
326,5,2,,,,,,,,,,,,,,,,,,,,,,,,
326,6,2,,,,,,,,,,,,,,,,,,,,,,,,
326,10,2,,,,,,,,,,,,,,,,,,,,,,,,
326,12,2,,,,,,,,,,,,,,,,,,,,,,,,
326,13,2,,,,,,,,,,,,,,,,,,,,,,,,
326,14,2,,,,,,,,,,,,,,,,,,,,,,,,
326,15,2,,,,,,,,,,,,,,,,,,,,,,,,
326,16,2,,,,,,,,,,,,,,,,,,,,,,,,
327,1,1,,,,,,,,,,,,,,,,,,,,,,,,
327,2,1,,,,,,,,,,,,,,,,,,,,,,,,
327,6,1,,,,,,,,,,,,,,,,,,,,,,,,
327,7,1,,,,,,,,,,,,,,,,,,,,,,,,
327,8,1,,,,,,,,,,,,,,,,,,,,,,,,
327,9,1,,,,,,,,,,,,,,,,,,,,,,,,
327,10,1,,,,,,,,,,,,,,,,,,,,,,,,
327,13,1,,,,,,,,,,,,,,,,,,,,,,,,
327,15,1,,,,,,,,,,,,,,,,,,,,,,,,
327,16,1,,,,,,,,,,,,,,,,,,,,,,,,
328,3,2,,,,,,,,,,,,,,,,,,,,,,,,
328,4,2,,,,,,,,,,,,,,,,,,,,,,,,
328,5,2,,,,,,,,,,,,,,,,,,,,,,,,
328,6,2,,,,,,,,,,,,,,,,,,,,,,,,
328,7,2,,,,,,,,,,,,,,,,,,,,,,,,
328,8,2,,,,,,,,,,,,,,,,,,,,,,,,
328,9,2,,,,,,,,,,,,,,,,,,,,,,,,
328,10,2,,,,,,,,,,,,,,,,,,,,,,,,
328,11,2,,,,,,,,,,,,,,,,,,,,,,,,
328,12,2,,,,,,,,,,,,,,,,,,,,,,,,
328,13,2,,,,,,,,,,,,,,,,,,,,,,,,
328,14,2,,,,,,,,,,,,,,,,,,,,,,,,
329,1,1,,,,,,,,,,,,,,,,,,,,,,,,
329,3,1,,,,,,,,,,,,,,,,,,,,,,,,
329,4,1,,,,,,,,,,,,,,,,,,,,,,,,
329,5,1,,,,,,,,,,,,,,,,,,,,,,,,
329,6,1,,,,,,,,,,,,,,,,,,,,,,,,
329,7,1,,,,,,,,,,,,,,,,,,,,,,,,
329,8,1,,,,,,,,,,,,,,,,,,,,,,,,
329,9,1,,,,,,,,,,,,,,,,,,,,,,,,
329,10,1,,,,,,,,,,,,,,,,,,,,,,,,
329,11,1,,,,,,,,,,,,,,,,,,,,,,,,
329,12,1,,,,,,,,,,,,,,,,,,,,,,,,
329,13,1,,,,,,,,,,,,,,,,,,,,,,,,
330,1,2,,,,,,,,,,,,,,,,,,,,,,,,
330,4,2,,,,,,,,,,,,,,,,,,,,,,,,
330,6,2,,,,,,,,,,,,,,,,,,,,,,,,
330,7,2,,,,,,,,,,,,,,,,,,,,,,,,
330,8,2,,,,,,,,,,,,,,,,,,,,,,,,
330,10,2,,,,,,,,,,,,,,,,,,,,,,,,
330,11,2,,,,,,,,,,,,,,,,,,,,,,,,
330,12,2,,,,,,,,,,,,,,,,,,,,,,,,
330,13,2,,,,,,,,,,,,,,,,,,,,,,,,
330,14,2,,,,,,,,,,,,,,,,,,,,,,,,
330,15,2,,,,,,,,,,,,,,,,,,,,,,,,
330,16,2,,,,,,,,,,,,,,,,,,,,,,,,
331,1,1,,,,,,,,,,,,,,,,,,,,,,,,
331,2,1,,,,,,,,,,,,,,,,,,,,,,,,
331,3,1,,,,,,,,,,,,,,,,,,,,,,,,
331,4,1,,,,,,,,,,,,,,,,,,,,,,,,
331,5,1,,,,,,,,,,,,,,,,,,,,,,,,
331,6,1,,,,,,,,,,,,,,,,,,,,,,,,
331,8,1,,,,,,,,,,,,,,,,,,,,,,,,
331,11,1,,,,,,,,,,,,,,,,,,,,,,,,
331,12,1,,,,,,,,,,,,,,,,,,,,,,,,
331,13,1,,,,,,,,,,,,,,,,,,,,,,,,
331,14,1,,,,,,,,,,,,,,,,,,,,,,,,
331,15,1,,,,,,,,,,,,,,,,,,,,,,,,
332,2,2,,,,,,,,,,,,,,,,,,,,,,,,
332,3,2,,,,,,,,,,,,,,,,,,,,,,,,
332,4,2,,,,,,,,,,,,,,,,,,,,,,,,
332,6,2,,,,,,,,,,,,,,,,,,,,,,,,
332,7,2,,,,,,,,,,,,,,,,,,,,,,,,
332,8,2,,,,,,,,,,,,,,,,,,,,,,,,
332,9,2,,,,,,,,,,,,,,,,,,,,,,,,
332,12,2,,,,,,,,,,,,,,,,,,,,,,,,
332,13,2,,,,,,,,,,,,,,,,,,,,,,,,
332,14,2,,,,,,,,,,,,,,,,,,,,,,,,
332,15,2,,,,,,,,,,,,,,,,,,,,,,,,
332,16,2,,,,,,,,,,,,,,,,,,,,,,,,
333,1,1,,,,,,,,,,,,,,,,,,,,,,,,
333,2,1,,,,,,,,,,,,,,,,,,,,,,,,
333,3,1,,,,,,,,,,,,,,,,,,,,,,,,
333,5,1,,,,,,,,,,,,,,,,,,,,,,,,
333,6,1,,,,,,,,,,,,,,,,,,,,,,,,
333,7,1,,,,,,,,,,,,,,,,,,,,,,,,
333,13,1,,,,,,,,,,,,,,,,,,,,,,,,
333,14,1,,,,,,,,,,,,,,,,,,,,,,,,
333,15,1,,,,,,,,,,,,,,,,,,,,,,,,
333,16,1,,,,,,,,,,,,,,,,,,,,,,,,
333,17,1,,,,,,,,,,,,,,,,,,,,,,,,
333,18,1,,,,,,,,,,,,,,,,,,,,,,,,
334,1,2,,,,,,,,,,,,,,,,,,,,,,,,
334,2,2,,,,,,,,,,,,,,,,,,,,,,,,
334,3,2,,,,,,,,,,,,,,,,,,,,,,,,
334,4,2,,,,,,,,,,,,,,,,,,,,,,,,
334,5,2,,,,,,,,,,,,,,,,,,,,,,,,
334,6,2,,,,,,,,,,,,,,,,,,,,,,,,
334,7,2,,,,,,,,,,,,,,,,,,,,,,,,
334,8,2,,,,,,,,,,,,,,,,,,,,,,,,
334,10,2,,,,,,,,,,,,,,,,,,,,,,,,
334,12,2,,,,,,,,,,,,,,,,,,,,,,,,
334,13,2,,,,,,,,,,,,,,,,,,,,,,,,
334,14,2,,,,,,,,,,,,,,,,,,,,,,,,
335,1,1,,,,,,,,,,,,,,,,,,,,,,,,
335,2,1,,,,,,,,,,,,,,,,,,,,,,,,
335,3,1,,,,,,,,,,,,,,,,,,,,,,,,
335,4,1,,,,,,,,,,,,,,,,,,,,,,,,
335,5,1,,,,,,,,,,,,,,,,,,,,,,,,
335,6,1,,,,,,,,,,,,,,,,,,,,,,,,
335,7,1,,,,,,,,,,,,,,,,,,,,,,,,
335,8,1,,,,,,,,,,,,,,,,,,,,,,,,
335,9,1,,,,,,,,,,,,,,,,,,,,,,,,
335,10,1,,,,,,,,,,,,,,,,,,,,,,,,
335,11,1,,,,,,,,,,,,,,,,,,,,,,,,
335,12,1,,,,,,,,,,,,,,,,,,,,,,,,
336,2,2,,,,,,,,,,,,,,,,,,,,,,,,
336,3,2,,,,,,,,,,,,,,,,,,,,,,,,
336,4,2,,,,,,,,,,,,,,,,,,,,,,,,
336,6,2,,,,,,,,,,,,,,,,,,,,,,,,
336,7,2,,,,,,,,,,,,,,,,,,,,,,,,
336,8,2,,,,,,,,,,,,,,,,,,,,,,,,
336,9,2,,,,,,,,,,,,,,,,,,,,,,,,
336,11,2,,,,,,,,,,,,,,,,,,,,,,,,
336,12,2,,,,,,,,,,,,,,,,,,,,,,,,
336,13,2,,,,,,,,,,,,,,,,,,,,,,,,
336,14,2,,,,,,,,,,,,,,,,,,,,,,,,
336,15,2,,,,,,,,,,,,,,,,,,,,,,,,
337,1,1,,,,,,,,,,,,,,,,,,,,,,,,
337,2,1,,,,,,,,,,,,,,,,,,,,,,,,
337,3,1,,,,,,,,,,,,,,,,,,,,,,,,
337,4,1,,,,,,,,,,,,,,,,,,,,,,,,
337,5,1,,,,,,,,,,,,,,,,,,,,,,,,
337,7,1,,,,,,,,,,,,,,,,,,,,,,,,
337,8,1,,,,,,,,,,,,,,,,,,,,,,,,
337,9,1,,,,,,,,,,,,,,,,,,,,,,,,
337,10,1,,,,,,,,,,,,,,,,,,,,,,,,
337,11,1,,,,,,,,,,,,,,,,,,,,,,,,
337,12,1,,,,,,,,,,,,,,,,,,,,,,,,
337,13,1,,,,,,,,,,,,,,,,,,,,,,,,
338,1,2,,,,,,,,,,,,,,,,,,,,,,,,
338,2,2,,,,,,,,,,,,,,,,,,,,,,,,
338,3,2,,,,,,,,,,,,,,,,,,,,,,,,
338,4,2,,,,,,,,,,,,,,,,,,,,,,,,
338,5,2,,,,,,,,,,,,,,,,,,,,,,,,
338,6,2,,,,,,,,,,,,,,,,,,,,,,,,
338,7,2,,,,,,,,,,,,,,,,,,,,,,,,
338,8,2,,,,,,,,,,,,,,,,,,,,,,,,
338,9,2,,,,,,,,,,,,,,,,,,,,,,,,
338,10,2,,,,,,,,,,,,,,,,,,,,,,,,
338,11,2,,,,,,,,,,,,,,,,,,,,,,,,
338,12,2,,,,,,,,,,,,,,,,,,,,,,,,
339,1,1,,,,,,,,,,,,,,,,,,,,,,,,
339,2,1,,,,,,,,,,,,,,,,,,,,,,,,
339,3,1,,,,,,,,,,,,,,,,,,,,,,,,
339,4,1,,,,,,,,,,,,,,,,,,,,,,,,
339,5,1,,,,,,,,,,,,,,,,,,,,,,,,
339,6,1,,,,,,,,,,,,,,,,,,,,,,,,
339,7,1,,,,,,,,,,,,,,,,,,,,,,,,
339,9,1,,,,,,,,,,,,,,,,,,,,,,,,
339,10,1,,,,,,,,,,,,,,,,,,,,,,,,
339,11,1,,,,,,,,,,,,,,,,,,,,,,,,
339,12,1,,,,,,,,,,,,,,,,,,,,,,,,
339,13,1,,,,,,,,,,,,,,,,,,,,,,,,
340,1,2,,,,,,,,,,,,,,,,,,,,,,,,
340,2,2,,,,,,,,,,,,,,,,,,,,,,,,
340,3,2,,,,,,,,,,,,,,,,,,,,,,,,
340,4,2,,,,,,,,,,,,,,,,,,,,,,,,
340,5,2,,,,,,,,,,,,,,,,,,,,,,,,
340,6,2,,,,,,,,,,,,,,,,,,,,,,,,
340,7,2,,,,,,,,,,,,,,,,,,,,,,,,
340,8,2,,,,,,,,,,,,,,,,,,,,,,,,
340,9,2,,,,,,,,,,,,,,,,,,,,,,,,
340,10,2,,,,,,,,,,,,,,,,,,,,,,,,
340,11,2,,,,,,,,,,,,,,,,,,,,,,,,
340,12,2,,,,,,,,,,,,,,,,,,,,,,,,
341,1,1,,,,,,,,,,,,,,,,,,,,,,,,
341,2,1,,,,,,,,,,,,,,,,,,,,,,,,
341,3,1,,,,,,,,,,,,,,,,,,,,,,,,
341,4,1,,,,,,,,,,,,,,,,,,,,,,,,
341,5,1,,,,,,,,,,,,,,,,,,,,,,,,
341,6,1,,,,,,,,,,,,,,,,,,,,,,,,
341,7,1,,,,,,,,,,,,,,,,,,,,,,,,
341,8,1,,,,,,,,,,,,,,,,,,,,,,,,
341,9,1,,,,,,,,,,,,,,,,,,,,,,,,
341,10,1,,,,,,,,,,,,,,,,,,,,,,,,
341,11,1,,,,,,,,,,,,,,,,,,,,,,,,
341,12,1,,,,,,,,,,,,,,,,,,,,,,,,
342,1,2,,,,,,,,,,,,,,,,,,,,,,,,
342,3,2,,,,,,,,,,,,,,,,,,,,,,,,
342,4,2,,,,,,,,,,,,,,,,,,,,,,,,
342,5,2,,,,,,,,,,,,,,,,,,,,,,,,
342,6,2,,,,,,,,,,,,,,,,,,,,,,,,
342,7,2,,,,,,,,,,,,,,,,,,,,,,,,
342,8,2,,,,,,,,,,,,,,,,,,,,,,,,
342,9,2,,,,,,,,,,,,,,,,,,,,,,,,
342,10,2,,,,,,,,,,,,,,,,,,,,,,,,
342,11,2,,,,,,,,,,,,,,,,,,,,,,,,
342,12,2,,,,,,,,,,,,,,,,,,,,,,,,
342,13,2,,,,,,,,,,,,,,,,,,,,,,,,
343,1,1,,,,,,,,,,,,,,,,,,,,,,,,
343,2,1,,,,,,,,,,,,,,,,,,,,,,,,
343,3,1,,,,,,,,,,,,,,,,,,,,,,,,
343,4,1,,,,,,,,,,,,,,,,,,,,,,,,
343,6,1,,,,,,,,,,,,,,,,,,,,,,,,
343,7,1,,,,,,,,,,,,,,,,,,,,,,,,
343,8,1,,,,,,,,,,,,,,,,,,,,,,,,
343,9,1,,,,,,,,,,,,,,,,,,,,,,,,
343,10,1,,,,,,,,,,,,,,,,,,,,,,,,
343,11,1,,,,,,,,,,,,,,,,,,,,,,,,
343,12,1,,,,,,,,,,,,,,,,,,,,,,,,
343,13,1,,,,,,,,,,,,,,,,,,,,,,,,
344,1,2,,,,,,,,,,,,,,,,,,,,,,,,
344,2,2,,,,,,,,,,,,,,,,,,,,,,,,
344,3,2,,,,,,,,,,,,,,,,,,,,,,,,
344,4,2,,,,,,,,,,,,,,,,,,,,,,,,
344,5,2,,,,,,,,,,,,,,,,,,,,,,,,
344,6,2,,,,,,,,,,,,,,,,,,,,,,,,
344,7,2,,,,,,,,,,,,,,,,,,,,,,,,
344,8,2,,,,,,,,,,,,,,,,,,,,,,,,
344,9,2,,,,,,,,,,,,,,,,,,,,,,,,
344,10,2,,,,,,,,,,,,,,,,,,,,,,,,
344,11,2,,,,,,,,,,,,,,,,,,,,,,,,
344,12,2,,,,,,,,,,,,,,,,,,,,,,,,
345,1,1,,,,,,,,,,,,,,,,,,,,,,,,
345,2,1,,,,,,,,,,,,,,,,,,,,,,,,
345,3,1,,,,,,,,,,,,,,,,,,,,,,,,
345,4,1,,,,,,,,,,,,,,,,,,,,,,,,
345,5,1,,,,,,,,,,,,,,,,,,,,,,,,
345,6,1,,,,,,,,,,,,,,,,,,,,,,,,
345,7,1,,,,,,,,,,,,,,,,,,,,,,,,
345,8,1,,,,,,,,,,,,,,,,,,,,,,,,
345,9,1,,,,,,,,,,,,,,,,,,,,,,,,
345,10,1,,,,,,,,,,,,,,,,,,,,,,,,
345,11,1,,,,,,,,,,,,,,,,,,,,,,,,
345,12,1,,,,,,,,,,,,,,,,,,,,,,,,
346,1,1,,,,,,,,,,,,,,,,,,,,,,,,
346,2,1,,,,,,,,,,,,,,,,,,,,,,,,
346,3,1,,,,,,,,,,,,,,,,,,,,,,,,
346,4,1,,,,,,,,,,,,,,,,,,,,,,,,
346,5,1,,,,,,,,,,,,,,,,,,,,,,,,
346,6,1,,,,,,,,,,,,,,,,,,,,,,,,
346,7,1,,,,,,,,,,,,,,,,,,,,,,,,
346,8,1,,,,,,,,,,,,,,,,,,,,,,,,
346,9,1,,,,,,,,,,,,,,,,,,,,,,,,
346,10,1,,,,,,,,,,,,,,,,,,,,,,,,
346,11,1,,,,,,,,,,,,,,,,,,,,,,,,
346,12,1,,,,,,,,,,,,,,,,,,,,,,,,
347,1,2,,,,,,,,,,,,,,,,,,,,,,,,
347,2,2,,,,,,,,,,,,,,,,,,,,,,,,
347,3,2,,,,,,,,,,,,,,,,,,,,,,,,
347,4,2,,,,,,,,,,,,,,,,,,,,,,,,
347,6,2,,,,,,,,,,,,,,,,,,,,,,,,
347,7,2,,,,,,,,,,,,,,,,,,,,,,,,
347,8,2,,,,,,,,,,,,,,,,,,,,,,,,
347,9,2,,,,,,,,,,,,,,,,,,,,,,,,
347,10,2,,,,,,,,,,,,,,,,,,,,,,,,
347,11,2,,,,,,,,,,,,,,,,,,,,,,,,
347,12,2,,,,,,,,,,,,,,,,,,,,,,,,
347,13,2,,,,,,,,,,,,,,,,,,,,,,,,
348,1,1,,,,,,,,,,,,,,,,,,,,,,,,
348,2,1,,,,,,,,,,,,,,,,,,,,,,,,
348,3,1,,,,,,,,,,,,,,,,,,,,,,,,
348,4,1,,,,,,,,,,,,,,,,,,,,,,,,
348,5,1,,,,,,,,,,,,,,,,,,,,,,,,
348,6,1,,,,,,,,,,,,,,,,,,,,,,,,
348,7,1,,,,,,,,,,,,,,,,,,,,,,,,
