"grappe","menage","vague","s20cq01","s20cq02","s20cq03","s20cq04","s20cq04_autre","s20cq05","s20cq06","s20cq06_autre","s20cq07a","s20cq07b","s20cq07c","s20cq07d"
305,2,1,1,2,,,,,,,3,3,2,3
305,3,1,2,2,,,,,,,3,3,3,3
305,4,1,1,2,,,,,,,2,3,3,3
305,5,1,3,2,,,,,,,2,2,2,3
305,6,1,2,2,,,,,,,3,3,3,3
305,7,1,2,2,,,,,,,3,3,3,3
305,8,1,2,2,,,,,,,3,3,3,3
305,9,1,3,2,,,,,,,4,2,5,1
305,10,1,2,2,,,,,,,3,3,4,1
305,11,1,2,2,,,,,,,2,2,2,2
305,12,1,1,2,,,,,,,4,4,4,3
306,1,2,3,1,1,3,,1,,,3,3,3,3
306,2,2,1,2,,,,,,,3,3,3,3
306,3,2,3,2,,,,,,,4,2,2,2
306,4,2,3,2,,,,,,,4,2,2,2
306,5,2,2,2,,,,,,,2,2,2,2
306,6,2,1,2,,,,,,,1,2,1,1
306,7,2,1,2,,,,,,,4,4,3,3
306,9,2,2,2,,,,,,,1,1,1,1
306,11,2,3,2,,,,,,,4,2,2,2
306,13,2,4,2,,,,,,,4,3,3,3
306,14,2,3,2,,,,,,,3,3,3,1
306,15,2,2,2,,,,,,,1,2,2,2
307,1,1,1,2,,,,,,,3,3,3,2
307,2,1,2,2,,,,,,,1,1,4,1
307,3,1,2,2,,,,,,,1,1,1,2
307,4,1,2,2,,,,,,,3,3,3,3
307,5,1,2,2,,,,,,,2,2,2,2
307,6,1,3,2,,,,,,,5,5,5,2
307,7,1,2,2,,,,,,,3,3,3,3
307,8,1,2,2,,,,,,,3,3,3,3
307,9,1,2,2,,,,,,,3,2,3,2
307,10,1,2,2,,,,,,,2,2,2,3
307,11,1,2,2,,,,,,,2,3,5,2
307,12,1,2,2,,,,,,,2,2,2,3
308,1,2,3,2,,,,,,,3,3,3,3
308,2,2,1,2,,,,,,,5,5,1,1
308,3,2,1,2,,,,,,,1,1,2,1
308,4,2,4,2,,,,,,,5,5,4,4
308,5,2,2,2,,,,,,,1,1,1,1
308,6,2,4,2,,,,,,,5,5,2,2
308,7,2,4,2,,,,,,,5,5,4,3
308,8,2,3,2,,,,,,,5,5,3,2
308,9,2,4,2,,,,,,,4,4,4,2
308,10,2,4,2,,,,,,,1,1,2,1
308,11,2,3,2,,,,,,,2,2,2,2
308,12,2,3,2,,,,,,,4,4,4,4
309,1,1,4,2,,,,,,,4,2,4,4
309,2,1,2,2,,,,,,,2,2,2,3
309,3,1,3,2,,,,,,,4,3,4,4
309,4,1,2,2,,,,,,,4,4,4,4
309,5,1,4,2,,,,,,,5,5,5,3
309,6,1,2,2,,,,,,,3,3,3,3
309,7,1,4,2,,,,,,,4,4,5,3
309,8,1,1,2,,,,,,,1,1,1,1
309,9,1,1,2,,,,,,,2,2,2,1
309,10,1,1,2,,,,,,,3,3,3,3
309,11,1,2,2,,,,,,,1,1,1,1
309,12,1,3,2,,,,,,,4,4,4,3
310,1,2,2,2,,,,,,,3,3,3,3
310,2,2,3,2,,,,,,,4,4,4,2
310,3,2,4,2,,,,,,,5,5,2,1
310,4,2,3,1,1,3,,2,4,,3,3,3,1
310,5,2,4,2,,,,,,,5,5,4,3
310,6,2,4,2,,,,,,,3,3,3,3
310,7,2,1,2,,,,,,,1,1,2,1
310,8,2,1,2,,,,,,,5,5,2,2
310,9,2,2,2,,,,,,,3,3,3,3
310,10,2,4,2,,,,,,,1,1,4,2
310,11,2,1,2,,,,,,,3,3,3,3
310,12,2,2,2,,,,,,,3,3,3,3
311,2,1,3,2,,,,,,,3,3,3,3
311,4,1,3,2,,,,,,,4,4,4,3
311,7,1,3,2,,,,,,,3,3,3,3
311,8,1,2,2,,,,,,,3,3,3,3
311,9,1,3,2,,,,,,,3,3,3,3
311,10,1,3,2,,,,,,,3,3,3,3
311,11,1,2,2,,,,,,,2,2,2,2
311,12,1,3,2,,,,,,,3,3,3,3
311,13,1,2,2,,,,,,,3,3,3,3
311,14,1,3,2,,,,,,,3,3,3,3
311,15,1,4,2,,,,,,,3,3,3,3
311,16,1,3,2,,,,,,,3,3,3,3
312,1,2,1,1,2,3,,1,,,2,2,2,1
312,2,2,2,2,,,,,,,3,1,3,3
312,3,2,1,2,,,,,,,5,5,5,5
312,4,2,2,2,,,,,,,2,2,2,2
312,5,2,2,2,,,,,,,2,2,3,2
312,6,2,4,2,,,,,,,4,2,3,3
312,7,2,3,2,,,,,,,3,2,2,2
312,9,2,2,2,,,,,,,2,1,2,2
312,10,2,1,2,,,,,,,3,3,3,3
312,11,2,3,2,,,,,,,2,2,2,3
312,12,2,2,2,,,,,,,2,1,2,2
312,13,2,2,2,,,,,,,3,3,3,3
313,1,1,2,2,,,,,,,1,1,5,1
313,2,1,2,2,,,,,,,2,2,4,1
313,5,1,2,2,,,,,,,3,3,3,3
313,6,1,3,2,,,,,,,3,3,3,3
313,7,1,1,2,,,,,,,3,2,5,1
313,8,1,2,2,,,,,,,2,2,4,2
313,9,1,1,2,,,,,,,1,1,2,1
313,11,1,3,2,,,,,,,3,3,3,3
313,12,1,2,2,,,,,,,3,3,3,3
313,13,1,2,2,,,,,,,3,3,3,3
313,14,1,2,2,,,,,,,2,1,3,1
314,1,2,1,2,,,,,,,5,5,3,3
314,2,2,3,2,,,,,,,1,1,1,1
314,3,2,3,2,,,,,,,5,5,5,2
314,4,2,2,2,,,,,,,4,4,4,4
314,5,2,4,2,,,,,,,4,4,3,3
314,6,2,4,2,,,,,,,4,4,3,3
314,7,2,4,2,,,,,,,4,4,4,4
314,8,2,3,2,,,,,,,2,2,2,2
314,9,2,3,2,,,,,,,5,5,3,2
314,10,2,3,2,,,,,,,4,4,4,3
314,11,2,3,2,,,,,,,5,5,3,1
314,12,2,3,2,,,,,,,5,4,3,2
315,2,1,3,2,,,,,,,2,1,4,1
315,3,1,2,2,,,,,,,1,1,1,1
315,4,1,1,2,,,,,,,2,1,4,1
315,5,1,2,2,,,,,,,4,4,4,4
315,6,1,3,2,,,,,,,5,3,3,3
315,7,1,2,2,,,,,,,2,2,2,2
315,9,1,2,2,,,,,,,3,3,2,2
315,10,1,1,2,,,,,,,1,1,1,1
315,11,1,3,2,,,,,,,3,2,2,4
315,12,1,3,2,,,,,,,2,1,1,1
316,1,2,2,2,,,,,,,1,1,1,1
316,2,2,2,2,,,,,,,2,2,2,2
316,3,2,2,2,,,,,,,1,1,2,1
316,4,2,1,2,,,,,,,1,1,1,1
316,5,2,2,2,,,,,,,3,2,3,3
316,6,2,2,1,1,3,,2,1,,3,3,3,3
316,7,2,1,2,,,,,,,3,2,1,1
316,8,2,1,2,,,,,,,1,1,1,1
316,9,2,1,2,,,,,,,3,3,2,2
316,10,2,2,2,,,,,,,2,2,4,1
316,12,2,1,2,,,,,,,1,1,4,1
316,13,2,1,2,,,,,,,1,1,1,1
317,1,1,4,2,,,,,,,4,4,4,4
317,2,1,2,2,,,,,,,3,3,4,2
317,3,1,3,2,,,,,,,2,2,3,3
317,4,1,1,2,,,,,,,2,2,5,4
317,5,1,2,2,,,,,,,3,3,4,3
317,6,1,3,2,,,,,,,3,3,3,3
317,7,1,3,2,,,,,,,2,2,2,2
317,8,1,2,2,,,,,,,4,2,2,2
317,9,1,3,2,,,,,,,3,3,3,3
317,10,1,3,2,,,,,,,3,3,3,3
317,11,1,2,2,,,,,,,4,4,4,3
317,12,1,2,2,,,,,,,4,4,3,3
318,1,2,3,2,,,,,,,4,4,3,3
318,2,2,3,2,,,,,,,2,2,2,2
318,3,2,2,2,,,,,,,2,2,3,2
318,4,2,5,2,,,,,,,1,1,2,1
318,5,2,3,2,,,,,,,3,2,4,2
318,6,2,2,2,,,,,,,1,1,1,1
318,7,2,2,2,,,,,,,2,2,3,2
318,8,2,2,2,,,,,,,1,1,3,1
318,9,2,1,2,,,,,,,1,2,2,2
318,10,2,3,2,,,,,,,3,2,2,3
318,11,2,2,2,,,,,,,2,2,3,2
318,13,2,2,2,,,,,,,2,2,2,2
319,1,1,1,2,,,,,,,1,1,2,2
319,2,1,2,2,,,,,,,1,1,1,1
319,3,1,2,2,,,,,,,1,1,1,1
319,4,1,3,2,,,,,,,3,3,3,2
319,5,1,1,2,,,,,,,2,2,3,2
319,7,1,4,2,,,,,,,4,3,4,2
319,8,1,1,2,,,,,,,1,1,4,3
319,9,1,4,1,1,3,,2,2,,4,5,5,5
319,10,1,1,2,,,,,,,1,1,1,1
319,11,1,4,2,,,,,,,4,4,4,3
320,1,2,2,2,,,,,,,2,2,3,3
320,2,2,2,2,,,,,,,1,1,1,1
320,3,2,2,2,,,,,,,2,2,3,2
320,4,2,3,2,,,,,,,4,2,2,2
320,5,2,2,2,,,,,,,2,2,3,2
320,6,2,3,2,,,,,,,4,4,3,4
320,7,2,1,2,,,,,,,1,1,1,1
320,8,2,3,2,,,,,,,4,3,3,3
320,9,2,2,2,,,,,,,1,1,1,1
320,10,2,3,2,,,,,,,3,2,3,2
320,11,2,2,2,,,,,,,2,2,2,1
320,12,2,2,2,,,,,,,2,2,2,2
321,1,1,2,2,,,,,,,3,3,4,3
321,4,1,2,2,,,,,,,2,2,2,2
321,5,1,1,2,,,,,,,2,1,5,4
321,6,1,1,2,,,,,,,1,1,1,2
321,7,1,2,2,,,,,,,1,1,2,3
321,8,1,3,2,,,,,,,3,3,4,3
321,9,1,3,2,,,,,,,1,1,4,2
321,10,1,1,2,,,,,,,1,1,4,2
321,11,1,3,2,,,,,,,2,2,3,2
321,12,1,3,2,,,,,,,2,2,4,2
322,1,2,2,2,,,,,,,2,1,2,2
322,2,2,2,2,,,,,,,2,1,3,3
322,3,2,4,2,,,,,,,2,2,2,2
322,4,2,3,2,,,,,,,3,3,3,3
322,6,2,4,2,,,,,,,2,2,2,1
322,7,2,4,2,,,,,,,1,2,2,1
322,8,2,3,2,,,,,,,2,2,2,3
322,9,2,2,2,,,,,,,3,3,3,3
322,10,2,3,1,1,3,,2,1,,1,1,2,1
322,11,2,3,2,,,,,,,1,2,2,2
322,12,2,3,2,,,,,,,2,3,3,3
322,13,2,3,1,1,2,,1,,,3,3,3,3
323,1,1,3,2,,,,,,,1,1,4,2
323,2,1,4,1,3,3,,1,,,4,3,3,1
323,3,1,2,2,,,,,,,1,1,2,2
323,4,1,3,2,,,,,,,2,1,2,2
323,5,1,2,2,,,,,,,2,1,2,1
323,6,1,1,2,,,,,,,4,4,4,3
323,8,1,3,2,,,,,,,2,2,4,3
323,9,1,3,2,,,,,,,2,2,4,2
323,10,1,2,2,,,,,,,3,3,4,2
323,11,1,3,2,,,,,,,2,1,1,1
323,12,1,2,2,,,,,,,2,1,2,3
323,13,1,3,2,,,,,,,3,1,3,3
324,1,2,2,2,,,,,,,3,2,2,2
324,2,2,1,2,,,,,,,3,3,3,3
324,3,2,2,1,1,3,,2,1,,1,1,2,1
324,5,2,3,2,,,,,,,1,1,2,2
324,10,2,2,2,,,,,,,3,3,3,3
324,11,2,2,2,,,,,,,2,2,2,3
324,13,2,1,2,,,,,,,1,1,1,1
324,14,2,3,2,,,,,,,1,1,3,1
324,15,2,2,2,,,,,,,2,2,3,2
324,16,2,2,2,,,,,,,2,2,3,1
324,17,2,2,2,,,,,,,2,2,3,2
324,18,2,2,2,,,,,,,2,2,2,2
325,2,1,3,2,,,,,,,2,1,2,2
325,3,1,3,2,,,,,,,2,2,5,2
325,5,1,3,2,,,,,,,2,2,3,4
325,6,1,3,2,,,,,,,2,2,4,3
325,7,1,3,2,,,,,,,2,1,4,1
325,8,1,2,2,,,,,,,3,2,4,2
325,9,1,3,2,,,,,,,3,3,4,3
325,10,1,3,2,,,,,,,2,1,2,2
325,11,1,3,2,,,,,,,4,1,2,2
325,12,1,2,2,,,,,,,3,3,4,2
325,13,1,2,2,,,,,,,2,2,3,1
325,14,1,4,2,,,,,,,3,2,5,2
326,1,2,2,2,,,,,,,2,2,4,4
326,2,2,1,2,,,,,,,3,4,4,4
326,3,2,1,2,,,,,,,1,1,3,1
326,4,2,2,2,,,,,,,3,3,4,3
326,5,2,2,2,,,,,,,3,3,3,4
326,6,2,1,2,,,,,,,3,4,4,3
326,10,2,4,2,,,,,,,2,1,4,2
326,12,2,2,2,,,,,,,2,2,2,2
326,13,2,3,2,,,,,,,1,1,1,1
326,14,2,2,2,,,,,,,1,1,3,3
326,15,2,2,2,,,,,,,1,1,3,3
326,16,2,4,2,,,,,,,4,4,5,3
327,1,1,2,2,,,,,,,2,2,4,4
327,2,1,2,2,,,,,,,2,4,2,1
327,6,1,4,2,,,,,,,5,3,5,2
327,7,1,3,2,,,,,,,2,2,4,4
327,8,1,4,1,1,3,,2,1,,2,1,1,1
327,9,1,3,2,,,,,,,4,4,4,3
327,10,1,3,2,,,,,,,2,2,4,4
327,13,1,3,1,1,3,,1,,,4,3,4,3
327,15,1,3,2,,,,,,,1,1,4,2
327,16,1,3,2,,,,,,,1,1,4,4
328,3,2,2,2,,,,,,,1,1,4,1
328,4,2,3,2,,,,,,,2,4,2,4
328,5,2,3,2,,,,,,,2,2,4,3
328,6,2,3,2,,,,,,,3,3,4,3
328,7,2,3,2,,,,,,,2,2,2,1
328,8,2,4,2,,,,,,,2,3,2,3
328,9,2,3,2,,,,,,,2,2,2,2
328,10,2,3,2,,,,,,,1,1,4,2
328,11,2,3,2,,,,,,,2,2,4,2
328,12,2,3,2,,,,,,,2,2,4,3
328,13,2,3,2,,,,,,,2,2,2,2
328,14,2,2,2,,,,,,,1,1,4,1
329,1,1,3,2,,,,,,,2,1,2,2
329,3,1,4,1,1,3,,2,2,,3,4,5,3
329,4,1,3,2,,,,,,,2,1,2,2
329,5,1,3,2,,,,,,,2,1,2,2
329,6,1,3,2,,,,,,,2,1,2,1
329,7,1,4,2,,,,,,,3,3,4,4
329,8,1,3,2,,,,,,,4,4,4,4
329,9,1,4,1,1,3,,2,2,,5,5,4,4
329,10,1,2,2,,,,,,,1,1,2,1
329,11,1,4,2,,,,,,,2,2,4,4
329,12,1,4,2,,,,,,,1,1,4,4
329,13,1,3,2,,,,,,,4,4,4,3
330,1,2,2,2,,,,,,,1,1,2,2
330,4,2,3,2,,,,,,,2,1,1,1
330,6,2,2,2,,,,,,,1,1,2,2
330,7,2,1,2,,,,,,,1,1,3,3
330,8,2,1,2,,,,,,,3,3,3,3
330,10,2,2,2,,,,,,,1,1,4,2
330,11,2,2,2,,,,,,,2,2,2,2
330,12,2,2,2,,,,,,,4,4,4,4
330,13,2,3,2,,,,,,,1,1,1,1
330,14,2,3,2,,,,,,,3,3,3,3
330,15,2,2,2,,,,,,,2,2,2,2
330,16,2,1,2,,,,,,,3,3,3,3
331,1,1,3,2,,,,,,,2,2,4,3
331,2,1,2,2,,,,,,,2,1,3,1
331,3,1,4,2,,,,,,,4,1,5,3
331,4,1,4,1,1,3,,2,2,,5,2,2,2
331,5,1,2,2,,,,,,,2,3,3,3
331,6,1,4,2,,,,,,,2,2,4,3
331,8,1,3,2,,,,,,,2,1,2,2
331,11,1,3,2,,,,,,,2,1,2,2
331,12,1,2,2,,,,,,,2,1,3,3
331,13,1,3,2,,,,,,,3,3,4,2
331,14,1,4,2,,,,,,,3,3,4,3
331,15,1,2,2,,,,,,,2,1,2,2
332,2,2,2,2,,,,,,,2,2,2,2
332,3,2,3,2,,,,,,,3,3,3,3
332,4,2,2,2,,,,,,,1,1,3,1
332,6,2,2,2,,,,,,,2,2,3,2
332,7,2,1,2,,,,,,,1,1,3,1
332,8,2,4,2,,,,,,,2,2,2,2
332,9,2,2,2,,,,,,,1,1,2,1
332,12,2,2,2,,,,,,,2,2,3,2
332,13,2,3,2,,,,,,,3,3,3,3
332,14,2,3,2,,,,,,,2,2,2,2
332,15,2,2,2,,,,,,,1,1,2,1
332,16,2,2,2,,,,,,,2,2,3,2
333,1,1,1,2,,,,,,,1,1,2,1
333,2,1,2,2,,,,,,,3,3,5,5
333,3,1,2,2,,,,,,,2,1,4,1
333,5,1,2,2,,,,,,,2,3,4,1
333,6,1,1,2,,,,,,,2,1,2,3
333,7,1,2,2,,,,,,,1,1,2,1
333,13,1,2,2,,,,,,,1,1,1,1
333,14,1,3,2,,,,,,,3,3,4,1
333,15,1,3,2,,,,,,,2,1,2,2
333,16,1,2,2,,,,,,,2,2,4,2
333,17,1,4,2,,,,,,,3,2,4,2
333,18,1,1,2,,,,,,,1,1,1,1
334,1,2,2,2,,,,,,,3,3,3,3
334,2,2,2,2,,,,,,,1,1,4,1
334,3,2,2,2,,,,,,,2,2,2,2
334,4,2,2,2,,,,,,,2,2,2,2
334,5,2,2,2,,,,,,,4,3,4,3
334,6,2,2,2,,,,,,,3,3,3,2
334,7,2,3,2,,,,,,,3,3,3,3
334,8,2,2,2,,,,,,,1,1,2,1
334,10,2,3,2,,,,,,,2,2,2,2
334,12,2,2,2,,,,,,,1,1,4,1
334,13,2,3,2,,,,,,,2,2,3,2
334,14,2,1,2,,,,,,,1,1,1,1
335,1,1,1,2,,,,,,,2,1,1,1
335,2,1,3,2,,,,,,,1,1,5,3
335,3,1,2,2,,,,,,,1,1,4,1
335,4,1,2,2,,,,,,,2,3,4,1
335,5,1,1,2,,,,,,,5,2,2,1
335,6,1,2,2,,,,,,,4,4,4,3
335,7,1,3,2,,,,,,,4,3,4,1
335,8,1,1,2,,,,,,,2,2,4,1
335,9,1,2,2,,,,,,,3,3,4,2
335,10,1,1,2,,,,,,,2,1,2,1
335,11,1,1,2,,,,,,,3,2,4,2
335,12,1,1,2,,,,,,,1,1,1,1
336,2,2,4,2,,,,,,,1,1,4,1
336,3,2,2,2,,,,,,,3,3,3,1
336,4,2,2,2,,,,,,,2,2,2,2
336,6,2,2,2,,,,,,,4,4,3,2
336,7,2,3,2,,,,,,,2,2,2,2
336,8,2,2,2,,,,,,,3,3,3,2
336,9,2,1,2,,,,,,,1,1,4,1
336,11,2,3,2,,,,,,,2,2,2,2
336,12,2,1,2,,,,,,,1,1,4,2
336,13,2,3,2,,,,,,,2,2,2,2
336,14,2,4,2,,,,,,,1,1,1,1
336,15,2,2,2,,,,,,,3,3,3,1
337,1,1,1,2,,,,,,,1,1,3,1
337,2,1,3,2,,,,,,,2,1,2,2
337,3,1,3,2,,,,,,,2,2,2,1
337,4,1,3,2,,,,,,,2,2,2,2
337,5,1,2,2,,,,,,,2,1,4,2
337,7,1,2,2,,,,,,,2,2,3,1
337,8,1,3,2,,,,,,,2,1,4,2
337,9,1,1,2,,,,,,,1,1,2,1
337,10,1,2,2,,,,,,,2,2,4,1
337,11,1,3,2,,,,,,,2,2,4,3
337,12,1,1,2,,,,,,,1,1,2,1
337,13,1,2,2,,,,,,,4,2,3,3
338,1,2,3,2,,,,,,,4,4,4,4
338,2,2,4,2,,,,,,,4,4,4,4
338,3,2,2,2,,,,,,,1,1,1,1
338,4,2,3,2,,,,,,,4,4,4,4
338,5,2,2,2,,,,,,,2,2,3,3
338,6,2,2,2,,,,,,,2,2,3,3
338,7,2,1,2,,,,,,,1,1,1,1
338,8,2,2,2,,,,,,,1,1,3,2
338,9,2,2,2,,,,,,,1,1,2,2
338,10,2,1,2,,,,,,,1,1,1,1
338,11,2,1,2,,,,,,,1,1,1,1
338,12,2,3,2,,,,,,,4,4,4,4
339,1,1,2,2,,,,,,,4,4,4,1
339,2,1,4,2,,,,,,,5,4,4,2
339,3,1,1,2,,,,,,,2,2,2,1
339,4,1,1,2,,,,,,,2,1,3,1
339,5,1,1,2,,,,,,,2,2,4,2
339,6,1,2,2,,,,,,,2,2,4,2
339,7,1,1,2,,,,,,,2,2,2,2
339,9,1,3,2,,,,,,,5,4,4,3
339,10,1,1,2,,,,,,,4,3,4,1
339,11,1,1,2,,,,,,,4,4,4,3
339,12,1,1,2,,,,,,,2,2,4,1
339,13,1,2,2,,,,,,,2,2,2,1
340,1,2,2,2,,,,,,,1,1,2,2
340,2,2,2,2,,,,,,,3,3,3,3
340,3,2,2,2,,,,,,,3,3,3,3
340,4,2,2,2,,,,,,,2,2,2,2
340,5,2,3,2,,,,,,,2,2,2,2
340,6,2,4,2,,,,,,,4,4,4,4
340,7,2,2,2,,,,,,,1,1,1,1
340,8,2,2,2,,,,,,,2,2,3,2
340,9,2,2,2,,,,,,,2,2,3,2
340,10,2,1,2,,,,,,,1,1,1,1
340,11,2,1,2,,,,,,,1,1,2,2
340,12,2,1,2,,,,,,,1,1,1,1
341,1,1,4,2,,,,,,,4,4,4,4
341,2,1,2,2,,,,,,,3,3,3,3
341,3,1,4,2,,,,,,,4,4,4,4
341,4,1,2,2,,,,,,,2,3,5,3
341,5,1,4,2,,,,,,,4,4,4,3
341,6,1,4,2,,,,,,,4,4,4,1
341,7,1,3,2,,,,,,,3,3,3,3
341,8,1,4,2,,,,,,,3,2,2,2
341,9,1,2,2,,,,,,,3,3,3,3
341,10,1,1,2,,,,,,,1,1,1,1
341,11,1,3,2,,,,,,,2,2,2,1
341,12,1,2,2,,,,,,,3,2,3,2
342,1,2,3,2,,,,,,,4,4,4,4
342,3,2,1,2,,,,,,,1,1,1,1
342,4,2,2,2,,,,,,,2,2,3,3
342,5,2,3,2,,,,,,,4,4,4,4
342,6,2,1,2,,,,,,,2,2,3,3
342,7,2,2,2,,,,,,,1,1,2,1
342,8,2,4,2,,,,,,,3,2,4,4
342,9,2,3,2,,,,,,,3,3,3,3
342,10,2,3,2,,,,,,,2,2,2,1
342,11,2,1,2,,,,,,,3,3,4,3
342,12,2,1,2,,,,,,,2,2,1,1
342,13,2,2,2,,,,,,,3,3,2,2
343,1,1,3,2,,,,,,,3,3,3,2
343,2,1,4,2,,,,,,,2,2,3,3
343,3,1,2,2,,,,,,,3,3,3,3
343,4,1,2,2,,,,,,,2,2,4,2
343,6,1,2,2,,,,,,,3,3,3,3
343,7,1,4,2,,,,,,,2,2,1,1
343,8,1,2,2,,,,,,,1,1,4,1
343,9,1,2,2,,,,,,,1,1,1,1
343,10,1,2,2,,,,,,,3,3,3,3
343,11,1,1,2,,,,,,,3,3,4,4
343,12,1,1,2,,,,,,,2,2,2,2
343,13,1,2,2,,,,,,,3,2,3,3
344,1,2,2,2,,,,,,,1,1,1,1
344,2,2,2,2,,,,,,,3,2,3,3
344,3,2,1,2,,,,,,,1,1,1,1
344,4,2,2,2,,,,,,,3,2,4,3
344,5,2,1,2,,,,,,,2,2,2,1
344,6,2,2,2,,,,,,,3,3,3,3
344,7,2,1,2,,,,,,,1,1,1,1
344,8,2,1,2,,,,,,,1,1,1,1
344,9,2,2,2,,,,,,,4,4,4,4
344,10,2,2,2,,,,,,,3,2,3,3
344,11,2,1,2,,,,,,,5,5,5,5
344,12,2,1,2,,,,,,,3,3,3,1
345,1,1,2,2,,,,,,,3,2,2,1
345,2,1,2,2,,,,,,,2,2,2,2
345,3,1,2,2,,,,,,,2,3,5,5
345,4,1,2,2,,,,,,,3,3,4,4
345,5,1,4,2,,,,,,,2,2,2,1
345,6,1,2,2,,,,,,,4,4,4,4
345,7,1,2,2,,,,,,,4,4,3,3
345,8,1,2,2,,,,,,,1,1,2,1
345,9,1,2,2,,,,,,,4,4,4,4
345,10,1,3,2,,,,,,,4,4,4,2
345,11,1,2,2,,,,,,,2,3,3,3
345,12,1,3,2,,,,,,,3,3,3,1
346,1,1,2,2,,,,,,,3,3,3,3
346,2,1,2,2,,,,,,,3,3,4,4
346,3,1,3,2,,,,,,,3,3,3,3
346,4,1,2,2,,,,,,,3,3,3,3
346,5,1,4,2,,,,,,,4,3,4,2
346,6,1,3,2,,,,,,,2,3,4,4
346,7,1,2,2,,,,,,,3,3,3,3
346,8,1,4,2,,,,,,,2,2,4,1
346,9,1,4,2,,,,,,,5,2,5,2
346,10,1,3,2,,,,,,,3,3,3,4
346,11,1,3,2,,,,,,,3,3,3,3
346,12,1,2,2,,,,,,,3,2,3,3
347,1,2,1,2,,,,,,,1,1,1,1
347,2,2,2,2,,,,,,,3,2,3,3
347,3,2,2,2,,,,,,,2,3,4,2
347,4,2,4,1,1,3,,1,,,2,2,2,1
347,6,2,2,2,,,,,,,2,2,2,1
347,7,2,2,2,,,,,,,2,2,1,1
347,8,2,2,2,,,,,,,2,3,3,3
347,9,2,2,2,,,,,,,3,2,3,3
347,10,2,2,2,,,,,,,3,3,3,2
347,11,2,2,2,,,,,,,2,2,2,1
347,12,2,1,2,,,,,,,3,3,1,1
347,13,2,2,2,,,,,,,4,4,3,3
348,1,1,2,2,,,,,,,3,3,3,3
348,2,1,1,2,,,,,,,3,3,3,3
348,3,1,2,2,,,,,,,2,1,3,2
348,4,1,3,2,,,,,,,2,2,2,4
348,5,1,1,2,,,,,,,1,1,1,1
348,6,1,3,2,,,,,,,3,3,3,3
348,7,1,2,2,,,,,,,3,3,3,3
348,8,1,4,2,,,,,,,4,4,3,2
348,9,1,1,2,,,,,,,4,4,4,4
348,10,1,2,2,,,,,,,1,1,1,1
348,11,1,1,2,,,,,,,2,2,3,3
348,12,1,2,2,,,,,,,1,1,3,2
349,1,2,2,2,,,,,,,3,3,2,3
349,2,2,2,2,,,,,,,2,2,2,3
349,3,2,2,2,,,,,,,1,1,1,1
349,5,2,2,2,,,,,,,3,1,3,4
349,6,2,2,2,,,,,,,3,3,3,3
349,7,2,1,2,,,,,,,2,2,2,1
349,8,2,1,2,,,,,,,4,4,3,4
349,9,2,1,2,,,,,,,1,1,1,1
349,10,2,1,2,,,,,,,1,1,1,1
349,11,2,4,2,,,,,,,1,1,5,1
349,12,2,2,2,,,,,,,3,2,3,3
349,13,2,4,2,,,,,,,1,1,5,1
350,1,1,2,2,,,,,,,3,3,3,3
350,2,1,3,2,,,,,,,3,2,3,3
350,3,1,4,2,,,,,,,3,3,3,3
350,4,1,4,2,,,,,,,4,3,3,3
350,5,1,1,2,,,,,,,3,3,3,4
350,6,1,4,2,,,,,,,4,4,4,1
350,7,1,2,2,,,,,,,3,3,3,3
350,8,1,2,2,,,,,,,3,3,3,2
350,9,1,2,2,,,,,,,3,3,3,3
350,10,1,3,2,,,,,,,2,2,2,1
350,11,1,3,2,,,,,,,4,4,4,3
350,12,1,4,2,,,,,,,1,1,1,1
351,1,2,3,2,,,,,,,5,5,4,4
351,2,2,2,2,,,,,,,4,3,3,3
351,3,2,2,2,,,,,,,3,2,2,2
351,4,2,2,2,,,,,,,3,3,3,3
351,5,2,2,2,,,,,,,3,3,3,3
351,6,2,2,2,,,,,,,2,2,2,2
351,7,2,2,2,,,,,,,3,3,3,3
351,8,2,2,2,,,,,,,3,3,3,2
351,9,2,2,2,,,,,,,3,3,3,3
351,10,2,2,2,,,,,,,3,3,3,3
351,11,2,3,2,,,,,,,3,3,3,3
351,13,2,1,2,,,,,,,4,4,5,4
352,1,2,2,2,,,,,,,3,3,3,3
352,2,2,2,2,,,,,,,4,4,3,3
352,3,2,4,1,2,3,,1,,,1,1,3,3
352,4,2,3,1,1,3,,1,,,1,1,4,2
352,5,2,3,2,,,,,,,2,2,1,1
352,6,2,2,2,,,,,,,1,1,1,3
352,7,2,4,2,,,,,,,1,1,1,1
352,8,2,3,2,,,,,,,4,4,3,3
352,9,2,2,2,,,,,,,3,3,3,3
352,10,2,3,2,,,,,,,4,4,4,2
352,11,2,4,2,,,,,,,4,4,4,4
352,12,2,2,2,,,,,,,3,3,3,3
353,1,1,2,2,,,,,,,2,2,2,2
353,2,1,2,2,,,,,,,1,1,2,2
353,3,1,2,2,,,,,,,5,1,4,1
353,4,1,2,2,,,,,,,2,2,2,1
353,5,1,2,2,,,,,,,4,1,3,1
353,6,1,2,2,,,,,,,1,1,2,1
353,7,1,2,2,,,,,,,4,2,5,2
353,8,1,2,2,,,,,,,4,2,4,1
353,9,1,2,2,,,,,,,2,2,2,2
353,10,1,2,2,,,,,,,2,2,2,1
