"grappe","menage","vague","s20cq01","s20cq02","s20cq03","s20cq04","s20cq04_autre","s20cq05","s20cq06","s20cq06_autre","s20cq07a","s20cq07b","s20cq07c","s20cq07d"
50,6,2,2,2,,,,,,,2,2,2,2
50,7,2,3,2,,,,,,,2,2,3,3
50,8,2,2,2,,,,,,,3,3,3,3
50,9,2,2,2,,,,,,,3,2,3,1
50,11,2,3,2,,,,,,,4,4,4,4
50,12,2,2,2,,,,,,,3,2,3,2
50,13,2,3,2,,,,,,,3,3,3,3
51,1,1,2,2,,,,,,,1,1,4,2
51,3,1,3,2,,,,,,,3,3,4,1
51,4,1,3,2,,,,,,,3,3,3,3
51,5,1,3,2,,,,,,,3,3,3,3
51,7,1,3,2,,,,,,,3,3,3,3
51,8,1,2,2,,,,,,,2,3,2,3
51,10,1,3,2,,,,,,,3,2,2,2
51,11,1,3,2,,,,,,,3,3,4,2
51,12,1,4,2,,,,,,,2,1,4,2
51,13,1,3,2,,,,,,,2,3,2,3
51,14,1,2,2,,,,,,,2,2,3,2
52,1,2,4,2,,,,,,,4,4,4,4
52,3,2,3,2,,,,,,,2,2,3,3
52,4,2,3,2,,,,,,,2,3,3,3
52,5,2,4,2,,,,,,,4,4,5,5
52,6,2,4,2,,,,,,,4,4,3,3
52,7,2,4,2,,,,,,,2,2,3,3
52,8,2,4,2,,,,,,,2,2,2,2
52,10,2,3,2,,,,,,,3,3,3,3
52,11,2,3,2,,,,,,,3,3,4,4
52,12,2,3,2,,,,,,,2,3,3,3
52,13,2,4,2,,,,,,,2,2,3,3
52,14,2,4,1,1,1,,1,,,3,3,4,3
53,2,1,1,2,,,,,,,1,1,1,1
53,5,1,3,2,,,,,,,4,4,5,2
53,6,1,4,2,,,,,,,5,5,5,2
53,8,1,3,2,,,,,,,3,3,3,3
53,9,1,4,2,,,,,,,2,2,4,3
53,10,1,4,2,,,,,,,2,2,2,3
53,11,1,4,2,,,,,,,2,1,4,2
53,12,1,3,2,,,,,,,3,3,3,3
53,13,1,3,2,,,,,,,3,3,4,3
53,14,1,3,2,,,,,,,4,4,4,4
53,15,1,3,2,,,,,,,3,3,3,3
53,16,1,3,2,,,,,,,2,3,2,2
54,1,2,3,2,,,,,,,2,3,2,2
54,2,2,2,2,,,,,,,4,4,4,4
54,3,2,2,2,,,,,,,2,2,4,3
54,4,2,3,2,,,,,,,4,4,4,4
54,5,2,3,2,,,,,,,4,4,4,4
54,6,2,4,2,,,,,,,4,4,4,1
54,7,2,4,2,,,,,,,4,2,4,2
54,8,2,3,2,,,,,,,3,1,2,4
54,9,2,3,2,,,,,,,2,3,2,3
54,10,2,4,2,,,,,,,4,4,4,4
54,11,2,3,2,,,,,,,3,3,3,3
54,12,2,3,2,,,,,,,3,3,3,3
55,1,1,1,2,,,,,,,5,5,5,2
55,2,1,3,2,,,,,,,5,4,4,2
55,3,1,4,2,,,,,,,3,3,3,3
55,4,1,4,2,,,,,,,4,4,4,4
55,5,1,3,2,,,,,,,2,2,1,1
55,6,1,4,2,,,,,,,4,4,4,4
55,7,1,3,2,,,,,,,2,2,2,3
55,8,1,4,2,,,,,,,3,3,3,3
55,9,1,1,2,,,,,,,3,3,1,2
55,10,1,2,2,,,,,,,4,4,4,2
55,11,1,4,2,,,,,,,3,3,3,3
55,12,1,1,2,,,,,,,5,3,5,1
56,1,2,3,2,,,,,,,4,4,2,3
56,2,2,4,2,,,,,,,4,4,3,4
56,3,2,4,2,,,,,,,3,3,4,3
56,4,2,4,2,,,,,,,5,5,4,4
56,5,2,3,2,,,,,,,4,4,3,3
56,7,2,4,1,2,3,,1,,,4,4,4,3
56,9,2,3,2,,,,,,,3,3,3,3
56,10,2,4,2,,,,,,,4,4,4,4
56,11,2,3,1,2,1,,2,1,,3,2,4,4
56,12,2,3,2,,,,,,,3,3,3,3
56,13,2,4,2,,,,,,,4,4,4,3
56,14,2,2,2,,,,,,,2,1,2,3
57,1,1,3,2,,,,,,,4,4,2,2
57,2,1,4,2,,,,,,,4,4,4,4
57,3,1,4,2,,,,,,,3,2,4,5
57,5,1,4,2,,,,,,,4,4,4,2
57,6,1,4,2,,,,,,,4,4,4,3
57,7,1,4,2,,,,,,,4,4,2,3
57,10,1,4,2,,,,,,,4,4,4,4
57,11,1,4,2,,,,,,,4,4,4,3
57,12,1,4,2,,,,,,,5,5,5,4
57,13,1,4,2,,,,,,,5,5,5,5
57,14,1,4,2,,,,,,,4,4,4,4
57,15,1,4,2,,,,,,,4,4,4,4
58,1,2,3,2,,,,,,,3,3,3,3
58,2,2,4,2,,,,,,,3,3,3,3
58,3,2,3,2,,,,,,,2,2,4,2
58,4,2,3,2,,,,,,,3,3,3,3
58,5,2,3,2,,,,,,,2,3,2,3
58,6,2,3,2,,,,,,,3,2,4,3
58,7,2,2,2,,,,,,,3,3,3,3
58,8,2,3,2,,,,,,,4,4,4,3
58,9,2,3,2,,,,,,,3,3,3,3
58,11,2,3,2,,,,,,,3,2,3,1
58,12,2,3,2,,,,,,,4,4,5,5
58,13,2,3,2,,,,,,,2,2,2,3
59,1,1,4,2,,,,,,,5,3,5,3
59,2,1,4,2,,,,,,,4,4,4,2
59,3,1,2,2,,,,,,,3,3,3,3
59,4,1,3,2,,,,,,,3,3,3,3
59,5,1,4,2,,,,,,,2,2,4,2
59,6,1,2,2,,,,,,,3,3,4,2
59,7,1,4,2,,,,,,,2,2,5,4
59,8,1,4,2,,,,,,,3,2,3,2
59,9,1,4,2,,,,,,,4,3,5,1
59,10,1,2,2,,,,,,,2,3,3,2
59,11,1,2,2,,,,,,,2,2,2,2
59,12,1,4,2,,,,,,,4,4,4,4
60,1,2,1,2,,,,,,,1,1,1,1
60,2,2,4,1,1,3,,2,1,,5,5,5,5
60,4,2,1,2,,,,,,,2,1,3,1
60,5,2,4,2,,,,,,,3,1,5,2
60,6,2,1,2,,,,,,,1,1,2,2
60,7,2,4,1,1,3,,2,1,,3,3,3,3
60,8,2,1,2,,,,,,,1,1,1,1
60,9,2,1,2,,,,,,,4,4,2,1
60,10,2,1,2,,,,,,,1,1,1,1
60,11,2,1,2,,,,,,,4,4,4,3
60,12,2,1,2,,,,,,,4,4,2,1
60,13,2,1,2,,,,,,,1,1,1,1
61,1,1,1,2,,,,,,,3,3,3,3
61,2,1,2,2,,,,,,,2,3,2,3
61,3,1,2,2,,,,,,,2,2,2,2
61,4,1,2,2,,,,,,,3,3,3,3
61,5,1,1,2,,,,,,,5,5,5,2
61,6,1,3,2,,,,,,,4,4,4,3
61,7,1,2,2,,,,,,,3,3,3,3
61,8,1,2,2,,,,,,,2,2,3,2
61,10,1,3,2,,,,,,,3,3,4,3
61,11,1,3,2,,,,,,,2,1,1,3
61,12,1,5,2,,,,,,,5,5,5,5
61,13,1,2,2,,,,,,,3,3,3,3
62,1,2,4,2,,,,,,,4,3,3,3
62,4,2,4,1,1,1,,2,2,,4,4,4,2
62,5,2,3,2,,,,,,,4,2,2,1
62,9,2,3,2,,,,,,,3,3,3,3
62,11,2,4,2,,,,,,,3,3,3,3
62,12,2,4,1,4,3,,2,3,,4,4,4,1
62,13,2,4,2,,,,,,,4,4,4,4
62,14,2,2,2,,,,,,,2,2,2,2
62,15,2,3,2,,,,,,,2,2,2,2
62,16,2,1,2,,,,,,,1,1,3,1
62,17,2,2,2,,,,,,,2,2,2,2
62,18,2,4,2,,,,,,,4,3,4,3
63,1,1,2,2,,,,,,,2,2,3,2
63,2,1,1,2,,,,,,,1,1,1,1
63,3,1,3,2,,,,,,,3,3,3,3
63,4,1,1,2,,,,,,,3,3,3,3
63,6,1,2,2,,,,,,,4,3,3,3
63,7,1,2,2,,,,,,,3,3,3,3
63,8,1,2,2,,,,,,,3,3,3,2
63,9,1,2,2,,,,,,,3,3,3,3
63,10,1,2,2,,,,,,,2,2,2,3
63,11,1,2,2,,,,,,,3,3,3,3
63,12,1,4,1,1,3,,1,,,2,1,3,2
63,13,1,3,2,,,,,,,3,3,4,4
64,1,2,1,2,,,,,,,2,2,5,2
64,2,2,3,2,,,,,,,3,3,3,3
64,3,2,2,2,,,,,,,4,2,4,2
64,4,2,2,2,,,,,,,3,3,2,2
64,5,2,2,2,,,,,,,1,1,1,1
64,6,2,3,2,,,,,,,3,3,3,3
64,8,2,1,2,,,,,,,2,1,3,1
64,9,2,2,2,,,,,,,1,1,1,1
64,10,2,1,2,,,,,,,4,4,4,1
64,11,2,1,2,,,,,,,2,2,2,2
64,12,2,3,1,2,3,,1,,,4,3,4,4
64,13,2,4,2,,,,,,,4,4,4,4
65,1,1,2,2,,,,,,,2,3,2,2
65,3,1,3,2,,,,,,,1,1,1,1
65,4,1,3,2,,,,,,,4,3,5,3
65,5,1,2,2,,,,,,,2,2,2,2
65,6,1,3,1,1,6,"de pigeon vooyage",2,4,,3,3,3,3
65,7,1,2,1,1,1,,1,,,5,4,4,4
65,9,1,4,2,,,,,,,4,4,5,4
65,10,1,1,2,,,,,,,1,1,2,1
65,11,1,1,2,,,,,,,3,1,1,1
65,12,1,3,2,,,,,,,3,3,4,1
65,13,1,1,2,,,,,,,1,1,2,3
65,14,1,1,2,,,,,,,1,1,1,1
66,1,1,3,2,,,,,,,4,4,4,4
66,2,1,1,2,,,,,,,1,1,1,1
66,3,1,3,2,,,,,,,3,3,3,3
66,4,1,2,2,,,,,,,3,3,3,3
66,5,1,3,2,,,,,,,3,3,3,3
66,6,1,2,2,,,,,,,3,3,3,3
66,7,1,4,2,,,,,,,3,3,3,3
66,8,1,3,2,,,,,,,3,3,3,3
66,9,1,4,2,,,,,,,1,1,3,1
66,11,1,1,2,,,,,,,2,2,4,1
66,12,1,2,2,,,,,,,3,3,3,3
66,13,1,1,2,,,,,,,2,2,3,1
67,1,2,2,2,,,,,,,3,3,3,2
67,2,2,3,2,,,,,,,2,2,2,2
67,3,2,3,2,,,,,,,3,1,1,1
67,4,2,2,2,,,,,,,2,2,2,2
67,6,2,4,2,,,,,,,4,3,3,3
67,7,2,3,2,,,,,,,4,4,4,4
67,8,2,3,2,,,,,,,1,1,1,1
67,9,2,1,2,,,,,,,5,4,5,2
67,10,2,2,2,,,,,,,3,2,3,3
67,11,2,1,2,,,,,,,3,2,3,2
67,12,2,2,2,,,,,,,2,2,3,3
67,13,2,3,2,,,,,,,1,1,4,1
68,1,1,2,2,,,,,,,2,2,2,2
68,2,1,2,2,,,,,,,3,3,3,3
68,4,1,4,2,,,,,,,3,3,4,3
68,5,1,4,2,,,,,,,3,3,4,2
68,6,1,2,2,,,,,,,3,3,3,3
68,7,1,3,1,1,1,,2,2,,3,3,3,3
68,8,1,4,2,,,,,,,4,4,3,3
68,9,1,3,2,,,,,,,3,3,3,3
68,10,1,2,2,,,,,,,3,3,3,3
68,11,1,4,2,,,,,,,4,4,3,3
68,13,1,4,2,,,,,,,4,4,4,4
68,14,1,4,1,1,1,,2,2,,4,4,4,4
69,1,2,3,2,,,,,,,4,4,3,1
69,2,2,1,2,,,,,,,1,1,4,1
69,3,2,3,2,,,,,,,3,3,3,3
69,4,2,4,2,,,,,,,3,3,3,3
69,5,2,2,2,,,,,,,1,1,2,1
69,6,2,4,2,,,,,,,2,2,4,2
69,8,2,1,2,,,,,,,1,1,1,1
69,11,2,4,2,,,,,,,3,3,3,3
69,12,2,4,2,,,,,,,3,3,3,3
69,13,2,2,2,,,,,,,3,2,2,1
69,14,2,4,2,,,,,,,5,1,2,1
69,15,2,2,2,,,,,,,2,2,2,2
70,2,1,4,2,,,,,,,4,5,3,3
70,4,1,2,2,,,,,,,3,2,4,4
70,5,1,2,2,,,,,,,3,3,3,3
70,6,1,2,2,,,,,,,4,2,2,3
70,7,1,4,2,,,,,,,3,3,3,3
70,8,1,2,2,,,,,,,3,3,3,3
70,10,1,3,2,,,,,,,3,3,3,2
70,11,1,4,2,,,,,,,3,3,4,3
70,12,1,4,2,,,,,,,2,2,2,2
70,13,1,2,2,,,,,,,3,2,5,1
70,14,1,4,2,,,,,,,3,3,3,2
70,15,1,2,2,,,,,,,3,3,3,3
71,1,2,1,1,1,3,,2,1,,4,3,1,1
71,2,2,2,2,,,,,,,3,3,3,2
71,3,2,4,2,,,,,,,2,3,3,3
71,4,2,1,2,,,,,,,3,3,4,3
71,6,2,4,2,,,,,,,2,1,5,2
71,7,2,2,2,,,,,,,4,3,3,3
71,8,2,4,1,1,3,,1,,,1,1,1,1
71,9,2,1,2,,,,,,,2,2,2,2
71,10,2,2,2,,,,,,,3,3,3,3
71,11,2,3,2,,,,,,,5,4,4,4
71,12,2,2,2,,,,,,,1,1,1,1
71,13,2,2,2,,,,,,,2,2,2,2
72,1,1,2,2,,,,,,,3,2,3,2
72,2,1,4,2,,,,,,,4,4,4,3
72,3,1,2,2,,,,,,,3,3,4,2
72,4,1,4,1,2,3,,2,1,,3,3,3,3
72,7,1,4,1,1,1,,1,,,4,4,4,4
72,10,1,4,2,,,,,,,5,5,5,4
72,12,1,4,2,,,,,,,5,5,5,5
72,13,1,4,2,,,,,,,3,3,3,3
72,14,1,4,2,,,,,,,4,4,4,4
72,15,1,3,2,,,,,,,3,2,3,3
72,16,1,4,2,,,,,,,4,4,4,3
72,17,1,4,2,,,,,,,4,4,4,4
73,1,2,4,2,,,,,,,4,2,4,3
73,2,2,4,2,,,,,,,4,4,4,4
73,6,2,3,2,,,,,,,1,1,1,1
73,7,2,4,1,1,3,,1,,,3,3,3,3
73,8,2,4,2,,,,,,,3,1,4,1
73,9,2,4,2,,,,,,,4,4,4,4
73,11,2,4,2,,,,,,,4,4,3,2
73,13,2,4,2,,,,,,,2,2,2,1
73,14,2,4,2,,,,,,,4,4,2,3
73,15,2,2,2,,,,,,,2,2,2,2
73,16,2,3,2,,,,,,,1,1,4,1
73,17,2,2,2,,,,,,,4,4,1,1
74,1,1,3,2,,,,,,,3,3,4,3
74,2,1,4,1,1,3,,1,,,4,5,4,4
74,3,1,4,2,,,,,,,5,5,5,3
74,4,1,2,2,,,,,,,2,2,2,2
74,5,1,3,2,,,,,,,3,3,3,3
74,6,1,2,2,,,,,,,2,2,4,2
74,7,1,3,2,,,,,,,3,3,3,3
74,8,1,3,2,,,,,,,3,3,3,2
74,9,1,3,2,,,,,,,4,4,4,4
74,10,1,4,1,2,6,"mon fils victime d une agreesion on voulait lui tranche un couteau il a prit la fuite",2,1,,3,3,2,2
74,12,1,3,2,,,,,,,3,3,3,3
74,13,1,3,2,,,,,,,3,3,3,3
75,1,2,2,2,,,,,,,2,3,3,1
75,2,2,1,2,,,,,,,3,3,3,3
75,3,2,2,2,,,,,,,3,3,4,3
75,4,2,4,2,,,,,,,3,3,3,3
75,5,2,2,2,,,,,,,2,2,2,2
75,6,2,2,2,,,,,,,4,3,3,3
75,7,2,1,2,,,,,,,2,2,4,1
75,8,2,3,2,,,,,,,3,3,4,1
75,9,2,2,2,,,,,,,3,3,3,3
75,10,2,1,2,,,,,,,1,1,4,4
75,11,2,1,2,,,,,,,3,3,3,3
75,12,2,4,2,,,,,,,3,2,4,1
76,1,2,3,2,,,,,,,1,1,3,1
76,2,2,1,2,,,,,,,1,1,3,1
76,3,2,1,1,1,1,,2,1,,3,3,4,4
76,4,2,2,2,,,,,,,2,2,2,2
76,5,2,4,2,,,,,,,5,5,5,5
76,6,2,3,2,,,,,,,1,1,3,3
76,7,2,3,2,,,,,,,3,2,3,3
76,8,2,4,1,1,3,,2,1,,2,2,2,2
76,9,2,2,2,,,,,,,2,2,2,2
76,10,2,4,2,,,,,,,3,3,3,3
76,11,2,1,2,,,,,,,5,5,5,5
77,1,1,2,2,,,,,,,2,2,2,3
77,2,1,3,1,1,2,,2,2,,3,3,3,3
77,3,1,4,2,,,,,,,4,3,4,3
77,4,1,4,2,,,,,,,2,2,2,2
77,6,1,4,2,,,,,,,3,3,4,3
77,7,1,2,2,,,,,,,3,3,4,3
77,9,1,4,2,,,,,,,4,4,4,4
77,10,1,2,2,,,,,,,3,3,4,3
77,12,1,4,2,,,,,,,4,4,3,3
77,13,1,3,2,,,,,,,2,2,4,3
77,14,1,4,2,,,,,,,5,5,5,5
77,15,1,4,2,,,,,,,3,3,4,1
78,1,2,4,2,,,,,,,2,2,4,3
78,2,2,3,2,,,,,,,3,3,3,3
78,3,2,4,2,,,,,,,3,2,3,3
78,4,2,3,2,,,,,,,3,3,3,3
78,5,2,1,2,,,,,,,1,1,1,1
78,6,2,4,2,,,,,,,4,4,4,2
78,7,2,2,2,,,,,,,3,3,3,3
78,8,2,2,2,,,,,,,2,2,2,2
78,9,2,4,2,,,,,,,5,5,5,1
78,10,2,1,2,,,,,,,2,2,4,2
78,11,2,3,2,,,,,,,1,1,5,1
78,12,2,1,2,,,,,,,1,1,2,1
79,1,1,2,2,,,,,,,3,4,4,4
79,3,1,3,2,,,,,,,4,3,3,2
79,5,1,1,2,,,,,,,4,4,3,2
79,6,1,4,2,,,,,,,4,3,3,3
79,8,1,3,2,,,,,,,3,3,3,3
79,9,1,2,2,,,,,,,4,2,4,2
79,10,1,2,2,,,,,,,3,3,3,3
79,11,1,2,2,,,,,,,2,2,3,2
79,12,1,4,2,,,,,,,4,4,4,3
79,13,1,4,2,,,,,,,3,3,4,2
79,14,1,2,2,,,,,,,3,3,3,2
79,15,1,4,2,,,,,,,4,4,4,4
80,2,2,2,2,,,,,,,1,1,1,2
80,3,2,1,2,,,,,,,3,1,3,1
80,4,2,2,2,,,,,,,2,2,2,1
80,5,2,2,2,,,,,,,2,2,2,3
80,8,2,4,2,,,,,,,1,1,3,3
80,11,2,2,2,,,,,,,3,3,3,3
80,12,2,3,2,,,,,,,4,4,4,3
80,13,2,2,2,,,,,,,4,4,4,3
80,14,2,3,2,,,,,,,1,1,3,3
80,15,2,3,2,,,,,,,3,3,3,3
80,16,2,3,2,,,,,,,3,3,3,3
80,17,2,1,2,,,,,,,4,2,4,3
81,2,1,4,2,,,,,,,5,5,4,5
81,6,1,3,2,,,,,,,3,4,4,4
81,8,1,4,2,,,,,,,4,4,5,5
81,13,1,4,2,,,,,,,4,4,4,4
81,14,1,4,1,1,1,,2,1,,4,4,4,5
81,15,1,4,2,,,,,,,4,4,4,2
82,3,2,3,2,,,,,,,2,2,3,2
82,4,2,3,2,,,,,,,4,4,4,2
82,5,2,3,2,,,,,,,2,2,4,4
82,7,2,3,2,,,,,,,5,5,5,3
82,8,2,2,2,,,,,,,3,3,2,2
82,9,2,2,2,,,,,,,3,3,3,3
82,10,2,2,2,,,,,,,2,2,3,3
82,12,2,4,2,,,,,,,2,2,3,2
82,13,2,4,2,,,,,,,2,2,2,2
82,14,2,4,2,,,,,,,2,2,2,3
82,15,2,3,2,,,,,,,2,2,2,3
82,16,2,3,2,,,,,,,5,5,5,3
83,1,1,2,2,,,,,,,2,2,4,5
83,2,1,4,2,,,,,,,4,4,4,4
83,3,1,2,2,,,,,,,5,5,5,1
83,4,1,4,1,2,1,,2,3,,4,4,4,4
83,5,1,4,2,,,,,,,4,4,5,5
83,6,1,1,2,,,,,,,5,5,5,5
83,7,1,3,2,,,,,,,3,3,3,3
83,8,1,4,2,,,,,,,5,5,5,5
83,9,1,4,2,,,,,,,5,5,5,5
83,10,1,3,2,,,,,,,5,5,5,2
83,11,1,3,2,,,,,,,4,4,4,1
83,13,1,3,2,,,,,,,3,3,4,4
84,3,2,3,1,1,3,,1,,,4,3,3,3
84,4,2,1,2,,,,,,,2,1,3,3
84,5,2,4,2,,,,,,,3,3,3,3
84,6,2,1,2,,,,,,,1,1,2,1
84,8,2,3,2,,,,,,,3,3,3,3
84,9,2,1,2,,,,,,,2,2,3,3
84,11,2,3,2,,,,,,,3,3,3,2
84,12,2,1,2,,,,,,,2,2,3,2
84,13,2,3,2,,,,,,,3,3,3,3
84,14,2,1,2,,,,,,,2,2,3,1
84,15,2,1,2,,,,,,,1,1,1,1
84,16,2,3,2,,,,,,,3,3,3,3
85,2,1,4,2,,,,,,,5,5,5,3
85,3,1,2,2,,,,,,,5,5,5,3
85,4,1,3,2,,,,,,,3,3,4,3
85,6,1,1,2,,,,,,,5,5,4,1
85,7,1,1,2,,,,,,,5,5,5,3
85,8,1,1,2,,,,,,,2,2,2,2
85,9,1,2,2,,,,,,,5,5,4,4
85,10,1,2,2,,,,,,,3,3,2,3
85,12,1,4,2,,,,,,,3,3,3,3
85,13,1,1,2,,,,,,,4,4,4,4
85,14,1,2,2,,,,,,,2,2,2,3
85,15,1,4,1,1,3,,2,1,,4,4,4,4
86,1,2,4,2,,,,,,,2,1,3,2
86,2,2,3,2,,,,,,,4,4,4,4
86,3,2,3,2,,,,,,,3,3,3,3
86,4,2,4,2,,,,,,,4,3,4,3
86,6,2,4,1,1,1,,2,1,,2,2,3,2
86,7,2,3,2,,,,,,,3,3,3,3
86,9,2,4,2,,,,,,,3,3,4,2
86,12,2,3,2,,,,,,,4,3,4,4
86,13,2,5,2,,,,,,,2,1,2,1
86,14,2,4,2,,,,,,,5,5,5,3
86,15,2,3,2,,,,,,,3,3,3,3
86,16,2,3,2,,,,,,,3,3,2,3
87,1,1,3,2,,,,,,,3,3,3,2
87,2,1,3,2,,,,,,,3,3,2,1
87,3,1,1,2,,,,,,,4,4,3,4
87,4,1,2,2,,,,,,,1,1,3,1
87,5,1,4,2,,,,,,,3,3,3,3
87,6,1,4,2,,,,,,,3,4,2,3
87,7,1,1,2,,,,,,,3,3,3,1
87,8,1,4,2,,,,,,,2,2,2,2
87,10,1,1,2,,,,,,,1,1,2,1
87,11,1,4,2,,,,,,,4,4,3,3
87,12,1,3,2,,,,,,,3,3,4,3
87,13,1,1,2,,,,,,,3,3,2,1
88,1,2,1,2,,,,,,,3,2,3,3
88,2,2,1,2,,,,,,,3,3,3,3
88,3,2,1,2,,,,,,,1,1,1,3
88,4,2,3,2,,,,,,,3,3,4,2
88,5,2,2,2,,,,,,,4,3,4,2
88,6,2,2,2,,,,,,,3,2,3,2
88,7,2,4,2,,,,,,,2,2,3,1
88,8,2,1,2,,,,,,,3,3,3,3
88,9,2,1,2,,,,,,,3,3,3,3
88,10,2,1,2,,,,,,,3,3,3,3
88,11,2,3,2,,,,,,,4,4,4,3
88,12,2,3,2,,,,,,,1,3,3,3
90,1,2,3,2,,,,,,,2,1,3,1
90,2,2,4,2,,,,,,,3,3,3,3
90,3,2,2,2,,,,,,,1,1,1,1
90,4,2,3,2,,,,,,,1,1,1,1
90,5,2,3,2,,,,,,,3,3,3,3
90,6,2,3,2,,,,,,,1,1,1,1
90,7,2,1,2,,,,,,,3,3,3,3
90,8,2,1,2,,,,,,,1,1,4,2
90,9,2,1,2,,,,,,,2,1,3,2
90,11,2,3,2,,,,,,,3,2,4,3
90,12,2,1,2,,,,,,,3,3,3,3
90,13,2,1,2,,,,,,,3,3,3,3
91,1,1,2,2,,,,,,,1,1,3,3
91,2,1,1,2,,,,,,,3,3,3,3
91,3,1,1,2,,,,,,,2,2,2,2
91,4,1,1,2,,,,,,,3,3,1,3
91,5,1,1,2,,,,,,,2,2,2,2
91,6,1,1,2,,,,,,,1,1,1,1
91,7,1,1,2,,,,,,,2,1,3,3
91,9,1,1,2,,,,,,,3,3,4,3
91,10,1,1,2,,,,,,,1,1,1,1
91,11,1,1,2,,,,,,,1,1,4,3
91,12,1,2,2,,,,,,,2,1,2,3
91,13,1,1,2,,,,,,,1,1,1,1
92,1,2,2,2,,,,,,,4,2,3,2
92,2,2,1,2,,,,,,,3,3,3,3
92,3,2,1,2,,,,,,,3,3,3,3
92,4,2,1,2,,,,,,,4,3,4,2
92,5,2,1,2,,,,,,,3,3,3,3
92,6,2,3,2,,,,,,,4,2,4,4
92,7,2,2,2,,,,,,,3,1,1,1
92,8,2,1,2,,,,,,,2,2,2,2
92,9,2,1,2,,,,,,,1,1,1,1
92,10,2,2,2,,,,,,,4,3,4,4
92,11,2,2,2,,,,,,,1,1,2,1
92,12,2,2,2,,,,,,,1,1,1,1
93,1,1,1,2,,,,,,,3,3,2,1
93,2,1,1,2,,,,,,,3,3,3,3
93,3,1,3,2,,,,,,,2,1,2,2
93,4,1,1,2,,,,,,,3,3,3,3
93,5,1,1,2,,,,,,,3,1,3,3
93,6,1,2,2,,,,,,,2,2,2,2
93,7,1,1,2,,,,,,,2,2,2,3
93,8,1,3,2,,,,,,,3,3,4,3
93,9,1,2,2,,,,,,,1,1,2,2
93,10,1,3,2,,,,,,,3,3,4,3
93,11,1,1,2,,,,,,,3,3,3,3
93,12,1,1,2,,,,,,,4,3,3,3
94,1,2,2,2,,,,,,,2,2,3,3
94,2,2,1,2,,,,,,,2,2,3,2
94,3,2,1,2,,,,,,,3,2,3,1
94,4,2,2,2,,,,,,,2,2,2,3
94,5,2,2,2,,,,,,,3,3,3,2
94,6,2,1,2,,,,,,,2,1,2,1
94,7,2,1,2,,,,,,,2,3,3,3
94,8,2,4,1,1,1,,1,,,4,4,4,4
94,9,2,4,2,,,,,,,5,5,4,3
94,10,2,2,2,,,,,,,3,3,3,3
94,11,2,2,2,,,,,,,3,3,2,1
94,12,2,4,2,,,,,,,4,4,4,4
95,1,1,3,2,,,,,,,3,3,3,3
95,2,1,1,2,,,,,,,2,2,3,3
95,3,1,4,2,,,,,,,2,2,2,3
95,4,1,4,2,,,,,,,3,3,4,4
95,5,1,3,2,,,,,,,2,2,2,2
95,6,1,3,2,,,,,,,2,2,2,3
95,7,1,3,2,,,,,,,3,3,3,3
95,8,1,4,2,,,,,,,2,1,3,3
95,9,1,2,2,,,,,,,1,1,3,3
95,10,1,4,2,,,,,,,3,3,4,4
95,11,1,3,2,,,,,,,2,2,4,3
95,12,1,2,2,,,,,,,5,5,5,5
96,1,2,2,2,,,,,,,2,2,3,2
96,2,2,1,2,,,,,,,4,2,4,2
96,3,2,1,2,,,,,,,3,3,3,3
96,4,2,2,2,,,,,,,3,1,1,1
96,6,2,1,2,,,,,,,3,2,3,2
96,7,2,2,2,,,,,,,2,2,4,2
96,8,2,2,2,,,,,,,1,1,3,1
96,9,2,1,2,,,,,,,1,3,1,1
96,10,2,2,2,,,,,,,3,3,3,3
96,11,2,3,2,,,,,,,3,2,3,1
96,12,2,1,2,,,,,,,3,3,3,3
96,13,2,1,2,,,,,,,3,3,3,3
97,1,1,3,2,,,,,,,2,2,3,1
97,2,1,1,2,,,,,,,2,2,2,1
97,3,1,4,2,,,,,,,3,3,3,3
97,4,1,3,2,,,,,,,4,4,4,4
97,5,1,1,2,,,,,,,4,4,4,3
97,6,1,3,2,,,,,,,4,4,4,2
97,7,1,1,2,,,,,,,3,3,3,3
97,8,1,1,2,,,,,,,2,2,1,1
97,9,1,1,2,,,,,,,2,2,2,2
97,10,1,2,2,,,,,,,3,3,3,3
97,11,1,1,2,,,,,,,4,4,4,4
97,13,1,3,2,,,,,,,4,4,4,4
98,1,2,1,2,,,,,,,1,2,1,1
98,2,2,2,2,,,,,,,1,2,2,2
98,3,2,1,2,,,,,,,3,3,3,3
98,4,2,3,2,,,,,,,2,3,4,3
98,5,2,2,2,,,,,,,4,2,2,2
98,6,2,4,2,,,,,,,3,3,3,3
98,7,2,3,2,,,,,,,4,3,4,3
98,9,2,1,2,,,,,,,3,3,3,2
98,10,2,2,2,,,,,,,1,2,3,1
98,12,2,1,2,,,,,,,3,3,3,3
98,13,2,2,2,,,,,,,3,2,4,1
98,14,2,1,2,,,,,,,3,3,3,3
99,1,1,3,2,,,,,,,4,4,4,4
99,2,1,3,2,,,,,,,3,3,3,3
99,3,1,2,2,,,,,,,4,3,1,1
99,5,1,1,2,,,,,,,3,3,3,3
99,6,1,4,2,,,,,,,3,3,3,2
99,7,1,3,2,,,,,,,3,3,3,3
99,8,1,1,2,,,,,,,2,2,2,2
99,9,1,1,2,,,,,,,3,3,4,4
99,10,1,4,2,,,,,,,3,3,3,3
99,11,1,4,2,,,,,,,3,3,3,3
