"grappe","menage","vague","membres__id","s04q50","s04q51b","s04q51c","s04q51d","s04q51dbis","s04q52b","s04q52c","s04q52d","s04q52dbis","s04q53","s04q54","s04q55","s04q56","s04q57","s04q59","s04q60","s04q60_unite","s04q61","s04q62","s04q62_unite","s04q63","s04q64","s04q64_unite","s04q64_controle__0","s04q28b","s04q58","s04q58_unite"
583,8,2,3,1,7,14,470,,5,45,452,,3,7,26,8,4,2,,,2,,,2,,,,,150000,2
584,2,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
584,4,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
584,4,1,3,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
584,9,1,1,1,6,13,446,,1,1,11,,3,4,7,3,9,,,,,,,,,,,,,
584,10,1,1,1,6,13,446,,1,1,11,,3,6,20,7,9,,,,,,,,,,,,,
584,12,1,3,1,5,10,414,,7,55,552,,3,3,26,3,9,,,,,,,,,,,,,
585,1,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
585,2,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
585,4,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
585,5,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
585,5,2,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
585,12,2,6,1,6,13,450,,3,20,203,,3,5,30,8,9,,,,,,,,,,,,,
586,2,1,1,1,6,13,446,,1,1,11,,3,4,7,5,9,,,,,,,,,,,,,
586,3,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
586,5,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
586,7,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
586,7,1,16,1,6,13,446,,1,1,11,,3,4,7,5,8,,,,,,,,,,,,,
586,8,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
586,10,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
587,1,2,16,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
587,6,2,3,1,7,14,470,,5,45,452,,3,8,20,6,3,2,,,2,,,2,,,,,120000,2
587,8,2,6,1,9,16,542,,5,45,452,,3,7,26,8,4,2,,,2,,,2,,,,,145000,2
587,11,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
587,13,2,1,1,11,18,997,,17,93,930,,3,7,20,8,9,,,,,,,,,,,,,
588,2,2,1,1,6,13,446,,1,1,14,,3,4,26,5,9,,,,,,,,,,,,,
588,2,2,2,1,6,13,453,,1,3,34,,3,5,18,4,9,,,,,,,,,,,,,
588,4,2,1,1,6,13,453,,1,3,34,,3,7,14,2,8,,,,,,,,,,,,,
588,4,2,18,1,6,13,446,,1,1,16,,3,4,18,4,8,,,,,,,,,,,,,
588,6,2,2,1,6,13,446,,1,1,12,,3,4,23,5,9,,,,,,,,,,,,,
588,6,2,7,1,6,13,453,,1,3,34,,3,5,14,3,9,,,,,,,,,,,,,
588,9,2,1,1,6,13,448,,1,1,18,,3,6,30,8,9,,,,,,,,,,,,,
588,11,2,3,1,6,13,446,,1,1,12,,3,4,23,5,9,,,,,,,,,,,,,
588,11,2,5,1,6,13,446,,1,1,15,,3,4,18,4,8,,,,,,,,,,,,,
589,1,1,2,1,5,10,418,,8,60,602,,3,12,26,3,9,,,,,,,,,,,,,
589,2,1,5,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
589,3,1,3,1,5,11,437,,6,52,522,,3,12,30,4,9,,,,,,,,,,,,,
589,4,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
589,5,1,1,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
589,6,1,10,1,6,13,450,,1,4,42,,3,12,22,6,9,,,,,,,,,,,,,
589,10,1,1,1,7,14,474,,5,45,456,,3,12,30,5,3,2,,,2,,,2,,,,,60000,2
589,10,1,4,1,6,13,450,,1,4,42,,3,12,14,6,9,,,,,,,,,,,,,
589,11,1,3,1,6,13,450,,1,4,42,,3,8,15,4,8,,,,,,,,,,,,,
590,1,2,4,1,6,13,446,,1,1,12,,3,4,18,5,8,,,,,,,,,,,,,
590,5,2,2,1,6,13,446,,1,1,13,,3,5,26,6,9,,,,,,,,,,,,,
590,7,2,5,1,6,13,446,,1,1,18,,4,4,30,6,9,,,,,,,,,,,,,
590,7,2,6,1,6,13,446,,1,1,18,,4,4,30,6,9,,,,,,,,,,,,,
590,8,2,2,1,6,13,452,,1,3,33,,3,8,16,3,9,,,,,,,,,,,,,
590,10,2,1,1,6,13,446,,1,1,13,,3,3,30,5,9,,,,,,,,,,,,,
590,11,2,3,1,9,16,542,,5,45,452,,3,3,24,10,4,2,,,2,,,2,,,,,60000,2
590,11,2,6,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
590,12,2,1,1,6,13,446,,1,1,15,,3,5,26,10,9,,,,,,,,,,,,,
590,12,2,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
590,12,2,6,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
591,2,1,8,1,6,13,446,,1,1,12,,5,3,26,7,9,,,,,,,,,,,,,
591,3,1,1,1,6,13,446,,1,1,15,,3,4,15,3,9,,,,,,,,,,,,,
591,3,1,2,1,12,19,998,,1,1,17,,3,3,15,5,5,2,,,2,,,2,,,,,12000,1
591,3,1,8,1,12,19,998,,1,1,17,,3,3,15,5,5,2,,,2,,,2,,,,,12000,1
591,8,1,1,1,9,16,545,,1,5,52,,3,6,30,8,5,2,,,2,,,2,,,,,15000,1
591,8,1,2,1,5,11,433,,6,52,522,,3,5,30,3,9,,,,,,,,,,,,,
591,10,1,1,1,6,13,446,,1,1,15,,3,6,26,4,9,,,,,,,,,,,,,
591,12,1,1,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
592,2,2,2,1,6,13,453,,1,3,34,,3,6,19,3,9,,,,,,,,,,,,,
592,4,2,2,1,6,13,453,,1,3,34,,3,12,26,2,9,,,,,,,,,,,,,
592,6,2,1,1,6,13,446,,1,1,15,,3,4,21,4,9,,,,,,,,,,,,,
592,6,2,6,1,6,13,446,,1,1,15,,3,4,18,4,8,,,,,,,,,,,,,
592,7,2,1,1,6,13,453,,1,3,34,,3,3,18,2,9,,,,,,,,,,,,,
592,8,2,1,1,6,13,453,,1,3,34,,3,4,18,3,9,,,,,,,,,,,,,
592,10,2,1,1,6,13,446,,1,1,13,,3,5,26,6,9,,,,,,,,,,,,,
592,12,2,1,1,5,11,435,,6,52,523,,3,5,30,6,9,,,,,,,,,,,,,
593,1,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
593,1,1,2,1,5,11,437,,6,52,522,,3,12,30,5,9,,,,,,,,,,,,,
593,2,1,1,1,7,14,474,,5,45,452,,3,6,10,8,5,2,,,2,,,2,,,,,90000,4
593,5,1,1,1,5,11,445,,17,93,930,,3,6,15,3,9,,,,,,,,,,,,,
593,7,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
593,8,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
593,10,1,1,1,6,13,450,,1,4,42,,3,5,8,6,8,,,,,,,,,,,,,
593,11,1,1,1,6,13,446,,1,1,13,,3,4,15,4,9,,,,,,,,,,,,,
593,11,1,10,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
593,11,1,11,1,5,11,430,,6,52,523,,3,12,30,4,9,,,,,,,,,,,,,
593,11,1,17,1,5,11,433,,6,52,522,,3,12,30,5,9,,,,,,,,,,,,,
594,1,2,1,1,6,13,446,,1,1,19,,3,4,18,5,9,,,,,,,,,,,,,
594,2,2,2,1,6,13,446,,1,1,15,,3,3,25,9,8,,,,,,,,,,,,,
594,2,2,9,1,6,13,446,,1,1,15,,3,3,30,4,8,,,,,,,,,,,,,
594,3,2,1,1,6,13,446,,1,1,526,,3,7,26,5,9,,,,,,,,,,,,,
594,3,2,2,1,6,13,446,,1,3,33,,3,6,14,3,9,,,,,,,,,,,,,
594,4,2,1,1,6,13,446,,1,1,15,,3,3,30,6,9,,,,,,,,,,,,,
594,5,2,10,1,6,13,452,,1,3,32,,3,5,16,3,8,,,,,,,,,,,,,
594,6,2,1,1,6,13,462,,1,1,19,,3,5,26,7,9,,,,,,,,,,,,,
594,7,2,1,1,6,13,446,,1,1,15,,3,3,30,8,9,,,,,,,,,,,,,
594,7,2,3,1,6,13,446,,1,1,15,,3,3,30,6,8,,,,,,,,,,,,,
594,9,2,2,1,6,13,446,,1,1,12,,3,4,26,5,8,,,,,,,,,,,,,
594,9,2,4,1,6,13,446,,1,1,15,,3,4,23,4,9,,,,,,,,,,,,,
594,9,2,5,1,6,13,446,,1,1,12,,3,4,26,5,9,,,,,,,,,,,,,
594,9,2,7,1,6,13,446,,1,1,18,,3,8,22,4,9,,,,,,,,,,,,,
594,11,2,4,1,5,11,445,,6,52,522,,3,5,26,8,9,,,,,,,,,,,,,
595,2,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
595,3,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
595,3,1,7,1,6,13,446,,1,1,19,,3,12,30,3,9,,,,,,,,,,,,,
595,3,1,12,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
595,4,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
595,5,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
595,5,1,2,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
595,7,1,1,1,6,13,446,,1,1,15,,3,3,30,5,9,,,,,,,,,,,,,
595,9,1,1,1,6,13,446,,1,1,14,,3,12,5,3,9,,,,,,,,,,,,,
595,10,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
595,10,1,5,1,6,13,446,,1,1,12,,3,5,30,4,9,,,,,,,,,,,,,
595,11,1,3,1,5,11,437,,6,52,522,,3,12,30,5,9,,,,,,,,,,,,,
595,11,1,4,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
595,11,1,5,1,6,13,447,,1,1,18,,3,6,30,3,9,,,,,,,,,,,,,
595,11,1,6,1,6,13,447,,1,1,18,,3,6,30,3,9,,,,,,,,,,,,,
595,11,1,11,1,11,18,997,,17,93,930,,3,12,30,6,9,,,,,,,,,,,,,
595,11,1,12,1,5,11,433,,6,52,522,,3,8,30,5,9,,,,,,,,,,,,,
595,11,1,13,1,6,13,447,,1,1,18,,3,6,30,3,9,,,,,,,,,,,,,
595,11,1,26,1,6,13,447,,1,1,18,,3,6,30,3,9,,,,,,,,,,,,,
595,11,1,27,1,6,13,447,,1,1,18,,3,6,30,3,9,,,,,,,,,,,,,
596,2,2,1,1,6,13,446,,1,1,15,,3,5,25,6,9,,,,,,,,,,,,,
596,4,2,2,1,5,11,437,,3,15,158,,3,3,15,6,9,,,,,,,,,,,,,
596,5,2,1,1,6,13,446,,1,1,15,,3,4,21,4,9,,,,,,,,,,,,,
596,5,2,2,1,6,13,446,,1,1,12,,3,4,24,5,8,,,,,,,,,,,,,
596,6,2,1,1,6,13,446,,1,1,15,,3,5,28,6,9,,,,,,,,,,,,,
596,6,2,2,1,6,13,446,,1,1,12,,3,5,28,7,9,,,,,,,,,,,,,
596,7,2,11,1,5,11,433,,6,52,522,,4,3,30,4,8,,,,,,,,,,,9,,
596,8,2,1,1,6,13,446,,1,1,15,,3,3,30,8,9,,,,,,,,,,,,,
596,8,2,2,1,6,13,446,,1,1,15,,3,3,30,8,8,,,,,,,,,,,,,
596,8,2,7,1,6,13,446,,1,1,15,,3,3,30,8,8,,,,,,,,,,,,,
596,8,2,10,1,6,13,446,,1,1,15,,3,3,30,8,8,,,,,,,,,,,,,
596,9,2,1,1,6,13,452,,1,3,32,,3,6,14,2,8,,,,,,,,,,,,,
596,9,2,8,1,6,13,446,,1,1,15,,3,4,21,5,8,,,,,,,,,,,,,
596,10,2,3,1,6,13,447,,1,1,18,,3,4,26,6,8,,,,,,,,,,,,,
596,10,2,6,1,5,11,437,,6,52,522,,3,5,12,6,9,,,,,,,,,,,,,
