"grappe","menage","vague","membres__id","s04q50","s04q51b","s04q51c","s04q51d","s04q51dbis","s04q52b","s04q52c","s04q52d","s04q52dbis","s04q53","s04q54","s04q55","s04q56","s04q57","s04q59","s04q60","s04q60_unite","s04q61","s04q62","s04q62_unite","s04q63","s04q64","s04q64_unite","s04q64_controle__0","s04q28b","s04q58","s04q58_unite"
182,10,1,2,1,6,13,452,,1,3,32,,3,12,30,1,9,,,,,,,,,,,,,
182,11,1,1,1,6,13,452,,1,3,31,,3,12,20,2,9,,,,,,,,,,,,,
182,12,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
183,2,2,1,1,6,13,446,,1,1,17,,3,5,26,6,9,,,,,,,,,,,,,
183,5,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
183,5,2,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
183,5,2,5,1,6,13,446,,1,1,19,,3,4,20,5,8,,,,,,,,,,,,,
183,6,2,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
183,6,2,14,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
183,7,2,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
183,9,2,2,1,6,13,446,,1,1,19,,3,5,21,4,8,,,,,,,,,,,,,
183,9,2,13,1,6,13,446,,1,1,19,,3,4,10,4,8,,,,,,,,,,,,,
183,10,2,2,1,5,10,419,,17,93,930,,3,12,15,6,9,,,,,,,,,,,,,
183,10,2,5,1,5,10,419,,17,93,930,,3,12,15,6,9,,,,,,,,,,,,,
183,11,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
183,11,2,16,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
184,1,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
184,2,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
184,6,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
184,8,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
184,8,1,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
184,8,1,8,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
185,1,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
185,1,2,8,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
185,1,2,9,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
185,2,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
185,2,2,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
185,2,2,3,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
185,3,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
185,5,2,3,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
185,5,2,4,1,6,13,452,,1,3,31,,3,12,30,1,9,,,,,,,,,,,,,
185,6,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
185,7,2,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
185,7,2,5,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
185,8,2,2,1,5,11,434,,6,52,523,,3,12,30,4,9,,,,,,,,,,,,,
185,8,2,3,1,6,13,452,,1,3,31,,3,12,30,3,9,,,,,,,,,,,,,
185,9,2,8,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
185,10,2,3,1,6,13,447,,1,1,18,,3,12,30,5,9,,,,,,,,,,,,,
185,10,2,4,1,6,13,453,,1,3,34,,3,12,30,8,8,,,,,,,,,,,,,
185,10,2,5,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
185,10,2,6,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
185,10,2,10,1,6,13,452,,1,3,32,,3,12,30,2,9,,,,,,,,,,,,,
185,10,2,20,1,6,13,452,,1,3,33,,3,12,30,5,8,,,,,,,,,,,,,
185,11,2,15,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
185,12,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
186,1,1,1,1,6,13,452,,1,3,33,,3,12,30,2,9,,,,,,,,,,,,,
186,2,1,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
186,5,1,2,1,6,13,452,,1,3,33,,3,12,30,1,9,,,,,,,,,,,,,
186,6,1,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
186,9,1,1,1,6,13,452,,1,3,32,,3,12,30,3,9,,,,,,,,,,,,,
186,10,1,1,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
186,11,1,1,1,6,13,452,,1,3,32,,3,12,30,2,9,,,,,,,,,,,,,
186,12,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
186,13,1,1,1,6,13,452,,1,3,33,,3,12,30,1,9,,,,,,,,,,,,,
187,1,2,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
187,2,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
187,4,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
187,6,2,4,1,11,18,997,,17,93,930,,3,12,30,5,7,,,,,,,,,,,,,
187,8,2,6,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
187,9,2,3,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
187,9,2,6,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
187,9,2,11,1,6,13,446,,1,1,18,,3,6,15,4,9,,,,,,,,,,,,,
187,10,2,1,1,6,13,452,,1,3,33,,3,12,30,4,9,,,,,,,,,,,,,
187,11,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
187,12,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
188,1,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
188,1,2,5,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
188,2,2,4,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
188,2,2,12,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
188,3,2,10,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
188,5,2,1,1,6,13,446,,1,1,12,,3,6,15,7,9,,,,,,,,,,,,,
188,6,2,1,1,6,13,446,,1,1,12,,3,3,30,10,9,,,,,,,,,,,,,
188,7,2,1,1,6,13,452,,1,3,33,,3,12,30,2,9,,,,,,,,,,,,,
188,8,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
188,9,2,18,1,6,13,452,,1,3,32,,3,12,30,4,9,,,,,,,,,,,,,
188,9,2,28,1,6,13,452,,1,3,32,,3,12,30,4,9,,,,,,,,,,,,,
188,10,2,1,1,6,13,455,,1,5,52,,3,6,30,8,8,,,,,,,,,,,,,
188,10,2,15,1,6,13,446,,1,1,13,,3,4,30,4,9,,,,,,,,,,,,,
189,2,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
189,4,1,1,1,6,13,455,,1,5,51,,3,6,20,2,8,,,,,,,,,,,,,
189,4,1,8,1,6,13,455,,1,5,51,,3,12,30,1,8,,,,,,,,,,,,,
189,4,1,15,1,6,13,455,,1,5,51,,3,12,30,2,8,,,,,,,,,,,,,
189,5,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
189,6,1,1,1,6,13,455,,1,5,51,,3,12,12,1,8,,,,,,,,,,,,,
189,6,1,2,1,6,13,452,,1,3,33,,3,12,30,2,8,,,,,,,,,,,,,
189,6,1,3,1,6,13,455,,1,5,51,,3,12,7,2,8,,,,,,,,,,,,,
189,6,1,21,1,6,13,455,,1,5,51,,3,12,7,2,8,,,,,,,,,,,,,
189,9,1,1,1,6,13,452,,1,3,31,,3,12,30,2,8,,,,,,,,,,,,,
189,10,1,1,1,6,13,452,,1,3,35,,3,12,30,2,9,,,,,,,,,,,,,
189,10,1,2,1,6,13,452,,1,3,34,,3,12,30,1,9,,,,,,,,,,,,,
189,11,1,3,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
190,2,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
190,8,2,9,1,6,13,452,,1,3,31,,3,12,30,1,9,,,,,,,,,,,,,
190,12,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
191,2,1,1,1,7,14,499,,3,18,180,,3,12,26,4,9,,,,,,,,,,,,,
191,3,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
191,4,1,1,1,6,13,455,,1,5,52,,3,6,15,3,9,,,,,,,,,,,,,
191,9,1,8,1,6,13,452,,1,3,32,,3,12,30,2,9,,,,,,,,,,,,,
192,1,2,1,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
192,5,2,2,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
192,6,2,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
192,8,2,10,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
192,9,2,1,1,6,13,446,,1,1,12,,3,9,15,7,9,,,,,,,,,,,,,
192,9,2,4,1,6,13,446,,1,1,12,,3,9,15,7,9,,,,,,,,,,,,,
192,11,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
192,12,2,1,1,6,13,452,,1,3,33,,3,12,4,4,9,,,,,,,,,,,,,
192,13,2,2,1,6,13,452,,1,3,32,,3,12,30,5,9,,,,,,,,,,,,,
193,2,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
193,5,1,1,1,6,13,452,,1,3,32,,3,12,30,3,9,,,,,,,,,,,,,
193,5,1,2,1,6,13,452,,1,3,32,,3,12,30,3,8,,,,,,,,,,,,,
193,6,1,1,1,6,13,446,,1,1,13,,3,6,20,6,9,,,,,,,,,,,,,
193,6,1,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
194,2,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
194,2,2,4,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
194,6,2,9,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
195,9,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
196,1,2,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
196,4,2,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
196,7,2,3,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
196,10,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
196,11,2,23,1,6,13,446,,1,1,13,,3,4,30,5,9,,,,,,,,,,,,,
196,12,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
197,1,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
197,2,1,10,1,6,13,452,,1,3,33,,3,12,30,3,9,,,,,,,,,,,,,
197,3,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
197,6,1,1,1,6,13,452,,1,3,32,,3,12,30,1,9,,,,,,,,,,,,,
197,8,1,1,1,6,13,452,,1,3,32,,3,12,30,3,10,,,,,,,,,,,,,
197,9,1,3,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
197,11,1,6,1,6,13,452,,1,3,33,,3,12,30,1,9,,,,,,,,,,,,,
198,1,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
198,2,2,1,1,6,13,446,,1,1,12,,3,9,20,6,9,,,,,,,,,,,,,
198,2,2,21,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
198,3,2,1,1,5,11,434,,6,52,523,,3,2,30,6,9,,,,,,,,,,,,,
198,3,2,6,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
198,4,2,2,1,12,19,999,,17,93,930,,3,12,30,2,9,,,,,,,,,,,,,
198,5,2,9,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
198,5,2,10,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
198,10,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
198,11,2,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
198,12,2,1,1,6,13,452,,1,3,31,,3,12,30,1,9,,,,,,,,,,,,,
199,1,1,1,1,6,13,452,,1,3,33,,3,12,30,2,9,,,,,,,,,,,,,
199,3,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
199,3,1,5,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
199,6,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
199,6,1,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
199,11,1,1,1,6,13,452,,1,3,35,,3,12,30,1,9,,,,,,,,,,,,,
199,13,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
200,10,1,1,1,12,19,998,,17,93,930,,3,12,20,3,9,,,,,,,,,,,,,
200,10,1,7,1,12,19,999,,6,52,524,,4,7,12,4,9,,,,,,,,,,,,,
200,12,1,4,1,7,14,501,,3,20,203,,3,8,15,7,9,,,,,,,,,,,,,
200,13,1,1,1,11,18,997,,13,85,851,,3,2,30,3,4,2,,,2,,,2,,,,,15000,2
201,1,2,1,1,5,11,430,,6,52,526,,3,6,26,6,9,,,,,,,,,,,,,
201,11,2,3,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
202,3,1,4,1,6,13,455,,1,5,51,,3,8,25,6,4,2,,,2,,,2,,,,,9999,
202,3,1,6,1,12,19,999,,1,5,51,,3,3,9,3,4,2,,,2,,,2,,,,,9999,
202,5,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
202,6,1,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
202,7,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
202,8,1,3,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
202,12,1,1,1,5,10,183,,12,80,804,,3,10,5,3,10,,,,,,,,,,,,,
203,6,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
204,1,1,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
204,7,1,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
204,14,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
205,9,2,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
206,2,1,1,1,6,13,452,,1,3,33,,3,6,5,4,9,,,,,,,,,,,,,
206,2,1,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
206,4,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
206,9,1,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
206,10,1,1,1,6,13,452,,1,3,34,,3,6,15,4,9,,,,,,,,,,,,,
206,11,1,6,1,9,16,534,,17,93,930,,2,3,25,4,4,2,,,2,,,2,,,,,60000,2
206,13,1,3,1,5,10,529,,3,15,157,,3,5,3,3,5,2,,,2,,,2,,,,,50000,3
206,14,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
207,4,2,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
207,4,2,4,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
207,4,2,6,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
208,1,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
208,3,1,2,1,6,13,455,,3,15,152,,3,12,15,4,9,,,,,,,,,,,,,
208,6,1,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
208,7,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
208,11,1,1,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
209,3,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
209,6,2,1,1,5,11,436,,3,15,155,,3,12,30,8,9,,,,,,,,,,,,,
209,7,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
209,7,2,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
209,9,2,11,1,11,18,997,,12,80,804,,3,8,20,6,3,2,,,2,,,2,,,,,200000,2
209,12,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
210,1,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
210,4,1,3,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
210,7,1,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
210,8,1,8,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
210,13,1,2,1,6,13,452,,1,3,33,,3,12,30,1,9,,,,,,,,,,,,,
210,13,1,3,1,6,13,452,,1,3,33,,3,12,30,1,9,,,,,,,,,,,,,
210,13,1,8,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
211,5,2,1,1,6,13,447,,1,1,18,,3,4,30,5,9,,,,,,,,,,,,,
211,6,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
211,10,2,5,1,9,16,541,,1,3,34,,3,12,20,5,4,2,,,2,,,2,,,,,25000,2
211,11,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
211,12,2,2,1,11,18,997,,17,93,930,,3,12,8,5,5,2,,,2,,,2,,,,,12000,2
212,2,2,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
212,5,2,2,1,9,16,533,,18,95,950,,5,12,8,4,5,2,,,2,,,2,,,,,15000,2
212,7,2,4,1,5,10,418,,8,60,602,,3,12,8,5,3,2,,,2,,,2,,,,,40000,2
212,11,2,2,1,5,11,432,,6,52,524,,3,4,15,3,9,,,,,,,,,,,,,
212,13,2,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
213,1,1,2,1,6,13,446,,1,1,18,,4,6,20,8,8,,,,,,,,,,,,,
213,1,1,9,1,6,13,447,,1,1,18,,4,6,20,8,9,,,,,,,,,,,,,
213,2,1,2,1,6,13,453,,1,3,34,,3,12,30,1,9,,,,,,,,,,,,,
213,2,1,7,1,5,11,435,,6,52,523,,3,2,5,7,9,,,,,,,,,,,,,
213,2,1,8,1,5,11,437,,6,52,523,,3,8,30,5,9,,,,,,,,,,,,,
213,2,1,9,1,11,18,997,,3,17,173,,3,6,12,3,9,,,,,,,,,,,,,
213,2,1,11,1,5,11,434,,6,52,523,,3,6,3,5,9,,,,,,,,,,,,,
213,3,1,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
213,3,1,7,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
213,4,1,1,1,6,13,452,,1,3,33,,3,12,30,2,9,,,,,,,,,,,,,
213,5,1,1,1,6,13,452,,1,3,33,,3,12,30,1,9,,,,,,,,,,,,,
213,6,1,13,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
213,7,1,5,1,6,13,446,,1,1,15,,3,6,20,4,9,,,,,,,,,,,,,
213,7,1,6,1,6,13,446,,1,1,15,,3,3,15,4,9,,,,,,,,,,,,,
213,7,1,7,1,5,11,435,,6,52,523,,3,8,6,8,9,,,,,,,,,,,,,
213,7,1,10,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
213,8,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
213,9,1,6,1,5,11,431,,6,52,521,,3,12,30,2,9,,,,,,,,,,,,,
213,9,1,18,1,6,13,446,,1,1,15,,3,6,20,5,8,,,,,,,,,,,,,
213,10,1,1,1,6,13,446,,1,1,15,,3,6,22,1,9,,,,,,,,,,,,,
213,10,1,4,1,6,13,446,,1,1,13,,3,6,22,6,8,,,,,,,,,,,,,
213,10,1,16,1,6,13,446,,1,1,13,,3,6,21,6,9,,,,,,,,,,,,,
213,10,1,36,1,6,13,446,,1,1,13,,3,6,22,5,8,,,,,,,,,,,,,
213,10,1,37,1,6,13,446,,1,1,13,,3,6,22,5,9,,,,,,,,,,,,,
213,11,1,10,1,6,13,446,,1,1,14,,3,6,20,8,9,,,,,,,,,,,2,,
213,12,1,5,1,6,13,452,,1,3,33,,3,12,30,1,10,,,,,,,,,,,,,
213,12,1,14,1,6,13,446,,1,1,13,,3,6,22,4,9,,,,,,,,,,,,,
214,2,2,2,1,11,18,997,,17,93,930,,3,12,30,8,3,2,,,2,,,2,,,,,75000,2
214,4,2,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
214,5,2,5,1,5,10,405,,7,55,551,,3,6,26,6,4,2,,,2,,,2,,,,,60000,2
214,10,2,8,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
214,11,2,20,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
215,3,1,1,1,6,13,446,,1,1,11,,4,3,20,8,3,2,,,2,,,2,,,,,9999,
215,3,1,3,1,5,11,430,,6,52,521,,3,6,3,5,8,,,,,,,,,,,4,,
215,4,1,5,1,9,16,538,,15,91,913,,3,5,30,8,4,2,,,2,,,2,,,,,100000,2
215,8,1,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
215,8,1,3,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
215,10,1,1,1,7,14,481,,4,40,401,,3,12,26,7,3,1,,,1,,,2,,,,,2500000,4
216,2,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
216,6,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
216,7,2,1,1,4,12,7,,11,75,751,,1,12,20,8,2,1,,,1,,,2,,,,,9999,
216,13,2,1,1,5,11,430,,6,52,523,,3,6,30,8,9,,,,,,,,,,,,,
217,7,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
217,10,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
217,11,1,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
217,12,1,1,1,4,12,7,,11,75,751,,1,12,24,8,2,1,,,1,,,2,,,,,100000,2
217,12,1,3,1,1,2,22,,11,75,751,,1,12,26,8,2,2,,,2,,,2,,,,,50000,2
218,10,1,2,1,11,18,997,,17,93,930,,3,6,25,8,9,,,,,,,,,,,,,
219,1,2,45,1,6,13,446,,1,1,12,,4,3,15,6,8,,,,,,,,,,,,,
219,6,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
219,10,2,5,1,6,13,446,,1,1,11,,4,3,15,7,8,,,,,,,,,,,,,
219,12,2,10,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
219,13,2,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
220,1,1,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
220,3,1,7,1,9,16,541,,1,1,11,,4,3,25,8,9,,,,,,,,,,,,,
220,4,1,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
221,2,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
221,5,2,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
221,8,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
221,13,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
222,6,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
222,6,1,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
222,8,1,6,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
222,11,1,10,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
222,12,1,1,1,6,13,446,,1,1,15,,3,6,30,8,9,,,,,,,,,,,,,
223,3,2,6,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
223,5,2,5,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
223,7,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
223,9,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
224,4,1,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
224,5,1,2,1,9,16,534,,14,90,900,,1,3,26,3,4,2,,,2,,,2,,,,,50000,2
224,7,1,8,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
224,9,1,2,1,6,13,453,,1,3,34,,3,12,30,5,9,,,,,,,,,,,,,
224,10,1,3,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
225,2,2,5,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
225,4,2,2,1,12,19,999,,17,93,930,,5,7,20,4,5,2,,,2,,,2,,,,4,35000,2
225,8,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
225,9,2,3,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
225,12,2,10,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
226,1,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
226,4,1,1,1,6,13,452,,1,3,31,,3,12,5,4,9,,,,,,,,,,,,,
226,5,1,7,1,6,13,452,,1,3,33,,3,12,15,4,9,,,,,,,,,,,,,
226,7,1,1,1,6,13,452,,1,3,33,,3,12,15,4,9,,,,,,,,,,,,,
226,10,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
226,12,1,6,1,6,13,452,,1,3,33,,3,12,30,5,9,,,,,,,,,,,,,
226,13,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
227,2,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
227,8,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
227,14,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
227,15,2,7,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
228,1,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
228,2,1,3,1,6,13,453,,1,3,34,,3,12,30,3,9,,,,,,,,,,,,,
228,2,1,5,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
228,3,1,10,1,6,13,446,,1,1,15,,3,3,30,6,9,,,,,,,,,,,,,
228,8,1,6,1,6,13,447,,1,1,18,,3,12,30,1,9,,,,,,,,,,,,,
228,13,1,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
229,3,2,15,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
229,6,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
229,11,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
230,2,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
230,8,1,9,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
230,9,1,8,1,7,14,482,,5,45,456,,3,12,10,8,9,,,,,,,,,,,,,
230,12,1,1,1,6,13,452,,1,3,33,,3,12,30,1,9,,,,,,,,,,,,,
232,2,2,1,1,6,13,446,,1,1,15,,3,4,17,9,9,,,,,,,,,,,,,
