"vague","grappe","menage","poids","poids_nonlisse"
2,90,9,199.848405025686,149.741931262881
1,99,6,184.112897347465,143.55180209616
1,101,10,85.8043127651848,69.8482112071559
2,96,6,167.114352370859,121.468630448658
2,92,12,202.886098957772,209.411397149223
1,103,11,217.080622191797,148.647243253238
1,97,3,160.067246508836,113.435436465427
1,97,9,160.067246508836,113.435436465427
2,124,9,250.139858711897,258.18494990369
2,92,8,202.886098957772,209.411397149223
2,102,6,223.253259887438,230.433614285608
1,99,9,184.112897347465,143.55180209616
1,95,2,282.087526246417,291.160130206482
2,100,10,235.313053899803,242.881279879428
1,103,4,217.080622191797,148.647243253238
2,92,4,202.886098957772,209.411397149223
2,126,4,245.448526266827,171.184865448285
1,97,11,160.067246508836,113.435436465427
1,103,9,217.080622191797,148.647243253238
2,94,7,304.807376359932,314.610704591484
2,100,11,235.313053899803,242.881279879428
2,100,5,235.313053899803,242.881279879428
1,97,5,160.067246508836,113.435436465427
2,94,9,304.807376359932,314.610704591484
2,98,2,106.078221784531,76.3403755830872
2,126,8,245.448526266827,171.184865448285
1,125,12,211.503228109023,159.992898034483
2,90,13,444.800943518676,741.777159496678
2,94,6,304.807376359932,314.610704591484
2,96,4,167.114352370859,121.468630448658
2,100,2,235.313053899803,242.881279879428
2,124,4,250.139858711897,258.18494990369
1,125,13,464.203725811703,770.697496629523
1,95,11,282.087526246417,291.160130206482
1,101,8,85.8043127651848,69.8482112071559
2,102,10,223.253259887438,230.433614285608
1,143,5,115.19486704466,88.7544787280242
2,151,4,168.375771021076,214.021787168707
2,138,12,144.097737783847,151.736430010976
1,150,1,134.361214089833,97.3784754874188
2,149,1,121.833407353017,100.344409823719
2,149,2,213.780221638696,308.955156562504
1,139,1,228.689055997012,385.136568564503
1,143,13,253.439847956199,429.609444906925
2,153,1,113.610583842742,85.6439302993493
2,128,13,127.325944114144,162.536678471224
2,151,10,119.059649476517,107.010893584353
2,153,6,113.610583842742,85.6439302993493
1,135,4,98.2748613598626,69.4003030368249
2,128,7,89.1000284700631,79.5927033750839
1,127,5,122.178858183891,128.655619781139
1,135,7,98.2748613598626,69.4003030368249
2,140,10,101.59185163165,69.1583186065282
1,154,11,98.0367388751498,75.4839845311215
1,152,10,156.6136626129,129.654187006342
2,134,7,131.675519009377,138.655703285892
1,154,5,98.0367388751498,75.4839845311215
1,139,9,106.020348257599,82.7756207064006
2,142,2,146.433819081287,95.7687086837517
1,137,6,121.756440123146,94.3044849352343
2,140,5,339.834313137012,773.857737510979
1,152,5,272.615760972459,392.852186629217
2,149,7,121.833407353017,100.344409823719
1,148,14,239.723349077474,343.028065899682
1,152,8,156.6136626129,129.654187006342
1,148,8,140.367620311304,117.609622594177
2,155,2,101.350899686679,106.723560920337
2,140,11,101.59185163165,69.1583186065282
1,148,6,140.367620311304,117.609622594177
2,155,7,101.350899686679,106.723560920337
1,148,7,140.367620311304,117.609622594177
1,154,13,215.903521326032,366.097324975939
1,148,1,140.367620311304,117.609622594177
2,155,6,101.350899686679,106.723560920337
1,137,12,121.756440123146,94.3044849352343
2,142,8,515.126619592502,1185.13776996143
1,143,4,115.19486704466,88.7544787280242
1,141,8,104.99849405832,86.2579123487281
1,152,3,156.6136626129,129.654187006342
2,134,4,131.675519009377,138.655703285892
1,148,11,140.367620311304,117.609622594177
1,139,10,106.020348257599,82.7756207064006
1,135,5,98.2748613598626,69.4003030368249
2,155,11,101.350899686679,106.723560920337
2,134,11,131.675519009377,138.655703285892
1,137,2,265.798101449779,449.419811019476
2,136,8,133.7386377404,140.828188959495
2,138,5,144.097737783847,151.736430010976
2,138,6,144.097737783847,151.736430010976
2,144,7,95.7244213810524,71.0134674247328
2,151,8,119.059649476517,107.010893584353
2,140,1,101.59185163165,69.1583186065282
1,137,4,121.756440123146,94.3044849352343
1,150,10,134.361214089833,97.3784754874188
1,127,11,122.178858183891,128.655619781139
1,137,3,121.756440123146,94.3044849352343
1,139,5,106.020348257599,82.7756207064006
1,143,11,115.19486704466,88.7544787280242
2,128,10,89.1000284700631,79.5927033750839
1,148,2,140.367620311304,117.609622594177
1,143,14,253.439847956199,429.609444906925
2,138,1,144.097737783847,151.736430010976
1,133,8,107.302965404096,72.4606443052877
2,151,2,119.059649476517,107.010893584353
2,149,12,121.833407353017,100.344409823719
2,136,3,133.7386377404,140.828188959495
1,139,2,106.020348257599,82.7756207064006
1,127,3,122.178858183891,128.655619781139
2,149,8,121.833407353017,100.344409823719
2,142,5,146.433819081287,95.7687086837517
2,128,6,89.1000284700631,79.5927033750839
1,127,9,122.178858183891,128.655619781139
1,152,6,156.6136626129,129.654187006342
2,138,7,144.097737783847,151.736430010976
1,152,12,156.6136626129,129.654187006342
1,137,13,265.798101449779,449.419811019476
1,137,7,121.756440123146,94.3044849352343
2,136,6,133.7386377404,140.828188959495
2,149,10,213.780221638696,308.955156562504
1,137,11,121.756440123146,94.3044849352343
2,153,12,113.610583842742,85.6439302993493
1,154,9,98.0367388751498,75.4839845311215
2,140,9,101.59185163165,69.1583186065282
2,136,10,133.7386377404,140.828188959495
2,153,8,113.610583842742,85.6439302993493
1,154,12,98.0367388751498,75.4839845311215
2,149,9,121.833407353017,100.344409823719
2,155,1,101.350899686679,106.723560920337
2,134,6,131.675519009377,138.655703285892
1,127,12,122.178858183891,128.655619781139
1,135,11,98.2748613598626,69.4003030368249
2,149,11,121.833407353017,100.344409823719
2,134,10,131.675519009377,138.655703285892
1,135,12,313.15383115106,704.680000066222
2,140,3,101.59185163165,69.1583186065282
2,155,9,101.350899686679,106.723560920337
1,152,13,272.615760972459,392.852186629217
2,136,12,133.7386377404,140.828188959495
2,134,9,131.675519009377,138.655703285892
2,138,8,144.097737783847,151.736430010976
2,144,6,95.7244213810524,71.0134674247328
1,139,4,106.020348257599,82.7756207064006
1,152,11,156.6136626129,129.654187006342
2,151,9,119.059649476517,107.010893584353
1,141,6,104.99849405832,86.2579123487281
1,154,1,215.903521326032,366.097324975939
2,153,4,113.610583842742,85.6439302993493
1,150,7,134.361214089833,97.3784754874188
2,153,5,113.610583842742,85.6439302993493
2,144,5,95.7244213810524,71.0134674247328
1,127,2,122.178858183891,128.655619781139
1,152,7,156.6136626129,129.654187006342
1,154,3,98.0367388751498,75.4839845311215
1,127,8,122.178858183891,128.655619781139
1,152,1,272.615760972459,392.852186629217
1,143,3,115.19486704466,88.7544787280242
1,135,8,98.2748613598626,69.4003030368249
2,153,11,113.610583842742,85.6439302993493
1,152,2,156.6136626129,129.654187006342
1,135,3,98.2748613598626,69.4003030368249
1,143,6,115.19486704466,88.7544787280242
1,152,4,156.6136626129,129.654187006342
1,133,6,107.302965404096,72.4606443052877
1,148,3,140.367620311304,117.609622594177
2,144,13,222.313673577953,383.025395164897
2,142,6,146.433819081287,95.7687086837517
1,133,2,107.302965404096,72.4606443052877
2,142,4,146.433819081287,95.7687086837517
1,141,11,104.99849405832,86.2579123487281
1,127,4,122.178858183891,128.655619781139
1,127,7,122.178858183891,128.655619781139
2,136,11,133.7386377404,140.828188959495
2,151,1,119.059649476517,107.010893584353
2,155,4,101.350899686679,106.723560920337
1,141,10,104.99849405832,86.2579123487281
2,138,10,144.097737783847,151.736430010976
1,150,11,322.131718202262,559.734544140281
1,148,9,140.367620311304,117.609622594177
2,149,5,213.780221638696,308.955156562504
1,150,3,134.361214089833,97.3784754874188
1,141,4,184.971716188919,267.696969358122
1,135,1,98.2748613598626,69.4003030368249
2,142,7,146.433819081287,95.7687086837517
2,140,2,101.59185163165,69.1583186065282
2,136,2,133.7386377404,140.828188959495
1,127,10,122.178858183891,128.655619781139
1,141,3,104.99849405832,86.2579123487281
1,133,1,107.302965404096,72.4606443052877
2,134,3,131.675519009377,138.655703285892
1,139,13,228.689055997012,385.136568564503
2,151,5,119.059649476517,107.010893584353
2,155,8,101.350899686679,106.723560920337
2,153,2,113.610583842742,85.6439302993493
1,133,3,107.302965404096,72.4606443052877
2,134,1,131.675519009377,138.655703285892
2,149,4,121.833407353017,100.344409823719
2,151,3,119.059649476517,107.010893584353
2,153,10,113.610583842742,85.6439302993493
1,141,1,184.971716188919,267.696969358122
2,144,11,95.7244213810524,71.0134674247328
2,138,4,144.097737783847,151.736430010976
2,151,11,119.059649476517,107.010893584353
2,155,12,101.350899686679,106.723560920337
2,144,10,95.7244213810524,71.0134674247328
1,150,8,134.361214089833,97.3784754874188
1,133,4,107.302965404096,72.4606443052877
1,137,5,121.756440123146,94.3044849352343
1,154,4,98.0367388751498,75.4839845311215
2,128,5,89.1000284700631,79.5927033750839
2,136,1,133.7386377404,140.828188959495
1,143,9,115.19486704466,88.7544787280242
1,135,6,98.2748613598626,69.4003030368249
2,138,9,144.097737783847,151.736430010976
2,128,11,89.1000284700631,79.5927033750839
2,140,7,101.59185163165,69.1583186065282
1,139,11,106.020348257599,82.7756207064006
2,142,11,146.433819081287,95.7687086837517
2,153,9,113.610583842742,85.6439302993493
1,135,2,98.2748613598626,69.4003030368249
1,141,12,104.99849405832,86.2579123487281
1,150,12,134.361214089833,97.3784754874188
1,133,12,107.302965404096,72.4606443052877
2,142,1,146.433819081287,95.7687086837517
2,142,10,146.433819081287,95.7687086837517
1,139,8,106.020348257599,82.7756207064006
2,128,9,127.325944114144,162.536678471224
2,136,5,133.7386377404,140.828188959495
2,136,7,133.7386377404,140.828188959495
2,140,6,101.59185163165,69.1583186065282
1,135,9,98.2748613598626,69.4003030368249
1,133,5,107.302965404096,72.4606443052877
1,150,2,134.361214089833,97.3784754874188
2,155,10,101.350899686679,106.723560920337
1,154,6,98.0367388751498,75.4839845311215
2,155,5,101.350899686679,106.723560920337
2,144,1,95.7244213810524,71.0134674247328
2,153,7,257.979843300525,441.60151560602
2,155,3,101.350899686679,106.723560920337
2,128,3,127.325944114144,162.536678471224
1,137,8,121.756440123146,94.3044849352343
1,154,8,98.0367388751498,75.4839845311215
2,128,14,127.325944114144,162.536678471224
2,128,8,89.1000284700631,79.5927033750839
1,127,1,122.178858183891,128.655619781139
2,134,2,131.675519009377,138.655703285892
1,150,4,134.361214089833,97.3784754874188
2,134,5,131.675519009377,138.655703285892
2,136,4,133.7386377404,140.828188959495
1,135,10,98.2748613598626,69.4003030368249
1,150,5,134.361214089833,97.3784754874188
2,140,8,101.59185163165,69.1583186065282
2,138,11,144.097737783847,151.736430010976
2,144,2,95.7244213810524,71.0134674247328
2,144,8,95.7244213810524,71.0134674247328
1,141,9,104.99849405832,86.2579123487281
2,138,2,144.097737783847,151.736430010976
1,148,13,239.723349077474,343.028065899682
1,141,7,104.99849405832,86.2579123487281
2,144,9,95.7244213810524,71.0134674247328
2,144,4,95.7244213810524,71.0134674247328
1,154,7,98.0367388751498,75.4839845311215
1,133,11,107.302965404096,72.4606443052877
1,127,6,122.178858183891,128.655619781139
1,139,3,106.020348257599,82.7756207064006
2,149,3,121.833407353017,100.344409823719
2,136,9,133.7386377404,140.828188959495
1,133,10,107.302965404096,72.4606443052877
1,133,7,362.663020967031,827.723513795017
1,150,9,134.361214089833,97.3784754874188
1,139,12,106.020348257599,82.7756207064006
2,151,6,168.375771021076,214.021787168707
2,142,3,146.433819081287,95.7687086837517
2,140,12,101.59185163165,69.1583186065282
1,143,8,115.19486704466,88.7544787280242
1,143,7,115.19486704466,88.7544787280242
2,138,3,144.097737783847,151.736430010976
2,142,12,146.433819081287,95.7687086837517
1,143,10,115.19486704466,88.7544787280242
2,151,7,168.375771021076,214.021787168707
2,153,13,257.979843300525,441.60151560602
1,133,9,107.302965404096,72.4606443052877
1,139,7,106.020348257599,82.7756207064006
1,137,1,121.756440123146,94.3044849352343
1,150,13,322.131718202262,559.734544140281
1,148,10,239.723349077474,343.028065899682
2,140,4,101.59185163165,69.1583186065282
2,134,8,131.675519009377,138.655703285892
2,151,12,168.375771021076,214.021787168707
2,142,9,146.433819081287,95.7687086837517
2,134,12,131.675519009377,138.655703285892
1,141,13,184.971716188919,267.696969358122
2,144,14,222.313673577953,383.025395164897
1,154,10,98.0367388751498,75.4839845311215
1,148,5,140.367620311304,117.609622594177
2,128,4,89.1000284700631,79.5927033750839
2,149,6,121.833407353017,100.344409823719
1,137,10,121.756440123146,94.3044849352343
1,143,2,115.19486704466,88.7544787280242
1,141,5,104.99849405832,86.2579123487281
2,128,2,89.1000284700631,79.5927033750839
2,166,9,583.599584619349,958.278547035241
1,157,7,531.423387688239,437.607522145781
2,166,11,274.52551490712,212.044614663117
2,170,9,1194.30660070566,2034.81863226295
2,156,1,714.616982846895,504.644272645258
1,161,9,469.346554476219,388.108530819978
2,160,2,559.296789453173,400.841186251755
2,160,8,559.296789453173,400.841186251755
1,161,5,792.348178748642,1106.10931283694
1,171,1,640.14241393992,438.973055121187
2,172,6,332.703270652277,343.294533952663
1,171,9,640.14241393992,438.973055121187
1,163,13,1386.10923836794,2298.92284326579
1,159,2,645.491195239707,445.694314895823
2,172,3,332.703270652277,343.294533952663
1,171,10,640.14241393992,438.973055121187
1,163,14,1386.10923836794,2298.92284326579
1,171,8,640.14241393992,438.973055121187
2,132,1,554.836358005936,572.498997584883
2,132,9,554.836358005936,572.498997584883
1,145,9,537.026474911557,554.122155347505
2,132,6,554.836358005936,572.498997584883
2,158,7,520.898807994221,355.671104488577
2,156,11,714.616982846895,504.644272645258
1,147,8,663.910124794874,685.045014529228
2,130,6,653.100190605541,673.890957304871
2,146,5,542.183107729637,559.442944219155
2,146,6,542.183107729637,559.442944219155
1,159,11,645.491195239707,445.694314895823
2,162,1,660.204087415637,681.220999296608
2,158,10,520.898807994221,355.671104488577
1,169,14,716.577379909898,885.073209620543
1,161,1,469.346554476219,388.108530819978
2,172,11,332.703270652277,343.294533952663
2,166,3,274.52551490712,212.044614663117
1,147,6,663.910124794874,685.045014529228
2,164,2,583.436170274284,602.009255192352
1,169,6,516.865565456476,460.477277978256
2,160,7,559.296789453173,400.841186251755
1,129,12,568.506485823586,389.630855940433
2,130,9,653.100190605541,673.890957304871
1,145,4,537.026474911557,554.122155347505
2,172,7,332.703270652277,343.294533952663
1,145,6,537.026474911557,554.122155347505
1,157,5,531.423387688239,437.607522145781
1,145,2,537.026474911557,554.122155347505
2,130,2,653.100190605541,673.890957304871
1,147,2,663.910124794874,685.045014529228
2,172,1,332.703270652277,343.294533952663
1,169,15,716.577379909898,885.073209620543
2,164,7,583.436170274284,602.009255192352
1,131,5,1070.82548532936,1772.54737797367
1,161,13,792.348178748642,1106.10931283694
1,161,4,469.346554476219,388.108530819978
1,171,7,640.14241393992,438.973055121187
2,166,8,274.52551490712,212.044614663117
2,168,11,516.671827564134,404.720807817107
2,132,11,554.836358005936,572.498997584883
1,163,3,632.938577954294,479.34986944691
1,147,1,663.910124794874,685.045014529228
1,159,7,645.491195239707,445.694314895823
1,131,11,491.891556452499,374.023758654994
2,170,6,496.861579323388,352.180147891664
2,170,5,496.861579323388,352.180147891664
2,130,12,653.100190605541,673.890957304871
2,164,9,583.436170274284,602.009255192352
2,162,8,660.204087415637,681.220999296608
2,164,4,583.436170274284,602.009255192352
1,157,6,531.423387688239,437.607522145781
2,172,5,332.703270652277,343.294533952663
1,171,11,640.14241393992,438.973055121187
1,129,5,1835.23303605392,4060.3636566424
2,158,4,520.898807994221,355.671104488577
2,158,12,1314.67501687136,2265.57621352313
1,163,5,632.938577954294,479.34986944691
1,167,7,561.695563602417,539.133372160795
1,163,2,632.938577954294,479.34986944691
1,163,1,632.938577954294,479.34986944691
1,129,3,568.506485823586,389.630855940433
2,166,1,274.52551490712,212.044614663117
1,129,7,568.506485823586,389.630855940433
1,167,3,561.695563602417,539.133372160795
2,130,1,653.100190605541,673.890957304871
2,160,6,559.296789453173,400.841186251755
1,167,11,561.695563602417,539.133372160795
1,161,8,469.346554476219,388.108530819978
2,162,11,660.204087415637,681.220999296608
1,161,7,469.346554476219,388.108530819978
2,146,1,542.183107729637,559.442944219155
2,156,3,714.616982846895,504.644272645258
1,161,3,469.346554476219,388.108530819978
2,166,5,274.52551490712,212.044614663117
1,167,1,561.695563602417,539.133372160795
2,162,12,660.204087415637,681.220999296608
2,146,12,542.183107729637,559.442944219155
2,130,8,653.100190605541,673.890957304871
2,156,6,714.616982846895,504.644272645258
2,156,7,714.616982846895,504.644272645258
1,159,12,645.491195239707,445.694314895823
2,160,12,559.296789453173,400.841186251755
1,159,10,645.491195239707,445.694314895823
1,159,9,645.491195239707,445.694314895823
1,169,9,516.865565456476,460.477277978256
1,169,12,516.865565456476,460.477277978256
2,130,10,653.100190605541,673.890957304871
2,158,8,520.898807994221,355.671104488577
1,163,12,632.938577954294,479.34986944691
2,158,6,520.898807994221,355.671104488577
2,130,5,653.100190605541,673.890957304871
1,145,7,537.026474911557,554.122155347505
1,159,1,645.491195239707,445.694314895823
1,157,4,531.423387688239,437.607522145781
1,145,3,537.026474911557,554.122155347505
1,157,10,531.423387688239,437.607522145781
1,157,13,903.246074600638,1264.19950842114
2,132,5,554.836358005936,572.498997584883
2,170,7,496.861579323388,352.180147891664
2,168,10,516.671827564134,404.720807817107
1,131,8,491.891556452499,374.023758654994
2,146,11,542.183107729637,559.442944219155
2,130,3,653.100190605541,673.890957304871
2,170,12,496.861579323388,352.180147891664
2,168,5,948.464117070413,1363.8536811371
1,171,5,640.14241393992,438.973055121187
1,161,11,469.346554476219,388.108530819978
2,146,10,542.183107729637,559.442944219155
2,168,2,948.464117070413,1363.8536811371
2,160,11,559.296789453173,400.841186251755
1,167,15,654.459883633977,731.914396145564
2,162,7,660.204087415637,681.220999296608
1,171,4,640.14241393992,438.973055121187
2,168,6,948.464117070413,1363.8536811371
1,147,3,663.910124794874,685.045014529228
2,160,3,559.296789453173,400.841186251755
2,146,9,542.183107729637,559.442944219155
1,171,6,640.14241393992,438.973055121187
1,167,2,561.695563602417,539.133372160795
1,129,8,568.506485823586,389.630855940433
2,132,12,554.836358005936,572.498997584883
2,146,7,542.183107729637,559.442944219155
2,160,4,559.296789453173,400.841186251755
1,129,1,568.506485823586,389.630855940433
1,157,12,531.423387688239,437.607522145781
1,145,10,537.026474911557,554.122155347505
1,163,6,632.938577954294,479.34986944691
2,132,2,554.836358005936,572.498997584883
1,147,4,663.910124794874,685.045014529228
2,156,5,714.616982846895,504.644272645258
1,165,8,532.700265001622,372.715302524893
1,165,9,532.700265001622,372.715302524893
1,165,10,532.700265001622,372.715302524893
2,164,12,583.436170274284,602.009255192352
1,165,12,532.700265001622,372.715302524893
2,168,4,516.671827564134,404.720807817107
2,170,3,496.861579323388,352.180147891664
1,169,11,516.865565456476,460.477277978256
1,131,3,491.891556452499,374.023758654994
1,147,9,663.910124794874,685.045014529228
1,131,2,491.891556452499,374.023758654994
2,158,11,520.898807994221,355.671104488577
1,129,2,568.506485823586,389.630855940433
2,156,12,714.616982846895,504.644272645258
2,164,10,583.436170274284,602.009255192352
1,157,14,903.246074600638,1264.19950842114
1,131,10,491.891556452499,374.023758654994
2,158,1,520.898807994221,355.671104488577
2,156,9,714.616982846895,504.644272645258
2,166,6,274.52551490712,212.044614663117
1,159,3,645.491195239707,445.694314895823
2,164,6,583.436170274284,602.009255192352
2,158,2,520.898807994221,355.671104488577
2,146,3,542.183107729637,559.442944219155
1,163,8,632.938577954294,479.34986944691
2,160,14,1324.4955845449,2247.96070668214
1,167,12,561.695563602417,539.133372160795
1,165,6,532.700265001622,372.715302524893
2,162,5,660.204087415637,681.220999296608
2,172,9,332.703270652277,343.294533952663
1,169,4,716.577379909898,885.073209620543
1,145,1,537.026474911557,554.122155347505
2,132,8,554.836358005936,572.498997584883
2,172,4,332.703270652277,343.294533952663
1,129,4,568.506485823586,389.630855940433
2,156,4,714.616982846895,504.644272645258
1,129,9,568.506485823586,389.630855940433
1,171,13,2064.93367080214,4567.69260058533
1,163,9,632.938577954294,479.34986944691
1,161,6,792.348178748642,1106.10931283694
1,147,5,663.910124794874,685.045014529228
2,156,8,714.616982846895,504.644272645258
1,159,4,645.491195239707,445.694314895823
1,129,10,568.506485823586,389.630855940433
2,156,2,714.616982846895,504.644272645258
1,147,11,663.910124794874,685.045014529228
2,170,8,1194.30660070566,2034.81863226295
2,170,11,496.861579323388,352.180147891664
1,145,11,537.026474911557,554.122155347505
2,164,1,583.436170274284,602.009255192352
2,168,9,516.671827564134,404.720807817107
1,165,7,532.700265001622,372.715302524893
1,161,12,469.346554476219,388.108530819978
1,171,2,640.14241393992,438.973055121187
2,160,10,559.296789453173,400.841186251755
2,162,6,660.204087415637,681.220999296608
1,169,1,516.865565456476,460.477277978256
1,129,6,568.506485823586,389.630855940433
1,167,6,654.459883633977,731.914396145564
1,169,5,516.865565456476,460.477277978256
2,170,10,496.861579323388,352.180147891664
2,146,4,542.183107729637,559.442944219155
1,171,3,640.14241393992,438.973055121187
2,162,2,660.204087415637,681.220999296608
1,145,12,537.026474911557,554.122155347505
2,166,10,274.52551490712,212.044614663117
1,131,12,491.891556452499,374.023758654994
1,163,4,632.938577954294,479.34986944691
1,145,5,537.026474911557,554.122155347505
1,159,5,2062.97670314167,4552.44907357876
1,169,10,516.865565456476,460.477277978256
1,157,3,531.423387688239,437.607522145781
2,168,7,516.671827564134,404.720807817107
1,167,13,654.459883633977,731.914396145564
2,172,10,332.703270652277,343.294533952663
2,164,3,583.436170274284,602.009255192352
2,172,8,332.703270652277,343.294533952663
2,170,1,496.861579323388,352.180147891664
2,130,4,653.100190605541,673.890957304871
1,157,11,531.423387688239,437.607522145781
2,146,2,542.183107729637,559.442944219155
1,131,13,1070.82548532936,1772.54737797367
2,132,4,554.836358005936,572.498997584883
1,167,8,561.695563602417,539.133372160795
1,165,3,532.700265001622,372.715302524893
2,164,11,583.436170274284,602.009255192352
2,172,2,332.703270652277,343.294533952663
1,165,2,532.700265001622,372.715302524893
1,167,14,654.459883633977,731.914396145564
2,170,2,496.861579323388,352.180147891664
1,159,8,645.491195239707,445.694314895823
1,147,12,663.910124794874,685.045014529228
1,131,1,491.891556452499,374.023758654994
2,162,10,660.204087415637,681.220999296608
2,130,11,653.100190605541,673.890957304871
1,169,13,716.577379909898,885.073209620543
2,172,12,332.703270652277,343.294533952663
2,164,8,583.436170274284,602.009255192352
2,130,7,653.100190605541,673.890957304871
1,157,1,531.423387688239,437.607522145781
1,165,4,1671.92764670473,3671.52387561835
2,160,13,1324.4955845449,2247.96070668214
2,166,12,274.52551490712,212.044614663117
2,160,5,559.296789453173,400.841186251755
2,162,3,660.204087415637,681.220999296608
2,162,4,660.204087415637,681.220999296608
1,167,9,654.459883633977,731.914396145564
1,163,7,632.938577954294,479.34986944691
1,165,5,532.700265001622,372.715302524893
1,169,3,516.865565456476,460.477277978256
1,165,1,532.700265001622,372.715302524893
2,146,8,542.183107729637,559.442944219155
2,166,13,583.599584619349,958.278547035241
1,131,4,491.891556452499,374.023758654994
2,168,1,516.671827564134,404.720807817107
2,162,9,660.204087415637,681.220999296608
2,166,2,274.52551490712,212.044614663117
1,161,10,469.346554476219,388.108530819978
2,170,4,496.861579323388,352.180147891664
1,147,10,663.910124794874,685.045014529228
2,158,5,520.898807994221,355.671104488577
2,158,9,1314.67501687136,2265.57621352313
1,131,9,491.891556452499,374.023758654994
2,164,5,583.436170274284,602.009255192352
2,168,3,516.671827564134,404.720807817107
2,158,3,520.898807994221,355.671104488577
1,147,7,663.910124794874,685.045014529228
2,168,8,516.671827564134,404.720807817107
1,165,11,532.700265001622,372.715302524893
1,159,6,645.491195239707,445.694314895823
1,131,7,491.891556452499,374.023758654994
1,145,8,537.026474911557,554.122155347505
2,132,3,554.836358005936,572.498997584883
1,157,8,903.246074600638,1264.19950842114
1,129,11,568.506485823586,389.630855940433
2,166,7,274.52551490712,212.044614663117
2,156,10,2214.15973878641,4844.58501739448
2,132,7,554.836358005936,572.498997584883
2,168,12,516.671827564134,404.720807817107
2,132,10,554.836358005936,572.498997584883
1,204,5,141.899912223138,133.770522972001
1,204,1,165.83806125403,182.71095820566
2,203,6,240.632751430551,147.795243588377
2,207,14,385.870721582664,641.582901540934
1,206,7,165.854844614527,132.776390072387
1,202,9,933.181796032721,2035.1066040601
1,208,9,268.940485117685,272.99250926261
1,186,11,239.612478870087,164.925751404907
1,202,4,286.793660128092,192.21786106825
2,176,4,211.01656806439,214.195874550738
2,187,8,301.821446741553,306.368875846984
2,185,5,198.359099737721,201.347700956132
1,204,6,141.899912223138,133.770522972001
1,204,9,141.899912223138,133.770522972001
1,204,10,141.899912223138,133.770522972001
1,206,3,165.854844614527,132.776390072387
2,205,4,174.511990968263,122.495495479249
1,210,5,149.30003752958,100.132611663619
1,177,6,152.082556556607,104.537232187638
2,211,11,290.058477370135,294.428678283655
2,207,1,165.478734974272,117.992257754655
1,179,1,236.190474429967,239.749066602405
1,173,11,211.233572112628,198.248732198778
2,187,7,301.821446741553,306.368875846984
1,206,9,165.854844614527,132.776390072387
2,176,3,211.01656806439,214.195874550738
2,185,12,198.359099737721,201.347700956132
2,203,10,240.632751430551,147.795243588377
2,187,5,301.821446741553,306.368875846984
2,178,9,348.192345597003,353.438427423693
1,202,7,286.793660128092,192.21786106825
2,201,5,194.225776567885,142.660601614654
1,202,3,286.793660128092,192.21786106825
2,187,11,301.821446741553,306.368875846984
2,178,8,348.192345597003,353.438427423693
1,202,1,286.793660128092,192.21786106825
1,206,4,165.854844614527,132.776390072387
1,208,2,268.940485117685,272.99250926261
2,185,8,198.359099737721,201.347700956132
2,187,12,301.821446741553,306.368875846984
2,187,9,301.821446741553,306.368875846984
1,186,6,239.612478870087,164.925751404907
2,205,11,174.511990968263,122.495495479249
1,204,15,165.83806125403,182.71095820566
2,203,9,240.632751430551,147.795243588377
1,200,11,169.944055633029,111.791698300492
2,185,7,198.359099737721,201.347700956132
1,200,8,169.944055633029,111.791698300492
2,209,10,189.166260329226,119.360236202182
2,176,7,211.01656806439,214.195874550738
2,178,5,348.192345597003,353.438427423693
1,210,3,149.30003752958,100.132611663619
1,175,2,234.848483097978,238.386855996709
2,201,10,194.225776567885,142.660601614654
2,209,6,189.166260329226,119.360236202182
2,174,3,243.688584729331,247.360148081846
2,174,1,243.688584729331,247.360148081846
2,205,6,174.511990968263,122.495495479249
2,211,8,290.058477370135,294.428678283655
1,210,12,149.30003752958,100.132611663619
1,208,5,268.940485117685,272.99250926261
1,175,5,234.848483097978,238.386855996709
2,207,4,165.478734974272,117.992257754655
1,206,6,165.854844614527,132.776390072387
1,210,13,485.365844436309,1058.26426836648
1,186,1,239.612478870087,164.925751404907
2,176,2,211.01656806439,214.195874550738
1,200,9,169.944055633029,111.791698300492
2,201,12,194.225776567885,142.660601614654
1,175,6,234.848483097978,238.386855996709
2,187,2,301.821446741553,306.368875846984
1,186,9,239.612478870087,164.925751404907
1,206,14,287.269017553802,398.329170217162
2,203,12,240.632751430551,147.795243588377
2,209,4,189.166260329226,119.360236202182
1,204,7,141.899912223138,133.770522972001
1,206,13,287.269017553802,398.329170217162
2,178,7,348.192345597003,353.438427423693
1,179,11,236.190474429967,239.749066602405
1,179,5,236.190474429967,239.749066602405
1,179,4,236.190474429967,239.749066602405
1,179,2,236.190474429967,239.749066602405
1,186,5,239.612478870087,164.925751404907
1,173,5,211.233572112628,198.248732198778
1,206,10,165.854844614527,132.776390072387
2,201,4,194.225776567885,142.660601614654
2,178,4,348.192345597003,353.438427423693
1,177,9,152.082556556607,104.537232187638
1,200,13,566.695653231705,1243.07508001526
1,173,4,248.925090854217,275.309932940561
2,176,6,211.01656806439,214.195874550738
1,210,8,149.30003752958,100.132611663619
1,186,13,752.045294959881,1624.64173025729
2,201,8,194.225776567885,142.660601614654
1,175,1,234.848483097978,238.386855996709
1,175,7,234.848483097978,238.386855996709
2,176,12,211.01656806439,214.195874550738
2,176,11,211.01656806439,214.195874550738
1,177,13,478.217800125226,1033.6265654508
